,dataset,percent labeled,fold,base,filter,f1-score,mean squared error,accuracy score
773,imageSegmentation.csv,0.35,3,DecisionTreeClassifier,ENANE,0.7642857142857143,1.9523809523809523,0.7619047619047619
774,imageSegmentation.csv,0.35,4,DecisionTreeClassifier,ENANE,0.7714285714285716,1.4761904761904765,0.7619047619047619
775,imageSegmentation.csv,0.35,5,DecisionTreeClassifier,ENANE,0.7653061224489794,0.6190476190476191,0.8095238095238095
776,imageSegmentation.csv,0.35,6,DecisionTreeClassifier,ENANE,0.6625850340136055,2.0476190476190474,0.7142857142857143
777,imageSegmentation.csv,0.35,7,DecisionTreeClassifier,ENANE,0.7408163265306122,2.0,0.7619047619047619
778,imageSegmentation.csv,0.35,8,DecisionTreeClassifier,ENANE,0.85578231292517,0.4285714285714285,0.8571428571428571
779,imageSegmentation.csv,0.35,9,DecisionTreeClassifier,ENANE,0.9020408163265308,0.4761904761904761,0.9047619047619048
780,imageSegmentation.csv,0.35,0,GaussianNB,ENN,0.6840136054421768,1.380952380952381,0.7142857142857143
781,imageSegmentation.csv,0.35,1,GaussianNB,ENN,0.6557823129251701,1.0476190476190477,0.6666666666666666
782,imageSegmentation.csv,0.35,2,GaussianNB,ENN,0.8438775510204082,0.8095238095238095,0.8571428571428571
783,imageSegmentation.csv,0.35,3,GaussianNB,ENN,0.6428571428571429,3.4761904761904763,0.6190476190476191
784,imageSegmentation.csv,0.35,4,GaussianNB,ENN,0.6289424860853432,2.7142857142857144,0.7142857142857143
785,imageSegmentation.csv,0.35,5,GaussianNB,ENN,0.7517006802721088,0.8095238095238095,0.7619047619047619
786,imageSegmentation.csv,0.35,6,GaussianNB,ENN,0.6292517006802721,3.2857142857142856,0.6666666666666666
787,imageSegmentation.csv,0.35,7,GaussianNB,ENN,0.5947845804988662,2.333333333333333,0.5714285714285714
788,imageSegmentation.csv,0.35,8,GaussianNB,ENN,0.6081632653061225,4.047619047619048,0.6190476190476191
789,imageSegmentation.csv,0.35,9,GaussianNB,ENN,0.6309523809523809,1.380952380952381,0.7142857142857143
800,imageSegmentation.csv,0.35,0,GaussianNB,ENANE,0.6517006802721089,1.9047619047619049,0.6666666666666666
801,imageSegmentation.csv,0.35,1,GaussianNB,ENANE,0.4506802721088436,3.7142857142857135,0.4761904761904761
802,imageSegmentation.csv,0.35,2,GaussianNB,ENANE,0.8142857142857144,1.3333333333333333,0.8095238095238095
803,imageSegmentation.csv,0.35,3,GaussianNB,ENANE,0.6547619047619048,1.9523809523809523,0.7142857142857143
804,imageSegmentation.csv,0.35,4,GaussianNB,ENANE,0.5571428571428572,3.9047619047619047,0.5714285714285714
805,imageSegmentation.csv,0.35,5,GaussianNB,ENANE,0.7571428571428571,0.6190476190476191,0.8095238095238095
806,imageSegmentation.csv,0.35,6,GaussianNB,ENANE,0.569047619047619,3.238095238095238,0.6190476190476191
807,imageSegmentation.csv,0.35,7,GaussianNB,ENANE,0.6272108843537415,2.6666666666666665,0.6190476190476191
808,imageSegmentation.csv,0.35,8,GaussianNB,ENANE,0.6292517006802721,2.4285714285714284,0.6666666666666666
809,imageSegmentation.csv,0.35,9,GaussianNB,ENANE,0.6357142857142858,2.333333333333333,0.6666666666666666
810,indian-liver.csv,0.35,0,KNeighborsClassifier,ENN,0.1611768468180364,1.5084745762711864,0.1016949152542373
811,indian-liver.csv,0.35,1,KNeighborsClassifier,ENN,0.1779661016949152,1.3898305084745763,0.1186440677966101
812,indian-liver.csv,0.35,2,KNeighborsClassifier,ENN,0.1674975074775673,1.6101694915254237,0.1016949152542373
813,indian-liver.csv,0.35,3,KNeighborsClassifier,ENN,0.2413793103448275,1.2413793103448276,0.1724137931034483
814,indian-liver.csv,0.35,4,KNeighborsClassifier,ENN,0.2633228840125391,1.5,0.1724137931034483
815,indian-liver.csv,0.35,5,KNeighborsClassifier,ENN,0.2803114571746384,1.206896551724138,0.2068965517241379
816,indian-liver.csv,0.35,6,KNeighborsClassifier,ENN,0.3587236232629953,1.1206896551724137,0.293103448275862
817,indian-liver.csv,0.35,7,KNeighborsClassifier,ENN,0.2272167487684729,1.4137931034482758,0.1551724137931034
818,indian-liver.csv,0.35,8,KNeighborsClassifier,ENN,0.1413793103448276,1.5862068965517242,0.0862068965517241
819,indian-liver.csv,0.35,9,KNeighborsClassifier,ENN,0.243757431629013,1.3448275862068966,0.1724137931034483
830,indian-liver.csv,0.35,0,KNeighborsClassifier,ENANE,0.2895719620798621,1.4067796610169492,0.2033898305084746
831,indian-liver.csv,0.35,1,KNeighborsClassifier,ENANE,0.2985237834882449,1.2881355932203389,0.2203389830508474
832,indian-liver.csv,0.35,2,KNeighborsClassifier,ENANE,0.3903772553307818,1.423728813559322,0.288135593220339
833,indian-liver.csv,0.35,3,KNeighborsClassifier,ENANE,0.1949602122015915,1.5517241379310345,0.1206896551724138
834,indian-liver.csv,0.35,4,KNeighborsClassifier,ENANE,0.1671087533156498,1.5172413793103448,0.1034482758620689
835,indian-liver.csv,0.35,5,KNeighborsClassifier,ENANE,0.2794918330308529,1.4310344827586208,0.1896551724137931
836,indian-liver.csv,0.35,6,KNeighborsClassifier,ENANE,0.3165208440555841,1.0517241379310345,0.2586206896551724
837,indian-liver.csv,0.35,7,KNeighborsClassifier,ENANE,0.2827586206896551,1.5344827586206895,0.1896551724137931
838,indian-liver.csv,0.35,8,KNeighborsClassifier,ENANE,0.1472701149425287,1.6896551724137931,0.0862068965517241
839,indian-liver.csv,0.35,9,KNeighborsClassifier,ENANE,0.2193816884661117,1.3103448275862069,0.1551724137931034
840,indian-liver.csv,0.35,0,DecisionTreeClassifier,ENN,0.2070878274268104,1.4745762711864407,0.135593220338983
841,indian-liver.csv,0.35,1,DecisionTreeClassifier,ENN,0.2669491525423728,1.152542372881356,0.2033898305084746
842,indian-liver.csv,0.35,2,DecisionTreeClassifier,ENN,0.2454704850964348,1.3898305084745763,0.1694915254237288
843,indian-liver.csv,0.35,3,DecisionTreeClassifier,ENN,0.2413793103448275,1.2413793103448276,0.1724137931034483
844,indian-liver.csv,0.35,4,DecisionTreeClassifier,ENN,0.1843260188087774,1.396551724137931,0.1206896551724138
845,indian-liver.csv,0.35,5,DecisionTreeClassifier,ENN,0.2700175336060783,1.3275862068965518,0.1896551724137931
846,indian-liver.csv,0.35,6,DecisionTreeClassifier,ENN,0.3262599469496021,1.1551724137931034,0.2586206896551724
847,indian-liver.csv,0.35,7,DecisionTreeClassifier,ENN,0.2681331747919144,1.3793103448275863,0.1896551724137931
848,indian-liver.csv,0.35,8,DecisionTreeClassifier,ENN,0.2232304900181488,1.362068965517241,0.1551724137931034
849,indian-liver.csv,0.35,9,DecisionTreeClassifier,ENN,0.364158829676071,1.1724137931034482,0.293103448275862
860,indian-liver.csv,0.35,0,DecisionTreeClassifier,ENANE,0.2247992863514718,1.4067796610169492,0.1525423728813559
861,indian-liver.csv,0.35,1,DecisionTreeClassifier,ENANE,0.1718293395675043,1.2881355932203389,0.1186440677966101
862,indian-liver.csv,0.35,2,DecisionTreeClassifier,ENANE,0.1963763880771478,1.3220338983050848,0.135593220338983
863,indian-liver.csv,0.35,3,DecisionTreeClassifier,ENANE,0.3448275862068966,1.2586206896551724,0.2586206896551724
864,indian-liver.csv,0.35,4,DecisionTreeClassifier,ENANE,0.2700175336060783,1.3275862068965518,0.1896551724137931
865,indian-liver.csv,0.35,5,DecisionTreeClassifier,ENANE,0.3448275862068966,1.2586206896551724,0.2586206896551724
866,indian-liver.csv,0.35,6,DecisionTreeClassifier,ENANE,0.243757431629013,1.3448275862068966,0.1724137931034483
867,indian-liver.csv,0.35,7,DecisionTreeClassifier,ENANE,0.2736373748609566,1.206896551724138,0.2068965517241379
868,indian-liver.csv,0.35,8,DecisionTreeClassifier,ENANE,0.2591954022988505,1.2758620689655171,0.1896551724137931
869,indian-liver.csv,0.35,9,DecisionTreeClassifier,ENANE,0.2728372655777374,1.4310344827586208,0.1896551724137931
870,indian-liver.csv,0.35,0,GaussianNB,ENN,0.4576271186440678,0.6440677966101694,0.4576271186440678
871,indian-liver.csv,0.35,1,GaussianNB,ENN,0.4469846275128105,0.5423728813559322,0.4576271186440678
872,indian-liver.csv,0.35,2,GaussianNB,ENN,0.5261606484893148,0.4745762711864407,0.576271186440678
873,indian-liver.csv,0.35,3,GaussianNB,ENN,0.4291187739463602,0.6379310344827587,0.4137931034482758
874,indian-liver.csv,0.35,4,GaussianNB,ENN,0.4592094196804037,0.6551724137931034,0.4482758620689655
875,indian-liver.csv,0.35,5,GaussianNB,ENN,0.5052125100240578,0.5862068965517241,0.5172413793103449
876,indian-liver.csv,0.35,6,GaussianNB,ENN,0.5183908045977013,0.4827586206896552,0.5689655172413793
877,indian-liver.csv,0.35,7,GaussianNB,ENN,0.398762157382847,0.7241379310344828,0.3793103448275862
878,indian-liver.csv,0.35,8,GaussianNB,ENN,0.4295067656045395,0.7413793103448276,0.4137931034482758
879,indian-liver.csv,0.35,9,GaussianNB,ENN,0.4980407523510971,0.5172413793103449,0.5344827586206896
890,indian-liver.csv,0.35,0,GaussianNB,ENANE,0.4689930209371883,0.6271186440677966,0.4745762711864407
891,indian-liver.csv,0.35,1,GaussianNB,ENANE,0.4691833590138676,0.5084745762711864,0.4915254237288136
892,indian-liver.csv,0.35,2,GaussianNB,ENANE,0.516297262059974,0.4915254237288136,0.559322033898305
893,indian-liver.csv,0.35,3,GaussianNB,ENANE,0.4415475189234651,0.6206896551724138,0.4310344827586206
894,indian-liver.csv,0.35,4,GaussianNB,ENANE,0.4592094196804037,0.6551724137931034,0.4482758620689655
895,indian-liver.csv,0.35,5,GaussianNB,ENANE,0.5160523186682521,0.5689655172413793,0.5344827586206896
896,indian-liver.csv,0.35,6,GaussianNB,ENANE,0.5126942023493748,0.4310344827586206,0.5689655172413793
897,indian-liver.csv,0.35,7,GaussianNB,ENANE,0.4490872210953346,0.5344827586206896,0.4655172413793103
898,indian-liver.csv,0.35,8,GaussianNB,ENANE,0.4418103448275862,0.7241379310344828,0.4310344827586206
899,indian-liver.csv,0.35,9,GaussianNB,ENANE,0.4980407523510971,0.5172413793103449,0.5344827586206896
900,ionosphere.csv,0.35,0,KNeighborsClassifier,ENN,0.782577512964802,0.1944444444444444,0.8055555555555556
901,ionosphere.csv,0.35,1,KNeighborsClassifier,ENN,0.8182857142857143,0.1714285714285714,0.8285714285714286
902,ionosphere.csv,0.35,2,KNeighborsClassifier,ENN,0.7834881320949432,0.2,0.8
903,ionosphere.csv,0.35,3,KNeighborsClassifier,ENN,0.8788571428571429,0.1142857142857142,0.8857142857142857
904,ionosphere.csv,0.35,4,KNeighborsClassifier,ENN,0.8182857142857143,0.1714285714285714,0.8285714285714286
905,ionosphere.csv,0.35,5,KNeighborsClassifier,ENN,0.8523853574732391,0.1428571428571428,0.8571428571428571
906,ionosphere.csv,0.35,6,KNeighborsClassifier,ENN,0.601904761904762,0.3142857142857143,0.6857142857142857
907,ionosphere.csv,0.35,7,KNeighborsClassifier,ENN,0.9114312144839434,0.0857142857142857,0.9142857142857144
908,ionosphere.csv,0.35,8,KNeighborsClassifier,ENN,0.7131357806280407,0.2571428571428571,0.7428571428571429
909,ionosphere.csv,0.35,9,KNeighborsClassifier,ENN,0.8131428571428572,0.1714285714285714,0.8285714285714286
920,ionosphere.csv,0.35,0,KNeighborsClassifier,ENANE,0.851384998443822,0.1388888888888889,0.8611111111111112
921,ionosphere.csv,0.35,1,KNeighborsClassifier,ENANE,0.8182857142857143,0.1714285714285714,0.8285714285714286
922,ionosphere.csv,0.35,2,KNeighborsClassifier,ENANE,0.8513119533527698,0.1428571428571428,0.8571428571428571
923,ionosphere.csv,0.35,3,KNeighborsClassifier,ENANE,0.9107871720116616,0.0857142857142857,0.9142857142857144
924,ionosphere.csv,0.35,4,KNeighborsClassifier,ENANE,0.8513119533527698,0.1428571428571428,0.8571428571428571
925,ionosphere.csv,0.35,5,KNeighborsClassifier,ENANE,0.8523853574732391,0.1428571428571428,0.8571428571428571
926,ionosphere.csv,0.35,6,KNeighborsClassifier,ENANE,0.7382173382173381,0.2285714285714285,0.7714285714285715
927,ionosphere.csv,0.35,7,KNeighborsClassifier,ENANE,0.9114312144839434,0.0857142857142857,0.9142857142857144
928,ionosphere.csv,0.35,8,KNeighborsClassifier,ENANE,0.601904761904762,0.3142857142857143,0.6857142857142857
929,ionosphere.csv,0.35,9,KNeighborsClassifier,ENANE,0.7768833849329205,0.2,0.8
930,ionosphere.csv,0.35,0,DecisionTreeClassifier,ENN,0.9137829044661342,0.0833333333333333,0.9166666666666666
931,ionosphere.csv,0.35,1,DecisionTreeClassifier,ENN,0.8017777777777777,0.2,0.8
932,ionosphere.csv,0.35,2,DecisionTreeClassifier,ENN,0.7658008658008657,0.2285714285714285,0.7714285714285715
933,ionosphere.csv,0.35,3,DecisionTreeClassifier,ENN,0.7714285714285715,0.2285714285714285,0.7714285714285715
934,ionosphere.csv,0.35,4,DecisionTreeClassifier,ENN,0.8857142857142857,0.1142857142857142,0.8857142857142857
935,ionosphere.csv,0.35,5,DecisionTreeClassifier,ENN,0.7982222222222222,0.2,0.8
936,ionosphere.csv,0.35,6,DecisionTreeClassifier,ENN,0.8251552795031056,0.1714285714285714,0.8285714285714286
937,ionosphere.csv,0.35,7,DecisionTreeClassifier,ENN,0.8013781223083549,0.2,0.8
938,ionosphere.csv,0.35,8,DecisionTreeClassifier,ENN,0.8800865800865799,0.1142857142857142,0.8857142857142857
939,ionosphere.csv,0.35,9,DecisionTreeClassifier,ENN,0.8131428571428572,0.1714285714285714,0.8285714285714286
950,ionosphere.csv,0.35,0,DecisionTreeClassifier,ENANE,0.886574074074074,0.1111111111111111,0.8888888888888888
951,ionosphere.csv,0.35,1,DecisionTreeClassifier,ENANE,0.915047619047619,0.0857142857142857,0.9142857142857144
952,ionosphere.csv,0.35,2,DecisionTreeClassifier,ENANE,0.8243506493506493,0.1714285714285714,0.8285714285714286
953,ionosphere.csv,0.35,3,DecisionTreeClassifier,ENANE,0.855557023919651,0.1428571428571428,0.8571428571428571
954,ionosphere.csv,0.35,4,DecisionTreeClassifier,ENANE,0.8875124875124875,0.1142857142857142,0.8857142857142857
955,ionosphere.csv,0.35,5,DecisionTreeClassifier,ENANE,0.9135238095238094,0.0857142857142857,0.9142857142857144
956,ionosphere.csv,0.35,6,DecisionTreeClassifier,ENANE,0.8857142857142857,0.1142857142857142,0.8857142857142857
957,ionosphere.csv,0.35,7,DecisionTreeClassifier,ENANE,0.8251552795031056,0.1714285714285714,0.8285714285714286
958,ionosphere.csv,0.35,8,DecisionTreeClassifier,ENANE,0.8251552795031056,0.1714285714285714,0.8285714285714286
959,ionosphere.csv,0.35,9,DecisionTreeClassifier,ENANE,0.7933395004625348,0.2,0.8
960,ionosphere.csv,0.35,0,GaussianNB,ENN,0.644970150583623,0.3611111111111111,0.6388888888888888
961,ionosphere.csv,0.35,1,GaussianNB,ENN,0.8607473266850897,0.1428571428571428,0.8571428571428571
962,ionosphere.csv,0.35,2,GaussianNB,ENN,0.5813541297412266,0.4285714285714285,0.5714285714285714
963,ionosphere.csv,0.35,3,GaussianNB,ENN,0.8600959763750463,0.1428571428571428,0.8571428571428571
964,ionosphere.csv,0.35,4,GaussianNB,ENN,0.8312687312687312,0.1714285714285714,0.8285714285714286
965,ionosphere.csv,0.35,5,GaussianNB,ENN,0.7471109535625665,0.2571428571428571,0.7428571428571429
966,ionosphere.csv,0.35,6,GaussianNB,ENN,0.5293233082706768,0.4571428571428571,0.5428571428571428
967,ionosphere.csv,0.35,7,GaussianNB,ENN,0.7741496598639456,0.2285714285714285,0.7714285714285715
968,ionosphere.csv,0.35,8,GaussianNB,ENN,0.8013781223083549,0.2,0.8
969,ionosphere.csv,0.35,9,GaussianNB,ENN,0.6341944010573111,0.3714285714285714,0.6285714285714286
980,ionosphere.csv,0.35,0,GaussianNB,ENANE,0.6459917824984702,0.3611111111111111,0.6388888888888888
981,ionosphere.csv,0.35,1,GaussianNB,ENANE,0.77593984962406,0.2285714285714285,0.7714285714285715
982,ionosphere.csv,0.35,2,GaussianNB,ENANE,0.5777465777465778,0.4285714285714285,0.5714285714285714
983,ionosphere.csv,0.35,3,GaussianNB,ENANE,0.8584126984126985,0.1428571428571428,0.8571428571428571
984,ionosphere.csv,0.35,4,GaussianNB,ENANE,0.8312687312687312,0.1714285714285714,0.8285714285714286
985,ionosphere.csv,0.35,5,GaussianNB,ENANE,0.717687074829932,0.2857142857142857,0.7142857142857143
986,ionosphere.csv,0.35,6,GaussianNB,ENANE,0.5293233082706768,0.4571428571428571,0.5428571428571428
987,ionosphere.csv,0.35,7,GaussianNB,ENANE,0.7467499699627538,0.2571428571428571,0.7428571428571429
988,ionosphere.csv,0.35,8,GaussianNB,ENANE,0.8013781223083549,0.2,0.8
989,ionosphere.csv,0.35,9,GaussianNB,ENANE,0.6311307985726591,0.3714285714285714,0.6285714285714286
990,letter-recognition.csv,0.35,0,KNeighborsClassifier,ENN,0.3927137599574847,2.219,0.41
991,letter-recognition.csv,0.35,1,KNeighborsClassifier,ENN,0.3876729125010148,2.394,0.4105
992,letter-recognition.csv,0.35,2,KNeighborsClassifier,ENN,0.3921036064313142,2.316,0.4175
993,letter-recognition.csv,0.35,3,KNeighborsClassifier,ENN,0.3883375741106191,2.254,0.4095
994,letter-recognition.csv,0.35,4,KNeighborsClassifier,ENN,0.3724848067849938,2.33,0.397
995,letter-recognition.csv,0.35,5,KNeighborsClassifier,ENN,0.3791036877462471,2.345,0.3995
996,letter-recognition.csv,0.35,6,KNeighborsClassifier,ENN,0.3907824047676515,2.332,0.413
997,letter-recognition.csv,0.35,7,KNeighborsClassifier,ENN,0.3687804665197426,2.3335,0.392
998,letter-recognition.csv,0.35,8,KNeighborsClassifier,ENN,0.3856435141684151,2.392,0.4085
999,letter-recognition.csv,0.35,9,KNeighborsClassifier,ENN,0.3841231278359905,2.2835,0.4065
1010,letter-recognition.csv,0.35,0,KNeighborsClassifier,ENANE,0.372880436743976,2.3075,0.395
1011,letter-recognition.csv,0.35,1,KNeighborsClassifier,ENANE,0.3736936692319612,2.4915,0.399
1012,letter-recognition.csv,0.35,2,KNeighborsClassifier,ENANE,0.3985464838906052,2.4465,0.422
1013,letter-recognition.csv,0.35,3,KNeighborsClassifier,ENANE,0.405573412740667,2.1965,0.427
1014,letter-recognition.csv,0.35,4,KNeighborsClassifier,ENANE,0.3734413618837743,2.4655,0.3975
1015,letter-recognition.csv,0.35,5,KNeighborsClassifier,ENANE,0.3858548168720226,2.2655,0.4055
1016,letter-recognition.csv,0.35,6,KNeighborsClassifier,ENANE,0.3778141770945638,2.4405,0.3985
1017,letter-recognition.csv,0.35,7,KNeighborsClassifier,ENANE,0.3846027985064744,2.5265,0.4105
1018,letter-recognition.csv,0.35,8,KNeighborsClassifier,ENANE,0.3670666448859582,2.4675,0.3905
1019,letter-recognition.csv,0.35,9,KNeighborsClassifier,ENANE,0.3853700678081115,2.2375,0.407
1020,letter-recognition.csv,0.35,0,DecisionTreeClassifier,ENN,0.4024318665184525,2.2075,0.4045
1021,letter-recognition.csv,0.35,1,DecisionTreeClassifier,ENN,0.418453612739688,2.126,0.421
1022,letter-recognition.csv,0.35,2,DecisionTreeClassifier,ENN,0.432067484770366,2.0675,0.436
1023,letter-recognition.csv,0.35,3,DecisionTreeClassifier,ENN,0.4109841437677564,2.114,0.4145
1024,letter-recognition.csv,0.35,4,DecisionTreeClassifier,ENN,0.4184561997276612,2.152,0.4225
1025,letter-recognition.csv,0.35,5,DecisionTreeClassifier,ENN,0.4008199172516839,2.134,0.401
1026,letter-recognition.csv,0.35,6,DecisionTreeClassifier,ENN,0.4089515385569244,2.1915,0.4115
1027,letter-recognition.csv,0.35,7,DecisionTreeClassifier,ENN,0.4090261081590042,2.187,0.413
1028,letter-recognition.csv,0.35,8,DecisionTreeClassifier,ENN,0.4018752138594716,2.1925,0.4025
1029,letter-recognition.csv,0.35,9,DecisionTreeClassifier,ENN,0.4244646462845611,2.042,0.4285
1040,letter-recognition.csv,0.35,0,DecisionTreeClassifier,ENANE,0.4070308039249358,2.0675,0.413
1041,letter-recognition.csv,0.35,1,DecisionTreeClassifier,ENANE,0.406855684860433,1.993,0.409
1042,letter-recognition.csv,0.35,2,DecisionTreeClassifier,ENANE,0.4208501192599181,1.948,0.424
1043,letter-recognition.csv,0.35,3,DecisionTreeClassifier,ENANE,0.4195716184470133,2.129,0.423
1044,letter-recognition.csv,0.35,4,DecisionTreeClassifier,ENANE,0.3936355681694938,2.1765,0.3995
1045,letter-recognition.csv,0.35,5,DecisionTreeClassifier,ENANE,0.3987196146961955,2.1895,0.4025
1046,letter-recognition.csv,0.35,6,DecisionTreeClassifier,ENANE,0.4170195396706509,2.035,0.421
1047,letter-recognition.csv,0.35,7,DecisionTreeClassifier,ENANE,0.4069310144518225,2.1425,0.411
1048,letter-recognition.csv,0.35,8,DecisionTreeClassifier,ENANE,0.4047442367440549,2.0795,0.406
1049,letter-recognition.csv,0.35,9,DecisionTreeClassifier,ENANE,0.4242975776187738,2.053,0.4285
1050,letter-recognition.csv,0.35,0,GaussianNB,ENN,0.2096083022388455,14.5045,0.225
1051,letter-recognition.csv,0.35,1,GaussianNB,ENN,0.2299070443652674,4.075,0.2465
1052,letter-recognition.csv,0.35,2,GaussianNB,ENN,0.2325810222114142,9.5965,0.2395
1053,letter-recognition.csv,0.35,3,GaussianNB,ENN,0.2503822726676052,3.924,0.259
1054,letter-recognition.csv,0.35,4,GaussianNB,ENN,0.2461578900300063,5.8695,0.2545
1055,letter-recognition.csv,0.35,5,GaussianNB,ENN,0.2493513116476138,3.642,0.263
1056,letter-recognition.csv,0.35,6,GaussianNB,ENN,0.2487682212407462,12.171,0.25
1057,letter-recognition.csv,0.35,7,GaussianNB,ENN,0.2438845635163009,11.0235,0.248
1058,letter-recognition.csv,0.35,8,GaussianNB,ENN,0.2286911396218047,26.701,0.209
1059,letter-recognition.csv,0.35,9,GaussianNB,ENN,0.2569671482276597,4.3065,0.27
1070,letter-recognition.csv,0.35,0,GaussianNB,ENANE,0.2285832020477202,11.8065,0.243
1071,letter-recognition.csv,0.35,1,GaussianNB,ENANE,0.2420268097131253,4.643,0.254
1072,letter-recognition.csv,0.35,2,GaussianNB,ENANE,0.2278195254100416,4.793,0.249
1073,letter-recognition.csv,0.35,3,GaussianNB,ENANE,0.2216974416625243,25.114,0.215
1074,letter-recognition.csv,0.35,4,GaussianNB,ENANE,0.2172712727836254,20.902,0.2095
1075,letter-recognition.csv,0.35,5,GaussianNB,ENANE,0.2161330801347985,27.2895,0.2115
1076,letter-recognition.csv,0.35,6,GaussianNB,ENANE,0.2513336990985059,4.001,0.2645
1077,letter-recognition.csv,0.35,7,GaussianNB,ENANE,0.2278563898535197,12.0775,0.2325
1078,letter-recognition.csv,0.35,8,GaussianNB,ENANE,0.2279095762760801,4.4195,0.257
1079,letter-recognition.csv,0.35,9,GaussianNB,ENANE,0.2393962772879467,7.005,0.254
1080,liver.csv,0.35,0,KNeighborsClassifier,ENN,0.2204081632653061,1.5142857142857142,0.2571428571428571
1081,liver.csv,0.35,1,KNeighborsClassifier,ENN,0.2508710801393728,1.1714285714285717,0.3428571428571428
1082,liver.csv,0.35,2,KNeighborsClassifier,ENN,0.226890756302521,1.6,0.2571428571428571
1083,liver.csv,0.35,3,KNeighborsClassifier,ENN,0.2508710801393728,1.1714285714285717,0.3428571428571428
1084,liver.csv,0.35,4,KNeighborsClassifier,ENN,0.2142857142857142,1.1428571428571428,0.2857142857142857
1085,liver.csv,0.35,5,KNeighborsClassifier,ENN,0.1733746130030959,1.1176470588235294,0.2352941176470588
1086,liver.csv,0.35,6,KNeighborsClassifier,ENN,0.2117647058823529,1.4411764705882353,0.2647058823529412
1087,liver.csv,0.35,7,KNeighborsClassifier,ENN,0.1544117647058823,1.5294117647058822,0.1764705882352941
1088,liver.csv,0.35,8,KNeighborsClassifier,ENN,0.1703853955375253,1.7941176470588236,0.1764705882352941
1089,liver.csv,0.35,9,KNeighborsClassifier,ENN,0.188235294117647,1.3823529411764706,0.2352941176470588
1100,liver.csv,0.35,0,KNeighborsClassifier,ENANE,0.2197802197802198,1.2285714285714286,0.2857142857142857
1101,liver.csv,0.35,1,KNeighborsClassifier,ENANE,0.1853281853281853,1.2857142857142858,0.2285714285714285
1102,liver.csv,0.35,2,KNeighborsClassifier,ENANE,0.2448979591836735,1.5714285714285714,0.2857142857142857
1103,liver.csv,0.35,3,KNeighborsClassifier,ENANE,0.2142857142857142,1.1428571428571428,0.2857142857142857
1104,liver.csv,0.35,4,KNeighborsClassifier,ENANE,0.1978021978021978,1.1714285714285717,0.2571428571428571
1105,liver.csv,0.35,5,KNeighborsClassifier,ENANE,0.1419878296146044,1.7352941176470589,0.1470588235294117
1106,liver.csv,0.35,6,KNeighborsClassifier,ENANE,0.1746880570409981,1.5,0.2058823529411764
1107,liver.csv,0.35,7,KNeighborsClassifier,ENANE,0.1996434937611408,1.5588235294117647,0.2352941176470588
1108,liver.csv,0.35,8,KNeighborsClassifier,ENANE,0.1544117647058823,1.5294117647058822,0.1764705882352941
1109,liver.csv,0.35,9,KNeighborsClassifier,ENANE,0.1746880570409981,1.5,0.2058823529411764
1110,liver.csv,0.35,0,DecisionTreeClassifier,ENN,0.2016806722689075,1.542857142857143,0.2285714285714285
1111,liver.csv,0.35,1,DecisionTreeClassifier,ENN,0.1804511278195488,1.2,0.2285714285714285
1112,liver.csv,0.35,2,DecisionTreeClassifier,ENN,0.1428571428571428,1.2571428571428571,0.1714285714285714
1113,liver.csv,0.35,3,DecisionTreeClassifier,ENN,0.2417582417582417,1.2857142857142858,0.3142857142857143
1114,liver.csv,0.35,4,DecisionTreeClassifier,ENN,0.1512605042016807,1.4285714285714286,0.1714285714285714
1115,liver.csv,0.35,5,DecisionTreeClassifier,ENN,0.1830065359477124,1.2941176470588236,0.2352941176470588
1116,liver.csv,0.35,6,DecisionTreeClassifier,ENN,0.1328273244781783,1.5588235294117647,0.1470588235294117
1117,liver.csv,0.35,7,DecisionTreeClassifier,ENN,0.1453287197231833,1.3529411764705883,0.1764705882352941
1118,liver.csv,0.35,8,DecisionTreeClassifier,ENN,0.1098039215686274,1.588235294117647,0.1176470588235294
1119,liver.csv,0.35,9,DecisionTreeClassifier,ENN,0.1135902636916835,1.6764705882352942,0.1176470588235294
1130,liver.csv,0.35,0,DecisionTreeClassifier,ENANE,0.2197802197802198,1.2285714285714286,0.2857142857142857
1131,liver.csv,0.35,1,DecisionTreeClassifier,ENANE,0.2357142857142856,1.2,0.3142857142857143
1132,liver.csv,0.35,2,DecisionTreeClassifier,ENANE,0.1714285714285714,1.4,0.2
1133,liver.csv,0.35,3,DecisionTreeClassifier,ENANE,0.1714285714285714,1.0285714285714285,0.2285714285714285
1134,liver.csv,0.35,4,DecisionTreeClassifier,ENANE,0.2090592334494773,1.0571428571428572,0.2857142857142857
1135,liver.csv,0.35,5,DecisionTreeClassifier,ENANE,0.188235294117647,1.3823529411764706,0.2352941176470588
1136,liver.csv,0.35,6,DecisionTreeClassifier,ENANE,0.1497326203208556,1.4411764705882353,0.1764705882352941
1137,liver.csv,0.35,7,DecisionTreeClassifier,ENANE,0.1544117647058823,1.5294117647058822,0.1764705882352941
1138,liver.csv,0.35,8,DecisionTreeClassifier,ENANE,0.2167182662538699,1.2352941176470589,0.2941176470588235
1139,liver.csv,0.35,9,DecisionTreeClassifier,ENANE,0.2167182662538699,1.2352941176470589,0.2941176470588235
1140,liver.csv,0.35,0,GaussianNB,ENN,0.1028571428571428,2.0285714285714285,0.0857142857142857
1141,liver.csv,0.35,1,GaussianNB,ENN,0.1530612244897959,1.8857142857142857,0.1428571428571428
