@relation texture-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A34 numeric
@attribute A35 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute A39 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
0.173561,0.322222,0.437727,0.333922,0.434987,0.486598,0.267744,0.374154,0.419009,0.357099,0.173561,0.254983,0.420753,0.295319,0.485095,0.550485,0.262584,0.411661,0.475621,0.380482,0.173561,0.214364,0.254057,0.246649,0.310924,0.36143,0.21772,0.269036,0.304462,0.289863,0.173561,0.201261,0.234907,0.238858,0.254613,0.306071,0.230827,0.241673,0.277778,0.232738,9
0.218975,0.320915,0.385127,0.339812,0.404155,0.450859,0.305828,0.379567,0.433066,0.388097,0.218975,0.272852,0.391676,0.337021,0.443541,0.531068,0.328859,0.417845,0.49402,0.422483,0.218975,0.279605,0.279239,0.356568,0.415643,0.54619,0.312804,0.364213,0.44685,0.353221,0.218975,0.272936,0.278266,0.327298,0.330627,0.349073,0.325391,0.336948,0.350548,0.275595,9
0.254496,0.384314,0.437727,0.38987,0.428954,0.442612,0.35026,0.413396,0.450469,0.427154,0.254496,0.337457,0.383694,0.365957,0.420054,0.424272,0.345638,0.391343,0.406624,0.343422,0.254496,0.327851,0.315613,0.37748,0.431157,0.518543,0.34846,0.403553,0.461286,0.389124,0.254496,0.317087,0.31888,0.372563,0.36679,0.399663,0.368578,0.36096,0.377934,0.304762,9
0.201888,0.296732,0.395405,0.30742,0.41756,0.471478,0.259088,0.372124,0.429719,0.404216,0.201888,0.265292,0.351767,0.299574,0.413731,0.418447,0.266779,0.378092,0.408464,0.322421,0.201888,0.263706,0.308338,0.308847,0.393019,0.45381,0.2604,0.324239,0.370079,0.310454,0.201888,0.25172,0.295829,0.303621,0.347601,0.38027,0.291884,0.333075,0.349765,0.269048,9
0.145234,0.471242,0.510278,0.487044,0.581099,0.623368,0.386036,0.489175,0.570281,0.466212,0.145234,0.418557,0.527366,0.427234,0.587173,0.504854,0.456376,0.602473,0.626495,0.562075,0.145234,0.332237,0.368215,0.369437,0.489334,0.534727,0.309562,0.427665,0.474409,0.361668,0.145234,0.304472,0.417673,0.348886,0.427306,0.440978,0.351452,0.450813,0.474961,0.435714,10
0.503147,0.707843,0.648126,0.674323,0.689008,0.652921,0.596076,0.669147,0.676707,0.533168,0.503147,0.637801,0.748005,0.603404,0.765131,0.708738,0.609899,0.764134,0.768169,0.702903,0.503147,0.572368,0.37493,0.679893,0.630899,0.715442,0.644516,0.579949,0.685696,0.517951,0.503147,0.625,0.779363,0.680362,0.8,0.849916,0.696947,0.828815,0.828638,0.741071,10
0.166367,0.518301,0.528416,0.515312,0.585791,0.615808,0.424697,0.541272,0.61245,0.472412,0.166367,0.454296,0.570696,0.438298,0.612466,0.547573,0.494966,0.661661,0.692732,0.639901,0.166367,0.360197,0.332401,0.428418,0.516484,0.604181,0.366829,0.442893,0.517717,0.361668,0.166367,0.354931,0.517014,0.387883,0.504797,0.493255,0.415488,0.546863,0.531299,0.529762,10
0.839478,0.919608,0.608222,0.918728,0.764075,0.783505,0.90075,0.775372,0.801205,0.714817,0.839478,0.842612,0.603763,0.765106,0.639566,0.401942,0.78104,0.666961,0.593376,0.475602,0.839478,0.894189,0.636821,0.919571,0.850679,0.847606,0.894111,0.839467,0.860236,0.643611,0.839478,0.939794,0.861142,1,0.917343,0.822091,1,0.956623,0.852113,0.670833,10
0.147032,0.476471,0.535067,0.488221,0.579759,0.623368,0.394691,0.537212,0.600402,0.512709,0.147032,0.37732,0.50171,0.379574,0.545619,0.52233,0.385067,0.551237,0.590616,0.544781,0.147032,0.314145,0.358142,0.373727,0.489334,0.568442,0.30524,0.420685,0.479659,0.352165,0.147032,0.307913,0.510977,0.35376,0.501845,0.524452,0.369322,0.535244,0.546948,0.529167,10
0.16277,0.418954,0.49214,0.42874,0.506032,0.571134,0.373341,0.465494,0.526774,0.520769,0.16277,0.342955,0.525656,0.348085,0.516712,0.532039,0.365772,0.516784,0.562098,0.53181,0.16277,0.321272,0.405148,0.393566,0.500323,0.600135,0.319287,0.435914,0.526247,0.435586,0.16277,0.330849,0.543359,0.366295,0.521771,0.558179,0.381981,0.542215,0.554773,0.551786,10
0.122302,0.453595,0.543531,0.481154,0.573727,0.598625,0.414887,0.542625,0.589023,0.522629,0.122302,0.41512,0.478335,0.433191,0.554652,0.432039,0.473154,0.597173,0.608096,0.531192,0.122302,0.291118,0.337437,0.351206,0.452489,0.529332,0.277688,0.397843,0.464567,0.360084,0.122302,0.291284,0.4764,0.335655,0.465683,0.503373,0.32688,0.477924,0.500782,0.479762,10
0.14973,0.411111,0.464329,0.42285,0.516756,0.556701,0.357761,0.472936,0.522758,0.467452,0.14973,0.368385,0.476055,0.382979,0.509485,0.467961,0.420302,0.535336,0.568537,0.525633,0.14973,0.319627,0.382205,0.378552,0.480284,0.575185,0.313884,0.428934,0.501969,0.403379,0.14973,0.288991,0.450055,0.332173,0.464207,0.482293,0.330603,0.468629,0.501565,0.451786,10
0.397482,0.678431,0.52237,0.63192,0.604558,0.635739,0.543566,0.566982,0.633199,0.491011,0.397482,0.59244,0.594071,0.559149,0.630533,0.568932,0.556208,0.60424,0.643054,0.575664,0.397482,0.555373,0.476777,0.57748,0.613445,0.662846,0.517558,0.587563,0.639108,0.493136,0.397482,0.537271,0.589462,0.572423,0.639114,0.642496,0.597171,0.672347,0.688576,0.604762,10
0.125899,0.501961,0.565901,0.535336,0.630697,0.630241,0.425274,0.558863,0.595716,0.515809,0.125899,0.417182,0.549601,0.419574,0.570912,0.48835,0.512584,0.639576,0.674333,0.633725,0.125899,0.325658,0.386682,0.391957,0.533937,0.600809,0.327931,0.469543,0.530184,0.404435,0.125899,0.307913,0.484083,0.368384,0.481181,0.484823,0.39315,0.521301,0.540689,0.50119,10
0.127698,0.454248,0.532648,0.479976,0.567024,0.589691,0.402193,0.527064,0.58166,0.520769,0.127698,0.428866,0.515964,0.450213,0.579946,0.447573,0.489933,0.629859,0.625575,0.567017,0.127698,0.311952,0.355344,0.373727,0.489334,0.572488,0.299298,0.425761,0.488189,0.369588,0.127698,0.296445,0.462678,0.330084,0.459041,0.471332,0.326136,0.476375,0.489828,0.467857,10
0.128147,0.433333,0.450423,0.471143,0.542895,0.613058,0.388921,0.480379,0.567604,0.450713,0.128147,0.358763,0.513683,0.395745,0.569106,0.556311,0.428691,0.565371,0.629255,0.573811,0.128147,0.291667,0.344152,0.35067,0.470588,0.572488,0.285791,0.405457,0.477034,0.356389,0.128147,0.293578,0.389682,0.330084,0.419188,0.405565,0.329114,0.436871,0.456182,0.41131,10
0.151978,0.450327,0.509069,0.465253,0.552279,0.626117,0.395268,0.510825,0.567604,0.49845,0.151978,0.375945,0.513683,0.394043,0.569106,0.519417,0.423658,0.594523,0.637534,0.57134,0.151978,0.309759,0.37549,0.379088,0.485456,0.561025,0.306861,0.417513,0.475066,0.386484,0.151978,0.326835,0.453348,0.383008,0.480443,0.488196,0.392405,0.523625,0.530516,0.4875,10
0.107014,0.358824,0.445586,0.381037,0.476542,0.533333,0.299481,0.43843,0.507363,0.468692,0.107014,0.296907,0.491448,0.344681,0.531165,0.528155,0.344799,0.529152,0.570377,0.532427,0.107014,0.265899,0.395076,0.372654,0.513898,0.577883,0.281469,0.411168,0.49147,0.414467,0.107014,0.260894,0.433041,0.311978,0.456089,0.489039,0.306031,0.474051,0.49374,0.457143,10
0.129496,0.465359,0.558041,0.511779,0.640751,0.672852,0.413156,0.594046,0.649264,0.597024,0.129496,0.37732,0.550171,0.444255,0.628726,0.58835,0.465604,0.64311,0.683533,0.615812,0.129496,0.296053,0.372692,0.406434,0.530058,0.628456,0.316045,0.430203,0.532808,0.410771,0.129496,0.327982,0.491767,0.391365,0.516605,0.510961,0.408042,0.563904,0.565728,0.520238,10
0.468076,0.648366,0.55925,0.622497,0.580429,0.565636,0.603001,0.571042,0.611111,0.624303,0.468076,0.595189,0.657925,0.525106,0.620596,0.53301,0.583893,0.64311,0.648574,0.648548,0.468076,0.555373,0.401791,0.581769,0.557207,0.645314,0.518098,0.502538,0.573491,0.385956,0.468076,0.534977,0.664105,0.51532,0.615498,0.608769,0.50484,0.622773,0.625196,0.56131,10
0.367806,0.684314,0.579202,0.647821,0.658847,0.652921,0.542989,0.630582,0.640562,0.49411,0.367806,0.588316,0.54447,0.557447,0.601626,0.495146,0.546141,0.602473,0.616375,0.54231,0.367806,0.504934,0.438724,0.539946,0.581125,0.639245,0.484063,0.544416,0.608924,0.477825,0.367806,0.530963,0.630077,0.584958,0.664945,0.651771,0.607595,0.697909,0.691706,0.609524,10
0.209982,0.486928,0.501209,0.512956,0.593164,0.606873,0.444316,0.546685,0.593708,0.50217,0.209982,0.414433,0.519384,0.425532,0.550136,0.534951,0.483221,0.599823,0.640294,0.600988,0.209982,0.371711,0.383324,0.447721,0.534583,0.603506,0.401405,0.485406,0.550525,0.444034,0.209982,0.372706,0.527991,0.413649,0.515129,0.511804,0.444527,0.556158,0.575117,0.552976,10
0.320594,0.554248,0.635429,0.564782,0.641421,0.692784,0.515291,0.612314,0.655957,0.600124,0.320594,0.509966,0.649373,0.55234,0.69738,0.702913,0.583054,0.704064,0.73781,0.64546,0.320594,0.498904,0.510912,0.571046,0.658048,0.732974,0.526742,0.626904,0.698819,0.56547,0.320594,0.491399,0.532382,0.552228,0.58155,0.575885,0.553239,0.6189,0.615806,0.521429,10
0.165468,0.561438,0.602177,0.56596,0.64008,0.644674,0.476053,0.619756,0.667336,0.617483,0.165468,0.452234,0.614025,0.458723,0.6486,0.547573,0.526846,0.696113,0.705612,0.65349,0.165468,0.341009,0.38892,0.418767,0.546865,0.641268,0.355484,0.457487,0.524934,0.396515,0.165468,0.356651,0.508233,0.400418,0.529889,0.506745,0.433358,0.584043,0.588419,0.5375,10
0.167266,0.536601,0.569528,0.544759,0.598525,0.644674,0.43393,0.562246,0.621151,0.566646,0.167266,0.435052,0.608324,0.395745,0.598013,0.516505,0.468121,0.655477,0.678933,0.660902,0.167266,0.339912,0.339675,0.405362,0.484163,0.604855,0.318206,0.411168,0.511155,0.345829,0.167266,0.361812,0.472009,0.392758,0.487085,0.446037,0.425168,0.541441,0.551643,0.5,10
0.225719,0.480392,0.519952,0.506478,0.565013,0.629553,0.425851,0.514885,0.591031,0.488531,0.225719,0.389691,0.45325,0.412766,0.506775,0.447573,0.425336,0.514134,0.556578,0.49475,0.225719,0.348136,0.353106,0.424129,0.504202,0.588672,0.356024,0.442893,0.526247,0.412355,0.225719,0.354358,0.448957,0.39415,0.465683,0.476391,0.40134,0.486445,0.507042,0.468452,10
0.19964,0.524183,0.572551,0.524735,0.623324,0.662543,0.422966,0.560217,0.621821,0.518909,0.19964,0.468729,0.596351,0.485957,0.64589,0.572816,0.511745,0.65636,0.667893,0.600371,0.19964,0.391996,0.414102,0.448794,0.566904,0.613621,0.386818,0.497462,0.542651,0.394931,0.19964,0.34805,0.446762,0.4039,0.470111,0.479764,0.418466,0.509682,0.528951,0.47619,10
0.290917,0.546405,0.470375,0.550648,0.581769,0.641237,0.476053,0.518945,0.621821,0.482331,0.290917,0.480412,0.659635,0.417872,0.633243,0.576699,0.450503,0.639576,0.672493,0.643607,0.290917,0.434759,0.436486,0.44504,0.564318,0.639919,0.390059,0.506345,0.538714,0.410243,0.290917,0.442661,0.582327,0.431058,0.548339,0.50253,0.443783,0.583269,0.574335,0.539286,10
0.194694,0.506536,0.524184,0.518257,0.628686,0.683849,0.45528,0.552774,0.625837,0.49721,0.194694,0.466667,0.59293,0.448511,0.62692,0.559223,0.50755,0.672261,0.688132,0.630019,0.194694,0.385417,0.434807,0.458981,0.598578,0.67768,0.377093,0.486041,0.564961,0.421859,0.194694,0.369839,0.536773,0.377437,0.525461,0.507589,0.39315,0.557707,0.577465,0.56131,10
0.184353,0.467974,0.590689,0.46702,0.602547,0.621993,0.398731,0.556157,0.570281,0.536888,0.184353,0.387629,0.588369,0.37617,0.590786,0.591262,0.395973,0.591873,0.607176,0.609636,0.184353,0.331689,0.371013,0.414477,0.52618,0.587323,0.362507,0.454949,0.50853,0.411299,0.184353,0.354358,0.574094,0.399025,0.583026,0.606239,0.407297,0.605732,0.613459,0.568452,10
0.208183,0.493464,0.535067,0.507067,0.589142,0.582131,0.44951,0.569689,0.589023,0.546807,0.208183,0.442612,0.563854,0.445106,0.608853,0.562136,0.474832,0.609541,0.628335,0.576899,0.208183,0.391996,0.441522,0.447721,0.566257,0.641942,0.377093,0.511421,0.562992,0.449314,0.208183,0.365826,0.527991,0.438022,0.573432,0.614671,0.437826,0.588691,0.616588,0.531548,10
0.401529,0.622222,0.594317,0.655477,0.660858,0.672852,0.586267,0.619756,0.663989,0.598264,0.401529,0.610997,0.627708,0.627234,0.726287,0.61165,0.645134,0.762367,0.74609,0.621989,0.401529,0.525219,0.477896,0.574799,0.653523,0.700607,0.511075,0.590102,0.650262,0.479409,0.401529,0.524083,0.626784,0.561281,0.637638,0.673693,0.535369,0.624322,0.617371,0.55,10
0.17536,0.530065,0.610641,0.550648,0.619303,0.643986,0.468552,0.564953,0.617805,0.579665,0.17536,0.479038,0.611745,0.453617,0.602529,0.52233,0.522651,0.668728,0.665133,0.650401,0.17536,0.387061,0.409065,0.44933,0.56044,0.63857,0.358185,0.472716,0.557743,0.424498,0.17536,0.390482,0.530187,0.428969,0.531365,0.487352,0.434847,0.57165,0.557903,0.51131,10
0.156924,0.498039,0.54474,0.517668,0.58378,0.629553,0.415465,0.510825,0.616466,0.580285,0.156924,0.411684,0.553592,0.399149,0.560976,0.505825,0.434564,0.59894,0.644894,0.619518,0.156924,0.330044,0.365976,0.391957,0.488041,0.560351,0.319827,0.420051,0.495407,0.375924,0.156924,0.338303,0.531833,0.383008,0.519557,0.507589,0.416232,0.564679,0.571987,0.548214,10
0.166817,0.509804,0.568924,0.520612,0.624665,0.665979,0.443739,0.610284,0.65261,0.579665,0.166817,0.430241,0.584949,0.448511,0.62692,0.574757,0.504195,0.676678,0.697332,0.644842,0.166817,0.368421,0.371013,0.425201,0.523594,0.592043,0.353323,0.450508,0.516404,0.385956,0.166817,0.372133,0.538968,0.414345,0.546125,0.51855,0.437081,0.584818,0.576682,0.544643,10
0.24955,0.594118,0.549577,0.567138,0.627346,0.64055,0.472014,0.598782,0.651941,0.570986,0.24955,0.504467,0.59122,0.47234,0.587173,0.503883,0.520134,0.64311,0.653174,0.625695,0.24955,0.462719,0.395076,0.504021,0.552683,0.611598,0.428417,0.496193,0.554462,0.404435,0.24955,0.404243,0.543359,0.43454,0.516605,0.490725,0.472822,0.553834,0.557121,0.531548,10
0.160072,0.510458,0.571947,0.54947,0.633378,0.650859,0.454703,0.59134,0.635207,0.587105,0.160072,0.452921,0.593501,0.445106,0.62421,0.525243,0.504195,0.681095,0.679853,0.637431,0.160072,0.378289,0.397314,0.443432,0.545572,0.621713,0.34684,0.463832,0.553806,0.379092,0.160072,0.37844,0.579583,0.402507,0.532103,0.525295,0.453462,0.59024,0.600939,0.617857,10
0.156025,0.460784,0.472793,0.46702,0.547587,0.602749,0.389498,0.50203,0.573628,0.466832,0.156025,0.370447,0.505131,0.36,0.541102,0.5,0.374161,0.550353,0.581417,0.53181,0.156025,0.317982,0.368215,0.368365,0.497738,0.560351,0.310643,0.435279,0.480971,0.358501,0.156025,0.299312,0.511526,0.334958,0.478229,0.516863,0.340283,0.506584,0.520344,0.513095,10
0.209982,0.479739,0.566505,0.506478,0.613941,0.608935,0.420081,0.537212,0.58166,0.50279,0.209982,0.380756,0.461802,0.405957,0.513098,0.437864,0.420302,0.528269,0.564857,0.48672,0.209982,0.317982,0.341354,0.405898,0.500323,0.589346,0.344679,0.426396,0.528215,0.430834,0.209982,0.345183,0.412184,0.383008,0.424354,0.427487,0.387937,0.445391,0.471049,0.4375,10
0.182104,0.460131,0.495768,0.48351,0.538874,0.604124,0.417196,0.491204,0.558233,0.536268,0.182104,0.427491,0.523375,0.457021,0.583559,0.499029,0.479866,0.609541,0.623735,0.56084,0.182104,0.364035,0.400112,0.431635,0.548804,0.641942,0.334954,0.451142,0.530184,0.383316,0.182104,0.364106,0.462678,0.399025,0.470111,0.464587,0.397617,0.501162,0.507825,0.477976,10
0.451888,0.688235,0.501814,0.650177,0.574397,0.58488,0.587998,0.522327,0.576975,0.480471,0.451888,0.610309,0.542189,0.591489,0.576332,0.484466,0.584732,0.564488,0.564857,0.504015,0.451888,0.574013,0.442082,0.587131,0.577246,0.637222,0.530524,0.562817,0.610892,0.456177,0.451888,0.551606,0.548299,0.575209,0.593358,0.564081,0.58898,0.631294,0.630673,0.53631,10
0.110162,0.401307,0.500605,0.424028,0.536193,0.567698,0.332949,0.49594,0.54083,0.50217,0.110162,0.319588,0.492588,0.358298,0.527552,0.504854,0.353188,0.533569,0.564857,0.541692,0.110162,0.270285,0.395635,0.379625,0.528119,0.587323,0.292274,0.415609,0.496063,0.410243,0.110162,0.283257,0.467618,0.326602,0.463469,0.468803,0.334326,0.502711,0.502347,0.480357,10
0.19964,0.502614,0.535067,0.503534,0.589812,0.637801,0.432776,0.533829,0.596386,0.536888,0.19964,0.403436,0.574116,0.397447,0.578139,0.554369,0.427852,0.60424,0.626495,0.591723,0.19964,0.368421,0.365417,0.440751,0.526826,0.608901,0.379254,0.465102,0.538058,0.419219,0.19964,0.372133,0.54281,0.38649,0.511439,0.490725,0.424423,0.563904,0.546166,0.547024,10
0.144335,0.484314,0.582225,0.487633,0.623324,0.654296,0.394691,0.550068,0.60241,0.534408,0.144335,0.4,0.551881,0.427234,0.626016,0.578641,0.455537,0.632509,0.669733,0.602841,0.144335,0.308662,0.355904,0.360322,0.47576,0.53203,0.306861,0.426396,0.475722,0.374868,0.144335,0.294151,0.411636,0.334958,0.446494,0.429174,0.338794,0.458559,0.471049,0.415476,10
0.164119,0.514379,0.556227,0.51119,0.591823,0.613058,0.436815,0.580514,0.625837,0.509609,0.164119,0.450859,0.585519,0.438298,0.630533,0.571845,0.480705,0.668728,0.696412,0.638048,0.164119,0.359649,0.357023,0.424665,0.531351,0.599461,0.352242,0.449239,0.514436,0.37434,0.164119,0.361812,0.548847,0.383008,0.527675,0.499157,0.413254,0.57165,0.556338,0.56131,10
0.217176,0.566013,0.570133,0.55477,0.644772,0.650859,0.488171,0.587957,0.617135,0.528208,0.217176,0.472165,0.686431,0.452766,0.677507,0.618447,0.516779,0.713781,0.704692,0.69055,0.217176,0.41557,0.432569,0.470777,0.573368,0.658125,0.401405,0.498096,0.57021,0.419219,0.217176,0.425459,0.568057,0.448468,0.573432,0.526981,0.482502,0.63904,0.631455,0.579167,10
0.160522,0.494118,0.545949,0.488221,0.58311,0.619931,0.405078,0.556157,0.589023,0.515809,0.160522,0.427491,0.580958,0.411064,0.611563,0.537864,0.469799,0.658127,0.673413,0.629401,0.160522,0.36568,0.368774,0.42681,0.530705,0.602832,0.357645,0.456218,0.510499,0.374868,0.160522,0.359518,0.558178,0.387187,0.549815,0.532884,0.419211,0.589466,0.595462,0.580952,10
0.133993,0.469935,0.591898,0.485866,0.620643,0.654983,0.365263,0.55548,0.620482,0.570986,0.133993,0.404124,0.600912,0.402553,0.612466,0.592233,0.427852,0.643993,0.644894,0.630636,0.133993,0.297697,0.360381,0.356568,0.467356,0.548887,0.28363,0.393401,0.459974,0.354805,0.133993,0.288991,0.464874,0.341922,0.464945,0.480607,0.355175,0.49574,0.516432,0.485714,10
0.42446,0.612418,0.605804,0.622497,0.636729,0.624742,0.568956,0.617727,0.631191,0.577185,0.42446,0.570447,0.663056,0.474894,0.635953,0.546602,0.547819,0.699647,0.724011,0.678196,0.42446,0.502741,0.438165,0.548525,0.624434,0.693189,0.511075,0.557741,0.604331,0.435058,0.42446,0.506881,0.714599,0.493036,0.642804,0.678752,0.50484,0.663826,0.659624,0.664881,10
0.13804,0.470588,0.584643,0.471143,0.572386,0.596564,0.409117,0.545332,0.582999,0.560446,0.13804,0.418557,0.527366,0.415319,0.580849,0.478641,0.447148,0.618375,0.621895,0.567017,0.13804,0.292215,0.355344,0.352815,0.463478,0.521915,0.279308,0.40736,0.467848,0.373284,0.13804,0.306766,0.497805,0.344011,0.461993,0.500843,0.344006,0.480248,0.492958,0.495833,10
0.215827,0.486275,0.530834,0.492933,0.575067,0.605498,0.425851,0.556834,0.60241,0.552387,0.215827,0.40756,0.503991,0.42383,0.529359,0.474757,0.430369,0.543286,0.568537,0.496603,0.215827,0.385417,0.408506,0.428418,0.517776,0.59002,0.350621,0.461294,0.52231,0.408131,0.215827,0.356651,0.496707,0.392061,0.519557,0.555649,0.390916,0.537568,0.558685,0.519643,10
0.105665,0.458824,0.549577,0.471731,0.573727,0.596564,0.36584,0.516238,0.562918,0.517669,0.105665,0.380756,0.5439,0.381277,0.563686,0.500971,0.434564,0.60689,0.631095,0.602224,0.105665,0.313596,0.360381,0.390349,0.502262,0.590695,0.312264,0.430203,0.51378,0.375396,0.105665,0.295872,0.440724,0.360028,0.454613,0.463744,0.381236,0.500387,0.524257,0.482738,10
0.105216,0.399346,0.435308,0.468787,0.534182,0.594502,0.375649,0.449256,0.560241,0.445753,0.105216,0.31134,0.45496,0.372766,0.531165,0.53301,0.404362,0.532686,0.630175,0.547869,0.105216,0.256031,0.327364,0.331903,0.460246,0.564396,0.271745,0.38769,0.462598,0.355333,0.105216,0.28211,0.396268,0.348886,0.450923,0.46796,0.344006,0.465531,0.503912,0.433929,10
0.142536,0.409804,0.470375,0.436396,0.531501,0.552577,0.367571,0.485792,0.526774,0.456913,0.142536,0.338832,0.472064,0.365106,0.515808,0.502913,0.383389,0.521201,0.561178,0.51575,0.142536,0.299342,0.371572,0.364075,0.47382,0.54147,0.30524,0.421954,0.487533,0.422914,0.142536,0.308486,0.475851,0.358635,0.483395,0.499157,0.352941,0.499613,0.520344,0.468452,10
0.098022,0.384967,0.460097,0.428151,0.518767,0.583505,0.34045,0.479026,0.55087,0.518909,0.098022,0.303093,0.478905,0.351489,0.509485,0.515534,0.35151,0.498233,0.553818,0.52378,0.098022,0.252193,0.335758,0.358713,0.464771,0.563722,0.263641,0.366117,0.478346,0.377508,0.098022,0.271789,0.433589,0.326602,0.442066,0.471332,0.324646,0.474826,0.486698,0.463095,10
0.425809,0.671895,0.508464,0.658422,0.626005,0.675601,0.590306,0.606901,0.649264,0.552387,0.425809,0.590378,0.607754,0.584681,0.655827,0.582524,0.592282,0.650177,0.684453,0.578135,0.425809,0.554276,0.496363,0.598928,0.658048,0.710047,0.539708,0.607234,0.654199,0.485216,0.425809,0.568234,0.614709,0.60585,0.659779,0.651771,0.588235,0.681642,0.665102,0.567262,10
0.109263,0.466667,0.564692,0.492933,0.589142,0.641924,0.371033,0.527064,0.609772,0.545567,0.109263,0.373196,0.529076,0.382979,0.531165,0.5,0.408557,0.570671,0.586017,0.573193,0.109263,0.256031,0.331281,0.314745,0.425339,0.509103,0.242031,0.349619,0.427165,0.347413,0.109263,0.276376,0.457739,0.326602,0.471587,0.478078,0.329859,0.503486,0.525039,0.483333,10
0.115108,0.446405,0.498186,0.462309,0.575067,0.638488,0.384305,0.510825,0.582329,0.456913,0.115108,0.380756,0.526796,0.396596,0.599819,0.55534,0.416946,0.625442,0.652254,0.596665,0.115108,0.283991,0.383324,0.346381,0.488041,0.574511,0.263101,0.393401,0.465879,0.336325,0.115108,0.273509,0.420966,0.317549,0.433948,0.441821,0.311988,0.459334,0.486698,0.445238,10
0.445144,0.654902,0.504837,0.634276,0.576408,0.617869,0.59723,0.556834,0.63253,0.559826,0.445144,0.618557,0.607184,0.597447,0.638663,0.595146,0.604027,0.649293,0.679853,0.639284,0.445144,0.601425,0.504197,0.614477,0.649644,0.731625,0.54349,0.606599,0.668635,0.473073,0.445144,0.545872,0.597146,0.552228,0.605904,0.577572,0.557707,0.625097,0.625978,0.527976,10
0.553058,0.726797,0.645707,0.663133,0.655496,0.637801,0.561454,0.61502,0.635207,0.570366,0.553058,0.681787,0.715507,0.601702,0.71093,0.636893,0.524329,0.641343,0.667893,0.619518,0.553058,0.571272,0.43033,0.576408,0.529412,0.540121,0.556456,0.507614,0.518373,0.393347,0.553058,0.62156,0.824918,0.630919,0.77417,0.887858,0.664929,0.795507,0.852113,0.838095,10
0.133543,0.475817,0.530834,0.528269,0.607239,0.66323,0.443739,0.542625,0.623829,0.544947,0.133543,0.42268,0.583238,0.4,0.593496,0.502913,0.481544,0.64576,0.657774,0.635578,0.133543,0.328947,0.40347,0.381769,0.513251,0.559002,0.306861,0.437183,0.501312,0.408131,0.133543,0.34461,0.527991,0.377437,0.513653,0.511804,0.379002,0.552285,0.553208,0.534524,10
0.183453,0.544444,0.56711,0.555359,0.660188,0.664605,0.480669,0.599459,0.61245,0.523249,0.183453,0.472852,0.558153,0.470638,0.6486,0.53301,0.505872,0.681095,0.678013,0.600988,0.183453,0.387061,0.385562,0.444504,0.555268,0.648685,0.351162,0.468909,0.55643,0.380148,0.183453,0.384748,0.53348,0.405292,0.522509,0.480607,0.428891,0.563129,0.557903,0.527976,10
0.316996,0.575817,0.622128,0.623675,0.680965,0.6811,0.555684,0.647497,0.691432,0.629262,0.316996,0.520962,0.585519,0.553191,0.638663,0.573786,0.574664,0.668728,0.670653,0.58987,0.316996,0.462719,0.437605,0.508847,0.61086,0.669589,0.453809,0.555838,0.603018,0.42925,0.316996,0.47133,0.591109,0.520195,0.60369,0.623946,0.507074,0.615027,0.609546,0.5375,10
0.227968,0.54902,0.553809,0.564782,0.669571,0.72921,0.473168,0.562246,0.639224,0.481091,0.227968,0.441924,0.506842,0.468936,0.593496,0.471845,0.520973,0.625442,0.642134,0.529339,0.227968,0.367873,0.294348,0.431635,0.468003,0.545516,0.378714,0.425761,0.479659,0.326294,0.227968,0.372133,0.406696,0.398329,0.450185,0.395447,0.409531,0.487219,0.489828,0.410714,10
0.189299,0.469935,0.527207,0.486455,0.546917,0.621306,0.420081,0.504736,0.574297,0.561066,0.189299,0.410997,0.537628,0.437447,0.589883,0.546602,0.45302,0.612191,0.641214,0.574429,0.189299,0.349781,0.405148,0.403753,0.528119,0.614295,0.331172,0.458756,0.522966,0.393875,0.189299,0.352064,0.453348,0.395543,0.470111,0.485666,0.39315,0.503486,0.513302,0.482143,10
0.209532,0.464706,0.535671,0.469376,0.548928,0.554639,0.375649,0.483762,0.553548,0.50713,0.209532,0.41512,0.582668,0.4,0.571816,0.535922,0.396812,0.562721,0.573137,0.557134,0.209532,0.375,0.377728,0.425201,0.508727,0.59002,0.352242,0.435914,0.512467,0.360084,0.209532,0.363532,0.521954,0.410864,0.521771,0.533727,0.39315,0.516654,0.528951,0.477381,10
