@relation page-blocks-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Height numeric
@attribute Lenght numeric
@attribute Area numeric
@attribute Eccen numeric
@attribute P_black numeric
@attribute P_and numeric
@attribute Mean_tr numeric
@attribute Blackpix numeric
@attribute Blackand numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
0.011208,0.117754,0.004535,0.012278,0.229958,0.614072,0.000176,0.005361,0.008975,0.029274,1
0.007472,0.110507,0.002966,0.016481,0.35865,0.862473,0.000176,0.005119,0.008043,0.028029,1
0.008717,0.023551,0.000729,0.003246,0.359705,0.685501,0.000266,0.001302,0.001561,0.005606,1
0.004981,0.01087,0.000194,0.002594,0.547468,1,0.000303,0.000575,0.000607,0.00218,1
0.012453,0.472826,0.019967,0.044341,0.218354,0.773987,0.00019,0.022595,0.049083,0.1199,1
0.008717,0.025362,0.000785,0.003479,0.42827,0.901919,0.000303,0.001636,0.002211,0.00654,1
0.011208,0.043478,0.001688,0.004643,0.303797,0.803838,0.00018,0.002544,0.004271,0.013703,1
0.008717,0.01087,0.00034,0.001616,0.453586,0.942431,0.000343,0.000787,0.000997,0.002803,1
0.008717,0.019928,0.000618,0.00278,0.351266,0.889126,0.000137,0.00109,0.001713,0.00654,1
0.008717,0.021739,0.000674,0.003013,0.441983,1,0.000164,0.001454,0.002103,0.008097,1
0.011208,0.052536,0.002035,0.005574,0.32173,0.861407,0.00023,0.003211,0.005507,0.01526,1
0.011208,0.016304,0.000646,0.001849,0.303797,0.925373,0.00018,0.001,0.001864,0.005294,1
0.008717,0.03442,0.001063,0.004643,0.360759,0.940299,0.000252,0.001878,0.003122,0.008409,1
0.008717,0.027174,0.00084,0.003711,0.349156,0.724947,0.000268,0.001454,0.001908,0.006229,1
0.006227,0.030797,0.000701,0.005574,0.46308,0.872068,0.00021,0.001575,0.001908,0.007786,1
0.006227,0.005435,0.000118,0.001229,0.560127,1,0.000741,0.000394,0.000369,0.000623,1
0.008717,0.043478,0.00134,0.005806,0.372363,0.856077,0.00017,0.002423,0.003599,0.013391,1
0.008717,0.041667,0.001285,0.005574,0.280591,0.667377,0.000333,0.001817,0.00271,0.006851,1
0.008717,0.032609,0.001007,0.00441,0.361814,0.684435,0.00019,0.001787,0.002168,0.009343,1
0.008717,0.012681,0.000396,0.001849,0.407173,0.80064,0.000741,0.000818,0.000976,0.001557,1
0.011208,0.472826,0.018148,0.048777,0.248945,0.724947,0.000159,0.022807,0.042015,0.1308,1
0.008717,0.068841,0.002118,0.009065,0.39135,0.952026,0.000168,0.003968,0.006309,0.022111,1
0.011208,0.039855,0.001549,0.00427,0.24789,0.591684,0.000242,0.001969,0.002927,0.009031,1
0.007472,0.047101,0.001264,0.00717,0.369198,0.729211,0.000164,0.002272,0.002905,0.012769,1
0.004981,0.047101,0.000889,0.010043,0.585443,0.992537,0.00027,0.002453,0.002753,0.010589,1
0.007472,0.03442,0.000924,0.005307,0.405063,0.71855,0.000273,0.001817,0.002081,0.007786,1
0.008717,0.039855,0.001229,0.005341,0.329114,0.964819,0.000208,0.001999,0.003707,0.009966,1
0.008717,0.03442,0.001063,0.004643,0.39346,1,0.000256,0.002029,0.003317,0.009031,1
0.008717,0.061594,0.001896,0.008134,0.32173,0.915778,0.000129,0.002999,0.005442,0.018686,1
0.011208,0.052536,0.002035,0.005574,0.296414,0.925373,0.000159,0.002999,0.005897,0.017129,1
0.011208,0.032609,0.001271,0.003525,0.28903,0.752665,0.000119,0.001848,0.003013,0.011834,1
0.011208,0.081522,0.003146,0.008553,0.279536,0.662047,0.000172,0.004392,0.006656,0.024291,1
0.011208,0.048913,0.001896,0.005201,0.299578,0.840085,0.000137,0.002817,0.005008,0.017129,1
0.008717,0.072464,0.002229,0.009531,0.343882,0.941365,0.000123,0.003725,0.006569,0.023669,1
0.008717,0.023551,0.000729,0.003246,0.397679,1,0.000283,0.001424,0.002276,0.005917,1
0.011208,0.057971,0.002243,0.006132,0.309072,0.764392,0.000182,0.003423,0.00542,0.018374,1
0.008717,0.070652,0.002174,0.009298,0.337553,0.913646,0.000151,0.003574,0.006222,0.020866,1
0.011208,0.07971,0.003077,0.008367,0.257384,0.528785,0.000252,0.003998,0.00529,0.018063,1
0.006227,0.030797,0.000701,0.005574,0.413502,0.990405,0.000143,0.001424,0.002168,0.008409,1
0.006227,0.023551,0.000535,0.004332,0.510549,1,0.000212,0.001333,0.001669,0.00654,1
0.004981,0.005435,0.00009,0.001477,0.683544,1,0.000268,0.000394,0.000282,0.001557,1
0.009963,0.023551,0.000826,0.002885,0.296414,0.890192,0.000297,0.001242,0.002298,0.004983,1
0.008717,0.106884,0.003285,0.013954,0.298523,0.909382,0.000172,0.004846,0.009366,0.026783,1
0.008717,0.007246,0.000229,0.001151,0.367089,1,0.000337,0.000454,0.000715,0.001557,1
0.011208,0.072464,0.002799,0.007622,0.238397,0.607676,0.000188,0.003423,0.005463,0.018063,1
0.008717,0.023551,0.000729,0.003246,0.482068,0.752665,0.000404,0.001696,0.001713,0.005606,1
0.008717,0.039855,0.001229,0.005341,0.420886,0.820896,0.000218,0.002484,0.003165,0.012146,1
0.008717,0.014493,0.000451,0.002082,0.325949,0.896588,0.000127,0.000757,0.001257,0.004671,1
0.008717,0.019928,0.000618,0.00278,0.351266,0.944563,0.000097,0.00109,0.001821,0.007474,1
0.008717,0.03442,0.001063,0.004643,0.328059,0.926439,0.000188,0.001726,0.003079,0.009031,1
0.008717,0.027174,0.00084,0.003711,0.32384,0.766525,0.000202,0.001363,0.002016,0.006851,1
0.008717,0.019928,0.000618,0.00278,0.362869,0.966951,0.000131,0.001121,0.001864,0.006851,1
0.008717,0.023551,0.000729,0.003246,0.350211,0.78145,0.000145,0.001272,0.001778,0.007474,1
0.008717,0.057971,0.001785,0.007669,0.309072,0.878465,0.000115,0.002726,0.004921,0.017751,1
0.011208,0.081522,0.003146,0.008553,0.261603,0.577825,0.00022,0.00415,0.005875,0.020243,1
0.006227,0.005435,0.000118,0.001229,0.648734,1,0.000606,0.000454,0.000369,0.000934,1
0.008717,0.086957,0.002674,0.011393,0.380802,0.744136,0.000188,0.004876,0.006309,0.025849,1
0.008717,0.059783,0.00184,0.007901,0.32173,0.733475,0.000176,0.002908,0.004271,0.015883,1
0.004981,0.023551,0.000438,0.005201,0.563291,0.939232,0.000258,0.001212,0.001279,0.005294,1
0.012453,0.471014,0.019891,0.044172,0.201477,0.492537,0.000188,0.021111,0.032476,0.112115,1
0.011208,0.472826,0.018148,0.048777,0.234177,0.740938,0.000161,0.021747,0.042861,0.123949,1
0.011208,0.469203,0.018009,0.048405,0.242616,0.719616,0.000157,0.022141,0.041387,0.127998,1
0.011208,0.472826,0.018148,0.048777,0.251055,0.814499,0.000153,0.023019,0.046742,0.134226,1
0.008717,0.018116,0.000563,0.002548,0.448312,0.963753,0.000202,0.001242,0.001691,0.006229,1
0.008717,0.065217,0.002007,0.0086,0.297468,0.819829,0.000176,0.002968,0.005181,0.016194,1
0.008717,0.041667,0.001285,0.005574,0.219409,0.65032,0.000172,0.001484,0.002645,0.008097,1
0.008717,0.032609,0.001007,0.00441,0.389241,0.972281,0.000168,0.001908,0.003057,0.010589,1
0.008717,0.057971,0.001785,0.007669,0.28903,0.837953,0.000202,0.002575,0.004705,0.01308,1
0.011208,0.052536,0.002035,0.005574,0.328059,0.690832,0.000287,0.003271,0.004466,0.013703,1
0.008717,0.01087,0.00034,0.001616,0.453586,0.942431,0.000293,0.000787,0.000997,0.003114,1
0.008717,0.052536,0.001618,0.00697,0.305907,0.889126,0.000202,0.002453,0.004509,0.012457,1
0.011208,0.472826,0.018148,0.048777,0.233122,0.683369,0.000168,0.021656,0.039761,0.121457,1
0.008717,0.094203,0.002896,0.012324,0.311181,0.751599,0.000188,0.004422,0.006894,0.023357,1
0.008717,0.052536,0.001618,0.00697,0.328059,0.840085,0.00026,0.002605,0.004271,0.011523,1
0.009963,0.092391,0.003202,0.010747,0.246835,0.628998,0.00017,0.004028,0.006461,0.022423,1
0.011208,0.050725,0.001965,0.005387,0.251055,0.789979,0.000168,0.002514,0.0049,0.014014,1
0.008717,0.014493,0.000451,0.002082,0.325949,0.778252,0.000236,0.000757,0.001084,0.003426,1
0.008717,0.019928,0.000618,0.00278,0.362869,0.989339,0.000182,0.001121,0.001908,0.005917,1
0.011208,0.038043,0.001479,0.004084,0.271097,0.554371,0.00027,0.002029,0.002623,0.00872,1
0.009963,0.15942,0.005514,0.018402,0.261603,0.529851,0.000238,0.007239,0.009561,0.033946,1
0.011208,0.04529,0.001757,0.004829,0.314346,0.807036,0.000268,0.002726,0.004466,0.011834,1
0.009963,0.030797,0.001076,0.003711,0.290084,0.908316,0.00018,0.001575,0.003057,0.008409,1
0.011208,0.103261,0.00398,0.010788,0.261603,0.829424,0.000236,0.00524,0.010406,0.024603,1
0.008717,0.030797,0.000951,0.004177,0.355485,0.926439,0.00025,0.001666,0.002753,0.007474,1
0.008717,0.108696,0.003341,0.014186,0.305907,0.866738,0.00019,0.005028,0.009105,0.026472,1
0.008717,0.032609,0.001007,0.00441,0.396624,0.958422,0.000153,0.001938,0.003013,0.011211,1
0.008717,0.059783,0.00184,0.007901,0.344937,0.969083,0.00017,0.003089,0.005572,0.017129,1
0.011208,0.047101,0.001827,0.005015,0.332278,0.818763,0.000176,0.002968,0.004705,0.016194,1
0.011208,0.067029,0.002591,0.007063,0.270042,0.607676,0.000228,0.003513,0.005051,0.016817,1
0.008717,0.019928,0.000618,0.00278,0.450422,1,0.00024,0.001363,0.001929,0.006229,1
0.008717,0.03442,0.001063,0.004643,0.380802,0.979744,0.000214,0.001969,0.003252,0.009654,1
0.008717,0.027174,0.00084,0.003711,0.390295,0.991471,0.000174,0.001605,0.002602,0.00872,1
0.008717,0.016304,0.000507,0.002315,0.287975,0.907249,0.000107,0.000757,0.001431,0.004983,1
0.008717,0.038043,0.001174,0.005108,0.364979,0.80597,0.000214,0.00209,0.00297,0.010277,1
0.008717,0.054348,0.001674,0.007203,0.340717,0.703625,0.000206,0.002787,0.003729,0.014014,1
0.011208,0.059783,0.002313,0.006319,0.264768,0.802772,0.00017,0.003089,0.005854,0.017129,1
0.009963,0.056159,0.001952,0.006609,0.293249,0.881663,0.000159,0.002847,0.005398,0.016194,1
0.008717,0.043478,0.00134,0.005806,0.382911,1,0.00018,0.002484,0.004184,0.013391,1
0.008717,0.039855,0.001229,0.005341,0.432489,1,0.00018,0.002544,0.003837,0.013703,1
0.008717,0.019928,0.000618,0.00278,0.385021,0.922175,0.000149,0.001181,0.001778,0.006851,1
0.011208,0.04529,0.001757,0.004829,0.318565,0.753731,0.00022,0.002756,0.004184,0.013391,1
0.008717,0.070652,0.002174,0.009298,0.328059,0.793177,0.000137,0.003483,0.005442,0.021177,1
0.008717,0.125,0.003841,0.016281,0.239451,0.708955,0.000137,0.004695,0.008672,0.028652,1
0.011208,0.472826,0.018148,0.048777,0.241561,0.670576,0.00018,0.022262,0.03911,0.121146,1
0.008717,0.039855,0.001229,0.005341,0.340717,0.872068,0.00022,0.00206,0.00336,0.009966,1
0.008717,0.068841,0.002118,0.009065,0.334388,0.989339,0.000212,0.003453,0.006547,0.017129,1
0.008717,0.014493,0.000451,0.002082,0.399789,1,0.000279,0.000909,0.001409,0.003737,1
0.008717,0.016304,0.000507,0.002315,0.328059,0.907249,0.000448,0.000848,0.001431,0.002491,1
0.011208,0.070652,0.002729,0.007436,0.256329,0.658849,0.000182,0.003544,0.005745,0.018997,1
0.007472,0.023551,0.000632,0.003711,0.472574,1,0.000347,0.001454,0.001973,0.005294,1
0.009963,0.052536,0.001827,0.006194,0.265823,0.691898,0.000174,0.002453,0.004011,0.013391,1
0.007472,0.043478,0.001167,0.006637,0.402954,1,0.000164,0.002272,0.003642,0.012769,1
0.004981,0.04529,0.000854,0.009671,0.496835,0.984009,0.00018,0.002029,0.002623,0.0109,1
0.008717,0.019928,0.000618,0.00278,0.39557,0.899787,0.000234,0.001212,0.001734,0.005606,1
0.011208,0.094203,0.003632,0.009857,0.255274,0.901919,0.000151,0.004695,0.010276,0.027406,1
0.011208,0.177536,0.006827,0.018423,0.223629,0.759062,0.000186,0.007875,0.016455,0.042043,1
0.011208,0.054348,0.002104,0.00576,0.302743,0.69403,0.00023,0.00315,0.004639,0.014949,1
0.011208,0.014493,0.000576,0.001663,0.261603,0.763326,0.000252,0.000787,0.001366,0.003426,1
0.011208,0.096014,0.003702,0.010043,0.267932,0.668443,0.00019,0.004967,0.007913,0.02616,1
0.008717,0.025362,0.000785,0.003479,0.385021,0.920043,0.000236,0.001484,0.002255,0.006851,1
0.008717,0.061594,0.001896,0.008134,0.359705,0.91258,0.000194,0.003301,0.00542,0.017129,1
0.011208,0.059783,0.002313,0.006319,0.239451,0.78678,0.000174,0.002847,0.005745,0.015571,1
0.008717,0.027174,0.00084,0.003711,0.308017,0.891258,0.000184,0.001302,0.002341,0.006851,1
0.007472,0.019928,0.000535,0.003179,0.359705,0.66951,0.000275,0.000969,0.001106,0.004049,1
0.008717,0.041667,0.001285,0.005574,0.407173,0.828358,0.000192,0.002514,0.003339,0.01308,1
0.008717,0.028986,0.000896,0.003944,0.348101,0.850746,0.000299,0.001545,0.002385,0.006229,1
0.008717,0.032609,0.001007,0.00441,0.35443,0.796375,0.000196,0.001757,0.002515,0.009031,1
0.008717,0.041667,0.001285,0.005574,0.285865,0.667377,0.000244,0.001848,0.00271,0.008409,1
0.011208,0.054348,0.002104,0.00576,0.292194,0.948827,0.000218,0.003059,0.006244,0.014949,1
0.008717,0.143116,0.004396,0.018609,0.311181,0.928571,0.000151,0.006694,0.012791,0.03924,1
0.009963,0.025362,0.000889,0.003091,0.202532,0.818763,0.000115,0.000969,0.002276,0.006229,1
0.012453,0.132246,0.005605,0.012514,0.205696,0.67484,0.000196,0.006058,0.012119,0.031454,1
0.011208,0.068841,0.00266,0.00725,0.270042,0.702559,0.000139,0.003604,0.00594,0.0218,1
0.011208,0.130435,0.005021,0.013581,0.233122,0.776119,0.00017,0.005997,0.012357,0.033323,1
0.008717,0.057971,0.001785,0.007669,0.320675,0.685501,0.000202,0.002817,0.003881,0.014326,1
0.004981,0.012681,0.000229,0.002967,0.657173,0.973348,0.000404,0.000787,0.000694,0.002491,1
0.006227,0.005435,0.000118,0.001229,0.560127,0.778252,0.000505,0.000394,0.00026,0.000934,1
0.011208,0.452899,0.017384,0.046729,0.241561,0.688699,0.000155,0.021323,0.038351,0.123637,1
0.011208,0.092391,0.003563,0.009671,0.259494,0.735608,0.00022,0.004664,0.008325,0.022734,1
0.008717,0.043478,0.00134,0.005806,0.272152,0.648188,0.000127,0.001848,0.002753,0.011523,1
0.008717,0.014493,0.000451,0.002082,0.340717,0.985075,0.000218,0.000787,0.001388,0.003737,1
0.008717,0.061594,0.001896,0.008134,0.362869,0.985075,0.000178,0.003332,0.005832,0.018063,1
0.008717,0.028986,0.000896,0.003944,0.387131,0.953092,0.000224,0.001696,0.002667,0.008097,1
0.007472,0.030797,0.000826,0.004775,0.32173,0.856077,0.00023,0.001333,0.002211,0.006229,1
0.007472,0.067029,0.001799,0.010097,0.317511,0.895522,0.00021,0.002817,0.005051,0.014014,1
0.006227,0.005435,0.000118,0.001229,0.516878,1,0.000174,0.000363,0.000369,0.001869,1
0.007472,0.036232,0.000972,0.005574,0.275316,0.644989,0.00022,0.001363,0.001973,0.00654,1
0.011208,0.436594,0.016759,0.045053,0.219409,0.551173,0.000218,0.019051,0.030222,0.094052,1
0.011208,0.112319,0.004327,0.011719,0.259494,0.78145,0.000145,0.005664,0.01071,0.033634,1
0.009963,0.050725,0.001764,0.005987,0.280591,0.885928,0.000147,0.002484,0.0049,0.014637,1
0.008717,0.007246,0.000229,0.001151,0.39346,1,0.000111,0.000485,0.000715,0.003114,1
0.008717,0.043478,0.00134,0.005806,0.298523,0.754797,0.000137,0.001999,0.003187,0.012146,1
0.008717,0.014493,0.000451,0.002082,0.355485,0.688699,0.000268,0.000818,0.000954,0.003426,1
0.009963,0.099638,0.003452,0.011574,0.306962,0.686567,0.000196,0.00521,0.007566,0.027094,1
0.007472,0.023551,0.000632,0.003711,0.246835,1,0.000176,0.000818,0.001973,0.00436,1
0.006227,0.01087,0.000243,0.00216,0.447257,0.974414,0.000246,0.000575,0.000737,0.002491,1
0.006227,0.039855,0.00091,0.007125,0.342827,0.852878,0.000275,0.001545,0.002428,0.00654,1
0.011208,0.471014,0.018078,0.048591,0.228903,0.69403,0.000164,0.021202,0.040173,0.120523,1
0.012453,0.472826,0.019967,0.044341,0.200422,0.592751,0.000184,0.021081,0.03846,0.113049,1
0.012453,0.471014,0.019891,0.044172,0.204641,0.614072,0.000188,0.021384,0.039587,0.113672,1
0.008717,0.01087,0.00034,0.001616,0.397679,1,0.000337,0.000697,0.001062,0.002491,1
0.008717,0.023551,0.000729,0.003246,0.302743,0.876333,0.000147,0.001121,0.001995,0.00654,1
0.011208,0.092391,0.003563,0.009671,0.255274,0.653518,0.000228,0.004604,0.007458,0.022111,1
0.008717,0.028986,0.000896,0.003944,0.410338,0.976546,0.000135,0.001787,0.002732,0.0109,1
0.008717,0.019928,0.000618,0.00278,0.42827,0.856077,0.000222,0.001302,0.001648,0.006229,1
0.008717,0.039855,0.001229,0.005341,0.317511,0.814499,0.000184,0.001938,0.003144,0.010277,1
0.011208,0.054348,0.002104,0.00576,0.244726,0.824094,0.000139,0.002635,0.005463,0.015883,1
0.008717,0.021739,0.000674,0.003013,0.421941,0.969083,0.000194,0.001393,0.002038,0.007163,1
0.008717,0.005435,0.000174,0.000918,0.57173,1,0.000345,0.000545,0.000542,0.001869,1
0.008717,0.021739,0.000674,0.003013,0.39135,0.91791,0.000153,0.001302,0.001929,0.007474,1
0.008717,0.019928,0.000618,0.00278,0.494726,0.955224,0.000303,0.001484,0.001843,0.005917,1
0.011208,0.072464,0.002799,0.007622,0.28692,0.797441,0.000176,0.003998,0.007046,0.0218,1
0.009963,0.014493,0.000514,0.001849,0.257384,0.894456,0.000121,0.000697,0.001431,0.00436,1
0.008717,0.038043,0.001174,0.005108,0.340717,0.902985,0.000157,0.001969,0.003317,0.011211,1
0.011208,0.21558,0.008286,0.022334,0.239451,0.749467,0.000141,0.010116,0.01975,0.06104,1
0.009963,0.11413,0.003952,0.013229,0.131857,0.444563,0.000266,0.003059,0.005832,0.013391,1
0.007472,0.094203,0.002528,0.014086,0.305907,0.552239,0.000283,0.003816,0.004509,0.016194,1
0.007472,0.021739,0.000583,0.003445,0.397679,0.941365,0.000212,0.001151,0.001713,0.005606,1
0.007472,0.030797,0.000826,0.004775,0.363924,0.982942,0.000159,0.001484,0.002537,0.008409,1
0.007472,0.032609,0.000875,0.005041,0.420886,0.968017,0.000349,0.001787,0.002645,0.00654,1
0.007472,0.005435,0.000146,0.00105,0.510549,1,0.000807,0.000424,0.000455,0.000623,1
0.007472,0.03442,0.000924,0.005307,0.374473,0.924307,0.000196,0.001696,0.002667,0.00872,1
0.009963,0.050725,0.001764,0.005987,0.268987,0.624733,0.000192,0.002393,0.003512,0.012457,1
0.009963,0.081522,0.002827,0.009505,0.278481,0.847548,0.000145,0.003937,0.007545,0.023357,1
0.008717,0.021739,0.000674,0.003013,0.330169,0.928571,0.000131,0.001121,0.001951,0.006851,1
0.008717,0.019928,0.000618,0.00278,0.351266,0.678038,0.000297,0.00109,0.001301,0.00436,1
0.008717,0.088768,0.002729,0.011626,0.324895,0.710021,0.000196,0.004331,0.006157,0.022423,1
0.007472,0.014493,0.000389,0.002382,0.330169,0.678038,0.000129,0.000666,0.000802,0.004049,1
0.011208,0.047101,0.001827,0.005015,0.261603,0.620469,0.000198,0.002423,0.003621,0.012457,1
0.007472,0.072464,0.001945,0.010894,0.390295,1,0.000147,0.003635,0.00607,0.021489,1
0.009963,0.030797,0.001076,0.003711,0.290084,0.749467,0.000168,0.001575,0.002537,0.00872,1
0.004981,0.01087,0.000194,0.002594,0.668776,1,0.000404,0.000697,0.000607,0.00218,1
0.004981,0.023551,0.000438,0.005201,0.517932,0.924307,0.000202,0.001121,0.001257,0.005606,1
0.004981,0.047101,0.000889,0.010043,0.523207,1,0.000238,0.002211,0.002775,0.010277,1
0.004981,0.01087,0.000194,0.002594,0.578059,1,0.000268,0.000606,0.000607,0.002491,1
0.004981,0.025362,0.000472,0.005574,0.522152,0.943497,0.000212,0.001212,0.001388,0.005917,1
0.008717,0.056159,0.001729,0.007436,0.340717,0.978678,0.00022,0.002877,0.00529,0.014014,1
0.008717,0.04529,0.001396,0.006039,0.335443,0.810235,0.000151,0.002302,0.003555,0.013391,1
0.008717,0.043478,0.00134,0.005806,0.345992,0.78145,0.000164,0.002272,0.003295,0.012769,1
0.008717,0.092391,0.002841,0.012091,0.345992,0.872068,0.000178,0.004755,0.007783,0.025849,1
0.008717,0.041667,0.001285,0.005574,0.340717,0.96162,0.000161,0.00215,0.003859,0.012146,1
0.008717,0.038043,0.001174,0.005108,0.394515,1,0.000287,0.002241,0.003664,0.009343,1
0.011208,0.213768,0.008216,0.022147,0.235232,0.642857,0.00017,0.009874,0.016997,0.055123,1
0.011208,0.059783,0.002313,0.006319,0.264768,0.78678,0.000164,0.003089,0.005745,0.01744,1
0.008717,0.112319,0.003452,0.014652,0.296414,0.716418,0.000117,0.005058,0.00787,0.0327,1
0.006227,0.012681,0.000285,0.002469,0.472574,1,0.000238,0.000697,0.000889,0.003114,1
0.006227,0.01087,0.000243,0.00216,0.472574,1,0.000151,0.000606,0.000759,0.003426,1
0.008717,0.025362,0.000785,0.003479,0.42827,0.946695,0.000242,0.001636,0.00232,0.007474,1
0.011208,0.282609,0.010855,0.029224,0.190928,0.536247,0.000131,0.011055,0.019078,0.068826,1
0.011208,0.307971,0.011828,0.031831,0.078059,0.415778,0.000157,0.006482,0.016607,0.037372,1
0.004981,0.027174,0.000507,0.005946,0.53903,0.920043,0.000333,0.001333,0.001453,0.004983,1
0.008717,0.193841,0.005952,0.025127,0.312236,0.859275,0.000131,0.009087,0.016108,0.056369,1
0.011208,0.077899,0.003007,0.008181,0.314346,0.954158,0.000182,0.004634,0.008975,0.024914,1
0.008717,0.04529,0.001396,0.006039,0.198312,0.534115,0.000303,0.001484,0.002385,0.005917,1
0.011208,0.092391,0.003563,0.009671,0.228903,0.840085,0.000202,0.00421,0.009431,0.021489,1
0.008717,0.076087,0.002341,0.009996,0.303797,0.884861,0.000168,0.003513,0.006504,0.01962,1
0.008717,0.007246,0.000229,0.001151,0.446203,1,0.000279,0.000545,0.000715,0.00218,1
0.008717,0.009058,0.000285,0.001384,0.385021,0.911514,0.000246,0.000575,0.000802,0.002491,1
0.008717,0.014493,0.000451,0.002082,0.355485,0.778252,0.000202,0.000818,0.001084,0.004049,1
0.008717,0.019928,0.000618,0.00278,0.362869,0.833689,0.000224,0.001121,0.001604,0.005294,1
0.007472,0.03442,0.000924,0.005307,0.397679,1,0.00019,0.001787,0.002883,0.009343,1
0.007472,0.027174,0.000729,0.004244,0.407173,0.847548,0.00021,0.001454,0.001929,0.007163,1
0.011208,0.063406,0.002452,0.006691,0.223629,0.691898,0.000174,0.002847,0.005398,0.015571,1
0.009963,0.099638,0.003452,0.011574,0.290084,0.667377,0.00019,0.004967,0.007371,0.02616,1
0.006227,0.01087,0.000243,0.00216,0.421941,0.821962,0.000224,0.000545,0.000607,0.002491,1
0.012453,0.173913,0.007362,0.016408,0.225738,0.610874,0.00021,0.008572,0.014547,0.042977,1
0.011208,0.014493,0.000576,0.001663,0.308017,0.846482,0.000145,0.000909,0.001518,0.005294,1
0.011208,0.065217,0.002521,0.006877,0.293249,0.890192,0.000202,0.003665,0.007046,0.018686,1
0.011208,0.023551,0.000924,0.002594,0.276371,0.89339,0.000184,0.001302,0.00258,0.006851,1
0.011208,0.070652,0.002729,0.007436,0.256329,0.662047,0.000216,0.003544,0.005767,0.01744,1
0.011208,0.072464,0.002799,0.007622,0.225738,0.508529,0.000198,0.003271,0.004639,0.016817,1
0.011208,0.382246,0.014675,0.039466,0.198312,0.584222,0.000172,0.015356,0.02788,0.08502,1
0.011208,0.07971,0.003077,0.008367,0.242616,0.69936,0.00017,0.003816,0.006851,0.021177,1
0.008717,0.030797,0.000951,0.004177,0.370253,1,0.000123,0.001726,0.00297,0.0109,1
0.007472,0.07971,0.002139,0.011959,0.347046,0.755864,0.000246,0.003604,0.005116,0.016506,1
0.006227,0.027174,0.000618,0.004954,0.462025,0.833689,0.000194,0.001393,0.001604,0.007163,1
0.009963,0.070652,0.002452,0.008263,0.235232,0.866738,0.000121,0.002968,0.006677,0.018997,1
0.008717,0.027174,0.00084,0.003711,0.373418,0.925373,0.000137,0.001545,0.002428,0.009343,1
0.008717,0.036232,0.001118,0.004875,0.385021,0.955224,0.00019,0.00209,0.003339,0.0109,1
0.008717,0.01087,0.00034,0.001616,0.32173,0.96162,0.000166,0.000575,0.001019,0.003114,1
0.008717,0.005435,0.000174,0.000918,0.373418,0.766525,0.000236,0.000363,0.00039,0.001557,1
0.008717,0.056159,0.001729,0.007436,0.353376,0.88806,0.000125,0.002968,0.004813,0.018686,1
0.011208,0.039855,0.001549,0.00427,0.306962,0.777186,0.000178,0.002362,0.003794,0.012769,1
0.007472,0.014493,0.000389,0.002382,0.363924,0.83049,0.000359,0.000727,0.000997,0.002491,1
0.009963,0.057971,0.002014,0.006816,0.324895,0.80597,0.000206,0.003211,0.005116,0.016194,1
0.012453,0.472826,0.019967,0.044341,0.209916,0.65565,0.000172,0.021838,0.042145,0.121457,1
0.012453,0.237319,0.010036,0.022334,0.144515,0.402985,0.00021,0.008269,0.013702,0.04142,1
0.008717,0.302536,0.009286,0.039094,0.2827,0.902985,0.000153,0.012994,0.026341,0.075989,1
0.008717,0.014493,0.000451,0.002082,0.238397,0.466951,0.000375,0.000575,0.000629,0.001869,1
0.008717,0.054348,0.001674,0.007203,0.311181,0.716418,0.000159,0.002575,0.003794,0.014637,1
0.007472,0.128623,0.003452,0.019142,0.372363,0.834755,0.000172,0.006149,0.009084,0.033946,1
0.008717,0.023551,0.000729,0.003246,0.388186,0.771855,0.000178,0.001393,0.001756,0.007474,1
0.009963,0.068841,0.002389,0.008056,0.270042,0.689765,0.000139,0.003241,0.005246,0.01962,1
0.011208,0.039855,0.001549,0.00427,0.335443,0.818763,0.000262,0.002544,0.003989,0.011211,1
0.007472,0.023551,0.000632,0.003711,0.375527,0.934968,0.000303,0.001181,0.001843,0.004671,1
0.007472,0.014493,0.000389,0.002382,0.397679,0.644989,0.000404,0.000787,0.000759,0.002491,1
0.008717,0.057971,0.001785,0.007669,0.340717,0.818763,0.000182,0.002968,0.004596,0.015883,1
0.007472,0.030797,0.000826,0.004775,0.380802,0.948827,0.000174,0.001545,0.00245,0.008409,1
0.007472,0.003623,0.000097,0.000786,0.547468,1,0.000404,0.000333,0.000304,0.000934,1
0.008717,0.048913,0.001507,0.006505,0.363924,0.995736,0.000216,0.002665,0.004683,0.01308,1
0.008717,0.027174,0.00084,0.003711,0.332278,0.966951,0.000178,0.001393,0.002537,0.007474,1
0.008717,0.009058,0.000285,0.001384,0.275316,0.778252,0.000404,0.000424,0.000672,0.001246,1
0.011208,0.068841,0.00266,0.00725,0.272152,0.764392,0.000192,0.003635,0.006439,0.018997,1
0.011208,0.038043,0.001479,0.004084,0.295359,0.695096,0.000232,0.002181,0.003252,0.010277,1
0.012453,0.472826,0.019967,0.044341,0.196203,0.541578,0.00017,0.020717,0.035468,0.115852,1
0.008717,0.050725,0.001563,0.006738,0.304852,0.765458,0.000188,0.002362,0.003772,0.012457,1
0.007472,0.009058,0.000243,0.001583,0.523207,0.948827,0.000315,0.000666,0.000715,0.002491,1
