@relation satimage-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Sp11 numeric
@attribute Sp12 numeric
@attribute Sp13 numeric
@attribute Sp14 numeric
@attribute Sp15 numeric
@attribute Sp16 numeric
@attribute Sp17 numeric
@attribute Sp18 numeric
@attribute Sp19 numeric
@attribute Sp21 numeric
@attribute Sp22 numeric
@attribute Sp23 numeric
@attribute Sp24 numeric
@attribute Sp25 numeric
@attribute Sp26 numeric
@attribute Sp27 numeric
@attribute Sp28 numeric
@attribute Sp29 numeric
@attribute Sp31 numeric
@attribute Sp32 numeric
@attribute Sp33 numeric
@attribute Sp34 numeric
@attribute Sp35 numeric
@attribute Sp36 numeric
@attribute Sp37 numeric
@attribute Sp38 numeric
@attribute Sp39 numeric
@attribute Sp41 numeric
@attribute Sp42 numeric
@attribute Sp43 numeric
@attribute Sp44 numeric
@attribute Sp45 numeric
@attribute Sp46 numeric
@attribute Sp47 numeric
@attribute Sp48 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
0.369231,0.554545,0.597701,0.471074,0.430769,0.636364,0.673684,0.476563,0.46875,0.76699,0.673684,0.507813,0.384615,0.527273,0.505263,0.432,0.4375,0.601942,0.547368,0.453125,0.384615,0.68932,0.642105,0.484375,0.384615,0.576923,0.6,0.448,0.446154,0.621359,0.568421,0.460938,0.446154,0.621359,0.568421,0.4375,1
0.476923,0.718182,0.701149,0.504132,0.430769,0.636364,0.673684,0.453125,0.359375,0.679612,0.673684,0.476563,0.384615,0.645455,0.642105,0.496,0.4375,0.650485,0.684211,0.484375,0.323077,0.601942,0.547368,0.421875,0.446154,0.615385,0.6,0.448,0.446154,0.582524,0.568421,0.460938,0.323077,0.466019,0.431579,0.382813,1
0.430769,0.636364,0.701149,0.446281,0.369231,0.636364,0.673684,0.476563,0.421875,0.728155,0.673684,0.476563,0.446154,0.609091,0.684211,0.496,0.3125,0.601942,0.547368,0.421875,0.323077,0.563107,0.547368,0.421875,0.446154,0.576923,0.6,0.472,0.323077,0.466019,0.431579,0.382813,0.261538,0.398058,0.347368,0.351563,1
0.369231,0.636364,0.701149,0.471074,0.430769,0.681818,0.673684,0.476563,0.359375,0.728155,0.673684,0.476563,0.323077,0.563636,0.547368,0.432,0.3125,0.563107,0.547368,0.421875,0.384615,0.68932,0.684211,0.484375,0.323077,0.461538,0.455556,0.392,0.261538,0.398058,0.347368,0.351563,0.384615,0.543689,0.484211,0.460938,1
0.430769,0.681818,0.701149,0.471074,0.369231,0.681818,0.673684,0.476563,0.359375,0.76699,0.673684,0.476563,0.323077,0.527273,0.547368,0.432,0.375,0.68932,0.684211,0.484375,0.446154,0.76699,0.684211,0.507813,0.261538,0.394231,0.366667,0.36,0.384615,0.543689,0.484211,0.460938,0.446154,0.699029,0.663158,0.460938,1
0.369231,0.718182,0.701149,0.471074,0.323077,0.590909,0.578947,0.453125,0.203125,0.553398,0.631579,0.453125,0.446154,0.718182,0.684211,0.52,0.375,0.68932,0.642105,0.484375,0.276923,0.650485,0.642105,0.453125,0.446154,0.692308,0.7,0.472,0.446154,0.699029,0.610526,0.4375,0.261538,0.621359,0.568421,0.460938,1
0.215385,0.518182,0.655172,0.446281,0.215385,0.518182,0.578947,0.421875,0.265625,0.592233,0.578947,0.453125,0.276923,0.609091,0.642105,0.464,0.203125,0.601942,0.589474,0.453125,0.276923,0.650485,0.642105,0.453125,0.261538,0.615385,0.6,0.472,0.261538,0.660194,0.610526,0.492188,0.261538,0.582524,0.610526,0.4375,1
0.215385,0.518182,0.597701,0.413223,0.276923,0.554545,0.578947,0.453125,0.3125,0.679612,0.578947,0.453125,0.215385,0.563636,0.589474,0.464,0.265625,0.650485,0.642105,0.453125,0.276923,0.650485,0.589474,0.421875,0.261538,0.653846,0.644444,0.504,0.261538,0.582524,0.610526,0.4375,0.261538,0.543689,0.526316,0.4375,1
0.276923,0.554545,0.597701,0.446281,0.323077,0.636364,0.578947,0.453125,0.359375,0.631068,0.631579,0.507813,0.276923,0.609091,0.642105,0.464,0.265625,0.650485,0.589474,0.421875,0.323077,0.563107,0.547368,0.453125,0.261538,0.576923,0.644444,0.448,0.261538,0.543689,0.526316,0.4375,0.261538,0.543689,0.484211,0.4375,1
0.369231,0.590909,0.597701,0.446281,0.369231,0.636364,0.673684,0.476563,0.421875,0.728155,0.726316,0.53125,0.323077,0.527273,0.547368,0.464,0.375,0.68932,0.642105,0.484375,0.446154,0.76699,0.642105,0.539063,0.323077,0.615385,0.555556,0.448,0.323077,0.699029,0.610526,0.492188,0.384615,0.699029,0.663158,0.492188,1
0.369231,0.636364,0.701149,0.471074,0.430769,0.681818,0.726316,0.53125,0.53125,0.76699,0.778947,0.585938,0.384615,0.645455,0.642105,0.496,0.4375,0.76699,0.642105,0.539063,0.507692,0.815534,0.736842,0.570313,0.323077,0.692308,0.644444,0.504,0.384615,0.699029,0.663158,0.492188,0.446154,0.699029,0.715789,0.546875,1
0.430769,0.681818,0.758621,0.528926,0.538462,0.718182,0.778947,0.585938,0.59375,0.815534,0.831579,0.5625,0.446154,0.718182,0.642105,0.552,0.5,0.815534,0.736842,0.570313,0.630769,0.854369,0.789474,0.570313,0.384615,0.692308,0.7,0.504,0.446154,0.699029,0.715789,0.546875,0.492308,0.776699,0.757895,0.578125,1
0.6,0.763636,0.873563,0.561983,0.430769,0.681818,0.726316,0.53125,0.421875,0.76699,0.778947,0.53125,0.630769,0.8,0.789474,0.584,0.4375,0.815534,0.736842,0.539063,0.384615,0.76699,0.684211,0.507813,0.492308,0.769231,0.8,0.592,0.492308,0.825243,0.757895,0.546875,0.446154,0.825243,0.757895,0.546875,1
0.476923,0.763636,0.816092,0.561983,0.430769,0.718182,0.726316,0.53125,0.421875,0.815534,0.673684,0.53125,0.384615,0.718182,0.736842,0.552,0.4375,0.815534,0.789474,0.539063,0.446154,0.728155,0.684211,0.507813,0.492308,0.817308,0.866667,0.56,0.492308,0.737864,0.757895,0.523438,0.384615,0.621359,0.568421,0.492188,1
0.076923,0.036364,0.701149,0.85124,0.076923,0.036364,0.631579,0.867188,0.0625,0.038835,0.673684,0.867188,0.169231,0.036364,0.684211,0.792,0.109375,0.038835,0.642105,0.796875,0.123077,0.067961,0.642105,0.773438,0.323077,0.355769,0.555556,0.56,0.215385,0.23301,0.568421,0.664063,0.169231,0.087379,0.663158,0.773438,2
0.076923,0.036364,0.701149,0.826446,0.076923,0.036364,0.631579,0.8125,0.0625,0.019417,0.673684,0.835938,0.076923,0.036364,0.684211,0.816,0.0625,0.038835,0.684211,0.796875,0.123077,0.038835,0.642105,0.742188,0.107692,0.115385,0.644444,0.68,0.169231,0.203883,0.568421,0.609375,0.169231,0.291262,0.484211,0.523438,2
0.076923,0.036364,0.655172,0.826446,0.076923,0.018182,0.673684,0.835938,0.0625,0.019417,0.673684,0.8125,0.076923,0.036364,0.684211,0.816,0.109375,0.038835,0.642105,0.742188,0.123077,0.097087,0.589474,0.742188,0.169231,0.201923,0.6,0.624,0.169231,0.291262,0.484211,0.523438,0.261538,0.330097,0.484211,0.460938,2
0.123077,0.090909,0.701149,0.735537,0.169231,0.327273,0.494737,0.476563,0.359375,0.553398,0.494737,0.398438,0.169231,0.145455,0.505263,0.64,0.203125,0.271845,0.505263,0.484375,0.276923,0.446602,0.378947,0.335938,0.261538,0.326923,0.455556,0.448,0.261538,0.359223,0.431579,0.4375,0.323077,0.359223,0.431579,0.40625,2
0.369231,0.518182,0.505747,0.38843,0.476923,0.554545,0.578947,0.453125,0.53125,0.631068,0.673684,0.507813,0.276923,0.418182,0.378947,0.344,0.375,0.563107,0.505263,0.390625,0.384615,0.563107,0.547368,0.484375,0.323077,0.355769,0.455556,0.416,0.323077,0.466019,0.484211,0.382813,0.384615,0.398058,0.568421,0.460938,5
0.538462,0.590909,0.701149,0.504132,0.538462,0.590909,0.631579,0.507813,0.46875,0.592233,0.673684,0.53125,0.384615,0.527273,0.547368,0.496,0.375,0.485437,0.589474,0.539063,0.446154,0.407767,0.642105,0.539063,0.384615,0.394231,0.6,0.472,0.384615,0.359223,0.610526,0.492188,0.323077,0.330097,0.610526,0.546875,5
0.538462,0.590909,0.655172,0.504132,0.476923,0.554545,0.673684,0.53125,0.53125,0.592233,0.631579,0.507813,0.384615,0.454545,0.589474,0.552,0.4375,0.407767,0.642105,0.539063,0.446154,0.446602,0.642105,0.484375,0.384615,0.355769,0.644444,0.504,0.323077,0.330097,0.610526,0.546875,0.384615,0.330097,0.610526,0.546875,5
0.6,0.518182,0.45977,0.38843,0.369231,0.436364,0.410526,0.34375,0.3125,0.427184,0.336842,0.28125,0.446154,0.454545,0.505263,0.4,0.5,0.485437,0.463158,0.367188,0.569231,0.563107,0.505263,0.367188,0.384615,0.394231,0.644444,0.504,0.492308,0.543689,0.526316,0.40625,0.630769,0.699029,0.568421,0.4375,7
0.323077,0.4,0.333333,0.264463,0.369231,0.363636,0.294737,0.3125,0.3125,0.349515,0.252632,0.3125,0.569231,0.527273,0.505263,0.376,0.5,0.524272,0.378947,0.335938,0.446154,0.446602,0.294737,0.28125,0.630769,0.692308,0.6,0.448,0.630769,0.660194,0.526316,0.40625,0.492308,0.504854,0.431579,0.351563,4
0.369231,0.363636,0.287356,0.297521,0.323077,0.327273,0.252632,0.3125,0.3125,0.349515,0.294737,0.28125,0.507692,0.490909,0.378947,0.344,0.4375,0.446602,0.294737,0.28125,0.384615,0.378641,0.252632,0.28125,0.630769,0.653846,0.555556,0.416,0.492308,0.504854,0.431579,0.351563,0.446154,0.427184,0.347368,0.296875,7
0.323077,0.327273,0.241379,0.297521,0.323077,0.327273,0.294737,0.28125,0.359375,0.427184,0.210526,0.257813,0.446154,0.418182,0.294737,0.288,0.375,0.378641,0.252632,0.28125,0.384615,0.446602,0.336842,0.304688,0.492308,0.5,0.455556,0.36,0.446154,0.427184,0.347368,0.296875,0.446154,0.427184,0.347368,0.320313,7
0.753846,0.681818,0.609195,0.413223,0.753846,0.718182,0.547368,0.421875,0.75,0.728155,0.547368,0.390625,0.692308,0.654545,0.526316,0.416,0.625,0.699029,0.568421,0.382813,0.630769,0.621359,0.484211,0.382813,0.692308,0.653846,0.555556,0.4,0.753846,0.699029,0.568421,0.421875,0.753846,0.737864,0.568421,0.421875,3
0.630769,0.645455,0.517241,0.355372,0.630769,0.645455,0.547368,0.390625,0.6875,0.68932,0.589474,0.421875,0.630769,0.618182,0.526316,0.392,0.625,0.660194,0.526316,0.382813,0.630769,0.621359,0.484211,0.351563,0.692308,0.653846,0.555556,0.4,0.615385,0.699029,0.484211,0.390625,0.615385,0.621359,0.484211,0.390625,3
0.692308,0.681818,0.609195,0.446281,0.692308,0.681818,0.589474,0.453125,0.6875,0.76699,0.642105,0.453125,0.630769,0.618182,0.526316,0.416,0.6875,0.737864,0.610526,0.460938,0.753846,0.825243,0.663158,0.460938,0.692308,0.653846,0.555556,0.4,0.692308,0.699029,0.568421,0.421875,0.753846,0.776699,0.663158,0.453125,3
0.753846,0.763636,0.712644,0.479339,0.815385,0.8,0.684211,0.507813,0.8125,0.76699,0.642105,0.453125,0.815385,0.772727,0.715789,0.472,0.75,0.699029,0.568421,0.460938,0.630769,0.699029,0.568421,0.40625,0.753846,0.769231,0.655556,0.464,0.692308,0.699029,0.568421,0.390625,0.692308,0.699029,0.568421,0.390625,3
0.815385,0.8,0.712644,0.504132,0.815385,0.718182,0.642105,0.453125,0.75,0.728155,0.589474,0.421875,0.753846,0.654545,0.568421,0.472,0.625,0.699029,0.568421,0.40625,0.692308,0.737864,0.568421,0.40625,0.692308,0.692308,0.6,0.4,0.692308,0.699029,0.568421,0.390625,0.753846,0.699029,0.621053,0.421875,3
0.753846,0.681818,0.609195,0.413223,0.753846,0.681818,0.589474,0.421875,0.75,0.68932,0.589474,0.390625,0.692308,0.690909,0.568421,0.416,0.6875,0.737864,0.568421,0.4375,0.692308,0.699029,0.568421,0.40625,0.753846,0.692308,0.655556,0.432,0.692308,0.737864,0.526316,0.421875,0.692308,0.699029,0.568421,0.421875,3
0.692308,0.681818,0.609195,0.380165,0.692308,0.609091,0.547368,0.390625,0.6875,0.68932,0.505263,0.390625,0.692308,0.654545,0.526316,0.416,0.75,0.699029,0.568421,0.4375,0.692308,0.699029,0.526316,0.40625,0.753846,0.692308,0.655556,0.432,0.692308,0.699029,0.526316,0.390625,0.692308,0.737864,0.568421,0.421875,3
0.692308,0.609091,0.563218,0.380165,0.692308,0.645455,0.505263,0.390625,0.6875,0.650485,0.547368,0.390625,0.753846,0.654545,0.568421,0.448,0.6875,0.699029,0.526316,0.40625,0.692308,0.699029,0.568421,0.4375,0.692308,0.692308,0.555556,0.4,0.692308,0.737864,0.568421,0.421875,0.753846,0.737864,0.663158,0.453125,3
0.692308,0.645455,0.517241,0.380165,0.692308,0.609091,0.547368,0.390625,0.6875,0.728155,0.642105,0.453125,0.692308,0.654545,0.526316,0.416,0.6875,0.699029,0.568421,0.4375,0.753846,0.737864,0.610526,0.460938,0.692308,0.730769,0.6,0.432,0.753846,0.737864,0.663158,0.453125,0.753846,0.737864,0.621053,0.492188,3
0.753846,0.718182,0.563218,0.479339,0.692308,0.645455,0.547368,0.453125,0.5,0.650485,0.589474,0.453125,0.753846,0.654545,0.663158,0.504,0.5625,0.660194,0.568421,0.460938,0.446154,0.699029,0.663158,0.460938,0.615385,0.653846,0.555556,0.464,0.430769,0.660194,0.621053,0.492188,0.369231,0.660194,0.663158,0.453125,3
0.384615,0.645455,0.666667,0.479339,0.276923,0.609091,0.642105,0.484375,0.203125,0.563107,0.547368,0.421875,0.323077,0.581818,0.610526,0.472,0.203125,0.582524,0.568421,0.4375,0.169231,0.466019,0.484211,0.382813,0.246154,0.538462,0.555556,0.432,0.184615,0.466019,0.452632,0.390625,0.184615,0.359223,0.368421,0.359375,1
0.276923,0.609091,0.666667,0.479339,0.215385,0.527273,0.547368,0.421875,0.15625,0.446602,0.421053,0.367188,0.215385,0.545455,0.568421,0.448,0.15625,0.466019,0.484211,0.382813,0.169231,0.427184,0.431579,0.382813,0.184615,0.461538,0.477778,0.4,0.184615,0.359223,0.368421,0.359375,0.138462,0.330097,0.326316,0.296875,1
0.215385,0.527273,0.563218,0.413223,0.169231,0.418182,0.421053,0.367188,0.15625,0.407767,0.378947,0.335938,0.169231,0.436364,0.484211,0.392,0.15625,0.427184,0.431579,0.382813,0.169231,0.398058,0.389474,0.351563,0.184615,0.355769,0.388889,0.368,0.138462,0.330097,0.326316,0.296875,0.138462,0.359223,0.368421,0.328125,1
0.215385,0.381818,0.37931,0.322314,0.215385,0.381818,0.336842,0.335938,0.15625,0.378641,0.336842,0.335938,0.169231,0.4,0.389474,0.328,0.15625,0.427184,0.389474,0.351563,0.169231,0.466019,0.431579,0.351563,0.184615,0.432692,0.388889,0.368,0.184615,0.436893,0.368421,0.359375,0.138462,0.436893,0.410526,0.359375,1
0.169231,0.354545,0.333333,0.322314,0.169231,0.418182,0.421053,0.367188,0.203125,0.485437,0.463158,0.367188,0.169231,0.436364,0.431579,0.36,0.203125,0.466019,0.389474,0.382813,0.215385,0.466019,0.389474,0.382813,0.138462,0.432692,0.433333,0.368,0.184615,0.543689,0.452632,0.359375,0.246154,0.504854,0.484211,0.390625,1
0.169231,0.418182,0.425287,0.355372,0.215385,0.454545,0.463158,0.367188,0.15625,0.446602,0.421053,0.367188,0.215385,0.436364,0.389474,0.392,0.203125,0.466019,0.389474,0.382813,0.169231,0.466019,0.431579,0.40625,0.184615,0.538462,0.477778,0.368,0.246154,0.504854,0.484211,0.390625,0.184615,0.466019,0.452632,0.359375,1
0.215385,0.454545,0.471264,0.380165,0.169231,0.418182,0.421053,0.367188,0.15625,0.407767,0.378947,0.335938,0.261538,0.436364,0.431579,0.36,0.25,0.398058,0.347368,0.296875,0.215385,0.398058,0.347368,0.320313,0.246154,0.432692,0.433333,0.336,0.246154,0.398058,0.326316,0.328125,0.184615,0.436893,0.326316,0.328125,1
0.169231,0.418182,0.425287,0.355372,0.169231,0.381818,0.378947,0.335938,0.203125,0.407767,0.336842,0.335938,0.261538,0.372727,0.347368,0.304,0.203125,0.398058,0.347368,0.320313,0.215385,0.427184,0.389474,0.351563,0.246154,0.394231,0.344444,0.336,0.184615,0.436893,0.326316,0.328125,0.246154,0.466019,0.368421,0.359375,1
0.169231,0.381818,0.37931,0.322314,0.215385,0.381818,0.336842,0.335938,0.203125,0.446602,0.463158,0.367188,0.215385,0.372727,0.347368,0.328,0.203125,0.427184,0.389474,0.351563,0.215385,0.466019,0.431579,0.382813,0.184615,0.432692,0.344444,0.336,0.246154,0.466019,0.368421,0.359375,0.246154,0.504854,0.410526,0.390625,1
0.215385,0.381818,0.333333,0.322314,0.215385,0.418182,0.463158,0.367188,0.203125,0.446602,0.421053,0.367188,0.215385,0.4,0.389474,0.36,0.203125,0.466019,0.431579,0.382813,0.215385,0.504854,0.484211,0.320313,0.246154,0.461538,0.388889,0.368,0.246154,0.504854,0.410526,0.390625,0.246154,0.504854,0.484211,0.390625,1
0.215385,0.418182,0.471264,0.355372,0.215385,0.418182,0.421053,0.367188,0.203125,0.485437,0.463158,0.367188,0.215385,0.436364,0.431579,0.392,0.203125,0.504854,0.484211,0.320313,0.215385,0.504854,0.484211,0.40625,0.246154,0.5,0.433333,0.4,0.246154,0.504854,0.484211,0.390625,0.307692,0.543689,0.484211,0.390625,1
0.215385,0.454545,0.471264,0.355372,0.215385,0.454545,0.463158,0.367188,0.203125,0.485437,0.421053,0.367188,0.215385,0.472727,0.484211,0.416,0.25,0.543689,0.484211,0.382813,0.261538,0.543689,0.526316,0.40625,0.307692,0.538462,0.511111,0.4,0.492308,0.699029,0.568421,0.453125,0.430769,0.737864,0.621053,0.453125,1
0.276923,0.454545,0.425287,0.355372,0.215385,0.454545,0.421053,0.367188,0.203125,0.485437,0.463158,0.390625,0.323077,0.545455,0.568421,0.448,0.3125,0.543689,0.526316,0.4375,0.261538,0.504854,0.431579,0.382813,0.369231,0.615385,0.655556,0.464,0.307692,0.466019,0.484211,0.390625,0.307692,0.543689,0.484211,0.390625,1
0.215385,0.454545,0.471264,0.380165,0.276923,0.490909,0.463158,0.390625,0.3125,0.485437,0.421053,0.390625,0.261538,0.472727,0.431579,0.392,0.3125,0.504854,0.484211,0.4375,0.384615,0.621359,0.526316,0.40625,0.307692,0.538462,0.511111,0.4,0.369231,0.621359,0.526316,0.421875,0.430769,0.621359,0.621053,0.453125,1
0.276923,0.490909,0.471264,0.380165,0.323077,0.454545,0.421053,0.390625,0.375,0.524272,0.421053,0.421875,0.323077,0.472727,0.484211,0.448,0.375,0.621359,0.526316,0.40625,0.446154,0.582524,0.484211,0.40625,0.369231,0.615385,0.555556,0.432,0.430769,0.621359,0.621053,0.453125,0.553846,0.621359,0.621053,0.492188,1
0.323077,0.454545,0.425287,0.380165,0.384615,0.490909,0.421053,0.421875,0.375,0.563107,0.463158,0.421875,0.384615,0.581818,0.526316,0.416,0.4375,0.582524,0.484211,0.40625,0.323077,0.543689,0.484211,0.40625,0.430769,0.615385,0.655556,0.464,0.553846,0.621359,0.621053,0.492188,0.553846,0.660194,0.568421,0.453125,1
0.384615,0.527273,0.471264,0.413223,0.384615,0.527273,0.505263,0.421875,0.4375,0.601942,0.547368,0.453125,0.323077,0.509091,0.484211,0.416,0.375,0.582524,0.568421,0.4375,0.446154,0.621359,0.568421,0.460938,0.553846,0.653846,0.6,0.464,0.492308,0.660194,0.568421,0.453125,0.553846,0.621359,0.621053,0.492188,1
0.384615,0.527273,0.517241,0.413223,0.446154,0.563636,0.547368,0.453125,0.375,0.68932,0.642105,0.484375,0.384615,0.545455,0.568421,0.448,0.4375,0.621359,0.568421,0.460938,0.446154,0.621359,0.568421,0.4375,0.492308,0.653846,0.6,0.464,0.553846,0.621359,0.621053,0.492188,0.553846,0.660194,0.568421,0.453125,1
0.446154,0.609091,0.712644,0.479339,0.323077,0.563636,0.547368,0.421875,0.3125,0.563107,0.547368,0.421875,0.446154,0.545455,0.568421,0.472,0.3125,0.466019,0.431579,0.382813,0.261538,0.398058,0.347368,0.351563,0.430769,0.538462,0.511111,0.4,0.307692,0.436893,0.368421,0.328125,0.246154,0.398058,0.368421,0.359375,1
0.323077,0.563636,0.563218,0.413223,0.323077,0.527273,0.547368,0.421875,0.375,0.68932,0.684211,0.484375,0.323077,0.436364,0.431579,0.392,0.25,0.398058,0.347368,0.351563,0.384615,0.543689,0.484211,0.460938,0.307692,0.432692,0.388889,0.336,0.246154,0.398058,0.368421,0.359375,0.369231,0.504854,0.484211,0.421875,1
0.384615,0.645455,0.666667,0.479339,0.276923,0.609091,0.642105,0.453125,0.203125,0.601942,0.589474,0.453125,0.446154,0.654545,0.610526,0.448,0.25,0.621359,0.568421,0.460938,0.261538,0.660194,0.610526,0.492188,0.430769,0.730769,0.655556,0.504,0.369231,0.660194,0.621053,0.453125,0.307692,0.660194,0.663158,0.492188,1
0.215385,0.563636,0.609195,0.446281,0.276923,0.609091,0.642105,0.453125,0.265625,0.650485,0.589474,0.421875,0.261538,0.618182,0.610526,0.504,0.25,0.582524,0.610526,0.4375,0.261538,0.543689,0.526316,0.4375,0.307692,0.653846,0.7,0.504,0.369231,0.660194,0.621053,0.453125,0.369231,0.582524,0.526316,0.421875,1
0.276923,0.609091,0.666667,0.446281,0.276923,0.609091,0.589474,0.421875,0.3125,0.563107,0.547368,0.453125,0.261538,0.545455,0.610526,0.448,0.25,0.543689,0.526316,0.4375,0.261538,0.543689,0.484211,0.4375,0.369231,0.653846,0.655556,0.464,0.369231,0.582524,0.526316,0.421875,0.369231,0.582524,0.526316,0.453125,1
0.276923,0.609091,0.609195,0.413223,0.323077,0.527273,0.547368,0.453125,0.3125,0.563107,0.547368,0.453125,0.261538,0.509091,0.526316,0.448,0.25,0.543689,0.484211,0.4375,0.323077,0.621359,0.526316,0.4375,0.369231,0.576923,0.555556,0.432,0.369231,0.582524,0.526316,0.453125,0.369231,0.660194,0.568421,0.492188,1
0.323077,0.527273,0.563218,0.446281,0.323077,0.527273,0.547368,0.453125,0.375,0.68932,0.642105,0.484375,0.261538,0.509091,0.484211,0.448,0.3125,0.621359,0.526316,0.4375,0.323077,0.699029,0.610526,0.492188,0.369231,0.576923,0.555556,0.464,0.369231,0.660194,0.568421,0.492188,0.369231,0.699029,0.663158,0.492188,1
0.323077,0.527273,0.563218,0.446281,0.384615,0.645455,0.642105,0.484375,0.4375,0.76699,0.642105,0.539063,0.323077,0.581818,0.526316,0.448,0.3125,0.699029,0.610526,0.492188,0.384615,0.699029,0.663158,0.492188,0.369231,0.653846,0.6,0.504,0.369231,0.699029,0.663158,0.492188,0.369231,0.737864,0.663158,0.523438,1
0.507692,0.763636,0.770115,0.570248,0.630769,0.8,0.789474,0.570313,0.4375,0.815534,0.736842,0.539063,0.446154,0.654545,0.715789,0.56,0.484375,0.776699,0.757895,0.578125,0.492308,0.825243,0.757895,0.546875,0.492308,0.730769,0.7,0.536,0.492308,0.737864,0.663158,0.523438,0.492308,0.776699,0.768421,0.554688,1
0.630769,0.8,0.827586,0.570248,0.446154,0.763636,0.736842,0.539063,0.375,0.76699,0.684211,0.507813,0.492308,0.727273,0.757895,0.592,0.484375,0.825243,0.757895,0.546875,0.446154,0.825243,0.757895,0.546875,0.492308,0.730769,0.7,0.536,0.492308,0.776699,0.768421,0.554688,0.492308,0.815534,0.715789,0.523438,1
0.384615,0.718182,0.712644,0.504132,0.384615,0.718182,0.736842,0.539063,0.4375,0.815534,0.789474,0.539063,0.446154,0.772727,0.757895,0.56,0.484375,0.825243,0.821053,0.546875,0.492308,0.737864,0.757895,0.523438,0.492308,0.807692,0.755556,0.536,0.430769,0.699029,0.663158,0.523438,0.430769,0.621359,0.568421,0.492188,1
0.446154,0.763636,0.827586,0.53719,0.446154,0.681818,0.684211,0.507813,0.3125,0.601942,0.642105,0.507813,0.492308,0.690909,0.757895,0.536,0.375,0.621359,0.568421,0.492188,0.323077,0.621359,0.610526,0.460938,0.430769,0.615385,0.6,0.504,0.307692,0.466019,0.526316,0.421875,0.307692,0.582524,0.568421,0.492188,1
0.215385,0.290909,0.609195,0.661157,0.169231,0.036364,0.684211,0.773438,0.109375,0.038835,0.642105,0.796875,0.323077,0.509091,0.610526,0.504,0.3125,0.359223,0.526316,0.546875,0.215385,0.23301,0.568421,0.664063,0.430769,0.692308,0.655556,0.504,0.430769,0.582524,0.526316,0.421875,0.369231,0.504854,0.526316,0.453125,2
0.169231,0.036364,0.712644,0.785124,0.123077,0.036364,0.642105,0.796875,0.109375,0.067961,0.642105,0.773438,0.323077,0.336364,0.526316,0.56,0.203125,0.23301,0.568421,0.664063,0.169231,0.087379,0.663158,0.773438,0.430769,0.576923,0.555556,0.432,0.369231,0.504854,0.526316,0.453125,0.307692,0.398058,0.484211,0.492188,2
0.123077,0.063636,0.666667,0.785124,0.076923,0.063636,0.684211,0.773438,0.0625,0.038835,0.684211,0.796875,0.169231,0.081818,0.663158,0.792,0.046875,0.087379,0.715789,0.773438,0.107692,0.116505,0.610526,0.664063,0.307692,0.394231,0.511111,0.504,0.246154,0.330097,0.526316,0.523438,0.246154,0.359223,0.568421,0.492188,2
0.123077,0.090909,0.609195,0.752066,0.169231,0.145455,0.505263,0.625,0.203125,0.271845,0.505263,0.484375,0.261538,0.309091,0.484211,0.472,0.25,0.330097,0.431579,0.4375,0.261538,0.359223,0.431579,0.4375,0.246154,0.298077,0.511111,0.464,0.307692,0.300971,0.452632,0.421875,0.307692,0.330097,0.410526,0.390625,5
0.276923,0.418182,0.37931,0.322314,0.384615,0.527273,0.505263,0.390625,0.375,0.563107,0.547368,0.484375,0.323077,0.336364,0.431579,0.416,0.3125,0.466019,0.484211,0.382813,0.384615,0.398058,0.568421,0.460938,0.307692,0.326923,0.388889,0.368,0.307692,0.466019,0.410526,0.390625,0.307692,0.359223,0.526316,0.492188,5
0.446154,0.418182,0.666667,0.479339,0.446154,0.454545,0.505263,0.390625,0.5,0.485437,0.463158,0.367188,0.384615,0.309091,0.610526,0.56,0.375,0.398058,0.610526,0.492188,0.492308,0.543689,0.526316,0.40625,0.307692,0.326923,0.655556,0.568,0.369231,0.359223,0.568421,0.523438,0.492308,0.504854,0.484211,0.390625,5
0.507692,0.454545,0.471264,0.355372,0.569231,0.527273,0.505263,0.367188,0.5,0.524272,0.378947,0.335938,0.492308,0.509091,0.526316,0.416,0.625,0.699029,0.568421,0.4375,0.630769,0.660194,0.526316,0.40625,0.492308,0.5,0.511111,0.4,0.615385,0.660194,0.484211,0.390625,0.615385,0.660194,0.484211,0.390625,4
0.507692,0.490909,0.37931,0.322314,0.446154,0.418182,0.294737,0.28125,0.375,0.378641,0.252632,0.28125,0.630769,0.618182,0.526316,0.416,0.484375,0.504854,0.431579,0.351563,0.446154,0.427184,0.347368,0.296875,0.615385,0.653846,0.511111,0.4,0.553846,0.582524,0.452632,0.390625,0.492308,0.466019,0.368421,0.328125,4
0.692308,0.654545,0.54023,0.396694,0.630769,0.654545,0.568421,0.382813,0.625,0.621359,0.484211,0.382813,0.692308,0.618182,0.526316,0.4,0.75,0.699029,0.568421,0.421875,0.753846,0.737864,0.568421,0.421875,0.661538,0.663462,0.555556,0.416,0.723077,0.669903,0.568421,0.40625,0.723077,0.669903,0.610526,0.40625,3
0.630769,0.654545,0.586207,0.371901,0.630769,0.581818,0.484211,0.382813,0.625,0.660194,0.526316,0.382813,0.753846,0.654545,0.568421,0.432,0.75,0.737864,0.568421,0.421875,0.692308,0.660194,0.526316,0.390625,0.723077,0.663462,0.6,0.416,0.723077,0.669903,0.610526,0.40625,0.723077,0.747573,0.610526,0.40625,3
