@relation phoneme-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Aa numeric
@attribute Ao numeric
@attribute Dcl numeric
@attribute Iy numeric
@attribute Sh numeric
@attribute Class {0,1}

@data
0.350439,0.417704,0.748507,0.555253,0.254809,0
0.492853,0.367397,0.338909,0.380077,0.308019,0
0.320303,0.331814,0.590203,0.245518,0.187359,1
0.880661,0.190009,0.400239,0.340368,0.341244,0
0.326847,0.521823,0.503783,0.434309,0.365476,0
0.336318,0.561613,0.280964,0.418198,0.294279,0
0.246599,0.37511,0.131223,0.735875,0.320759,1
0.491304,0.554952,0.311231,0.333333,0.343492,0
0.354744,0.460649,0.548387,0.787384,0.167125,1
0.370071,0.642594,0.630824,0.67892,0.232326,1
0.403479,0.519018,0.309638,0.326753,0.320759,0
0.807818,0.304645,0.340104,0.383481,0.34674,0
0.41846,0.675548,0.498606,0.455412,0.2006,0
0.314276,0.332165,0.538829,0.560018,0.320759,1
0.372654,0.653287,0.796495,0.270933,0.269048,1
0.348028,0.517967,0.789327,0.23145,0.252061,0
0.365077,0.580543,0.28873,0.460404,0.443168,0
0.337179,0.389308,0.904221,0.204447,0.236323,0
0.344756,0.346538,0.621466,0.788291,0.196103,1
0.149819,0.423313,0.306452,0.328114,0.338496,0
0.346651,0.603506,0.660494,0.525301,0.4002,0
0.381092,0.624715,0.766826,0.246199,0.258556,0
0.327191,0.331639,0.562127,0.803041,0.169623,0
0.898226,0.169325,0.397451,0.377808,0.337997,0
0.353539,0.400175,0.512147,0.757658,0.140894,1
0.417944,0.698335,0.593986,0.45337,0.273295,0
0.333391,0.417178,0.818001,0.210801,0.245066,0
0.342518,0.435758,0.517722,0.444747,0.403947,0
0.66592,0.287292,0.34767,0.375539,0.294779,0
0.638367,0.407362,0.333333,0.385069,0.336248,0
0.33098,0.309027,0.466547,0.63263,0.742193,1
0.443775,0.277301,0.845281,0.207397,0.216837,1
0.407612,0.768098,0.262047,0.307465,0.288783,0
0.311176,0.301315,0.437873,0.557068,0.601799,0
0.451868,0.641718,0.267622,0.319038,0.29353,0
0.404684,0.765819,0.266029,0.300658,0.269298,0
0.353711,0.41525,0.88411,0.193556,0.224582,1
0.315481,0.33567,0.66587,0.657817,0.211591,0
0.258481,0.534619,0.162485,0.213297,0.242068,0
0.801963,0.295706,0.648945,0.298389,0.288783,0
0.325469,0.311306,0.474711,0.727252,0.125656,1
0.432926,0.669588,0.525488,0.427048,0.281039,0
0.272085,0.435758,0.635006,0.494441,0.249563,0
0.32237,0.389308,0.810235,0.167688,0.210592,0
0.326675,0.356179,0.691557,0.590197,0.190857,1
0.618219,0.409465,0.458582,0.441797,0.276043,0
0.328913,0.363891,0.946037,0.582482,0.198101,1
0.336146,0.353024,0.526882,0.7774,0.320759,1
0.337007,0.365294,0.628037,0.53052,0.635523,1
0.822111,0.315162,0.339108,0.343091,0.308519,0
0.378164,0.617704,0.598965,0.450647,0.272046,0
0.408817,0.604557,0.537634,0.302246,0.289283,0
0.36611,0.295355,0.517324,0.601543,0.614539,0
0.764767,0.395092,0.567901,0.296801,0.291531,0
0.558292,0.358983,0.343489,0.347175,0.33375,0
0.330291,0.421034,0.896057,0.143635,0.320759,0
0.32237,0.304645,0.752887,0.576356,0.069698,1
0.49337,0.660473,0.268419,0.442024,0.409443,0
0.378853,0.541455,0.606531,0.461765,0.275793,0
0.307904,0.280105,0.430705,0.461992,0.320759,0
0.469606,0.376512,0.577459,0.600182,0.437922,1
0.644222,0.391411,0.439665,0.422056,0.439171,0
0.371104,0.307975,0.702907,0.695484,0.744941,1
0.420183,0.639264,0.299084,0.405945,0.358231,0
0.352506,0.400876,0.828753,0.187883,0.428928,1
0.428448,0.690973,0.574273,0.506921,0.456158,1
0.627691,0.446626,0.599761,0.60177,0.249563,0
0.776132,0.368624,0.421147,0.402088,0.460904,0
0.328052,0.454514,0.757467,0.160427,0.320759,0
0.347512,0.534093,0.6364,0.270252,0.261304,0
0.311004,0.312883,0.548387,0.358747,0.320759,0
0.330463,0.431201,0.895858,0.19174,0.211341,0
0.871879,0.33532,0.413978,0.507828,0.275044,0
0.664198,0.61525,0.291916,0.332653,0.302523,0
0.37162,0.367572,0.467941,0.617881,0.569823,1
0.308076,0.356354,0.495022,0.450874,0.432426,0
0.363182,0.469413,0.755277,0.556841,0.24032,0
0.354055,0.374058,0.663282,0.710914,0.069448,1
0.486998,0.465732,0.305058,0.33288,0.320759,0
0.360427,0.5695,0.726603,0.234854,0.250562,0
0.412089,0.342507,0.505575,0.83027,0.179865,1
0.338557,0.417528,0.921943,0.172907,0.320759,0
0.662993,0.29851,0.414974,0.343998,0.320759,0
0.305838,0.277476,0.4092,0.447016,0.235324,0
0.355089,0.302542,0.685982,0.681643,0.488384,1
0.451524,0.687642,0.248507,0.300885,0.28004,0
0.40279,0.775986,0.271008,0.316542,0.289033,0
0.384019,0.565644,0.784946,0.251191,0.246315,0
0.768211,0.429798,0.621266,0.309961,0.296528,0
0.4684,0.671166,0.570689,0.280917,0.279041,1
0.338557,0.685539,0.510155,0.451327,0.285036,0
0.541416,0.466784,0.427917,0.335149,0.350737,0
0.379542,0.484137,0.671844,0.272975,0.261054,1
0.42001,0.560386,0.299283,0.325165,0.299775,0
0.442225,0.583523,0.276583,0.412752,0.286535,0
0.367832,0.733918,0.547591,0.604039,0.24057,1
0.363355,0.548642,0.619474,0.468346,0.251312,0
0.317203,0.286591,0.485066,0.699796,0.791906,1
0.401068,0.74794,0.215054,0.429771,0.320759,0
0.303255,0.281157,0.499602,0.302473,0.252061,1
0.317892,0.303067,0.461569,0.205128,0.764177,0
0.343206,0.463804,0.713461,0.585659,0.632526,1
0.464784,0.411218,0.590203,0.529385,0.251062,1
0.540555,0.421735,0.425926,0.40776,0.296028,0
0.475633,0.513409,0.695341,0.228046,0.270047,1
0.247977,0.087993,0.036241,0.019741,0.320759,0
0.353883,0.527783,0.617682,0.466984,0.263053,0
0.314448,0.290973,0.48188,0.843431,0.123158,0
0.333391,0.367923,0.797889,0.220785,0.411941,1
0.316859,0.334268,0.648945,0.769685,0.192606,0
0.308765,0.340053,0.590004,0.627184,0.320759,1
0.371793,0.35688,0.789924,0.745859,0.175868,1
0.316342,0.354426,0.577857,0.728614,0.320759,1
0.838299,0.359159,0.41816,0.312231,0.467899,0
0.31462,0.356179,0.689367,0.855684,0.320759,0
0.35595,0.525855,0.282955,0.279101,0.476643,1
0.329258,0.335145,0.5,0.66349,0.634524,1
0.37782,0.647502,0.572481,0.529158,0.248064,1
0.316515,0.347415,0.566906,0.358747,0.320759,1
0.355778,0.756529,0.260454,0.433855,0.287534,0
0.381781,0.379316,0.693349,0.561833,0.183862,1
0.31307,0.278703,0.469136,0.670297,0.629278,0
0.367488,0.677651,0.634608,0.273882,0.272546,0
0.432926,0.291148,0.812624,0.211028,0.222333,1
0.380059,0.436459,0.536838,0.543454,0.138396,1
0.318581,0.377564,0.551573,0.773315,0.320759,1
0.36456,0.535846,0.290522,0.323803,0.320759,0
0.810057,0.177038,0.395858,0.387338,0.343992,0
0.514896,0.721648,0.274791,0.298389,0.278291,0
0.456518,0.647152,0.264835,0.317223,0.295528,1
0.579129,0.445399,0.32955,0.383708,0.342243,0
0.374031,0.793865,0.226404,0.50034,0.434924,1
0.451352,0.385451,0.327559,0.340141,0.302023,0
0.332185,0.616126,0.53186,0.476968,0.260804,0
0.81109,0.350044,0.398845,0.386431,0.337497,0
0.729637,0.453637,0.561529,0.477422,0.282288,0
0.445325,0.751271,0.279172,0.316996,0.289783,0
0.432237,0.503418,0.302668,0.399818,0.299026,0
0.388669,0.590184,0.551175,0.242796,0.758681,0
0.441364,0.352673,0.746914,0.788972,0.18686,1
0.332702,0.367572,0.687376,0.558657,0.220834,1
0.319786,0.322699,0.520709,0.703653,0.816388,0
0.354055,0.387029,0.522899,0.791014,0.127904,1
0.765455,0.35688,0.440064,0.450874,0.288534,0
0.439642,0.370377,0.324174,0.343998,0.336248,0
0.332013,0.313234,0.687176,0.649648,0.498626,0
0.385053,0.434706,0.616089,0.289993,0.383962,0
0.333046,0.333567,0.505974,0.573179,0.068698,1
0.328397,0.34794,0.573278,0.498525,0.685986,1
0.285173,0.32603,0.626643,0.72521,0.320759,0
0.527467,0.531288,0.299681,0.328568,0.301024,0
0.480455,0.57844,0.280366,0.401634,0.29278,0
0.381264,0.765469,0.225806,0.29317,0.275044,0
0.420355,0.483436,0.557945,0.466077,0.378966,0
0.337351,0.452585,0.762047,0.246199,0.254559,1
0.5285,0.618931,0.290323,0.415929,0.366475,0
0.354916,0.352848,0.795699,0.534604,0.503872,1
0.340107,0.431201,0.636798,0.250284,0.320759,0
0.361116,0.392112,0.644166,0.21897,0.320759,0
0.35595,0.305521,0.735564,0.602224,0.509868,1
0.733253,0.442244,0.572481,0.4688,0.285036,0
0.607026,0.33567,0.392075,0.405718,0.290032,0
0.340279,0.327607,0.756671,0.563422,0.207844,0
0.481316,0.458896,0.30446,0.328795,0.320759,0
0.327708,0.444873,0.731382,0.227592,0.262553,0
0.331669,0.55092,0.287137,0.432948,0.291032,0
0.745824,0.412095,0.475309,0.543,0.39945,0
0.329947,0.414373,0.812824,0.211255,0.320759,0
0.352161,0.353199,0.515532,0.857953,0.797652,1
0.560186,0.49255,0.491637,0.316088,0.291032,0
0.342173,0.375635,0.58861,0.594963,0.409193,1
0.334596,0.321122,0.457188,0.664624,0.109918,1
0.559669,0.601928,0.479092,0.542319,0.423432,0
0.275702,0.431902,0.876742,0.194463,0.320759,0
0.625108,0.39667,0.4546,0.758112,0.233825,0
0.315481,0.333392,0.52728,0.47538,0.320759,0
0.338557,0.442945,0.307447,0.326526,0.298526,0
0.354055,0.798247,0.281959,0.448378,0.524107,0
0.466678,0.405609,0.315213,0.336964,0.320759,0
0.365077,0.290973,0.510952,0.624234,0.584562,0
0.429137,0.603681,0.298885,0.411845,0.360979,0
0.495953,0.380368,0.41139,0.382346,0.34674,0
0.329774,0.339702,0.64317,0.257545,0.43992,1
0.349234,0.366696,0.77738,0.544361,0.233325,0
0.7057,0.435232,0.31362,0.341275,0.320759,0
0.318581,0.301139,0.517921,0.860222,0.147639,1
0.274324,0.142331,0.230386,0.01248,0.320759,1
0.323747,0.398072,0.815014,0.222373,0.320759,0
0.332874,0.343383,0.49084,0.523032,0.320759,0
0.345445,0.317266,0.741537,0.677332,0.701974,1
0.384191,0.712883,0.595978,0.287043,0.320759,0
0.354228,0.390535,0.573676,0.66349,0.508119,1
0.512141,0.4617,0.3182,0.340821,0.30602,0
0.309282,0.292901,0.425926,0.466757,0.203597,0
0.319442,0.301139,0.488053,0.500794,0.662753,0
0.420183,0.835408,0.266229,0.29612,0.391706,0
0.601515,0.543383,0.510753,0.595416,0.23982,0
0.531255,0.719369,0.516726,0.307238,0.288034,0
0.436025,0.5383,0.472919,0.312684,0.35973,0
0.307043,0.293076,0.432497,0.624461,0.650762,0
0.539349,0.716214,0.268021,0.31813,0.290532,0
0.340796,0.71376,0.282159,0.411164,0.360979,0
0.371104,0.480105,0.790721,0.656002,0.192106,1
0.540899,0.402629,0.441856,0.418879,0.28004,0
0.327708,0.325855,0.49084,0.56796,0.92031,0
0.311004,0.288344,0.469733,0.3145,0.212091,0
0.33649,0.306573,0.734369,0.655321,0.779915,1
0.404856,0.697984,0.560335,0.489222,0.263802,0
0.489065,0.472042,0.605735,0.610619,0.152885,1
0.382297,0.551972,0.519116,0.423871,0.388459,0
0.362666,0.410692,0.599164,0.823236,0.320759,1
0.336318,0.316915,0.58642,0.130247,0.904572,1
0.332702,0.368624,0.518917,0.732244,0.320759,1
0.471328,0.54461,0.312027,0.334468,0.344991,0
0.197348,0.439264,0.224014,0.292035,0.283787,0
0.338385,0.485364,0.498606,0.428182,0.349488,0
0.657655,0.419106,0.333732,0.385069,0.305271,0
0.317892,0.364067,0.717244,0.600635,0.17287,0
0.315998,0.309027,0.225408,0.729521,0.760679,0
0.331496,0.421034,0.834329,0.192194,0.320759,0
0.380059,0.511656,0.550777,0.751759,0.18636,1
0.327191,0.41525,0.483274,0.597232,0.320759,1
0.283795,0.346713,0.603345,0.645337,0.320759,1
0.357327,0.680456,0.269415,0.417744,0.320759,0
0.483554,0.518317,0.446635,0.286136,0.769423,0
0.378681,0.569325,0.205496,0.279328,0.374969,0
0.404512,0.541455,0.661091,0.257091,0.20035,0
0.333391,0.43681,0.782557,0.150216,0.192356,0
0.371104,0.653462,0.272003,0.303835,0.290032,0
0.349234,0.368273,0.516726,0.680281,0.320759,1
0.318753,0.409115,0.56372,0.427729,0.320759,0
0.348028,0.448554,0.694544,0.90447,0.157632,1
0.354916,0.629623,0.579052,0.512367,0.235573,0
0.376442,0.663453,0.2728,0.312911,0.320759,0
0.494403,0.466433,0.319992,0.337418,0.342493,0
0.411228,0.691323,0.60693,0.468346,0.440669,0
0.432409,0.594391,0.272601,0.281144,0.678241,0
0.680902,0.493953,0.541219,0.50034,0.274544,0
0.457896,0.477826,0.312824,0.336056,0.30702,0
0.338901,0.466258,0.938471,0.189017,0.320759,0
0.274496,0.328659,0.641179,0.358747,0.320759,0
0.265542,0.616477,0.562923,0.243022,0.320759,0
0.306527,0.278703,0.535842,0.466757,0.201099,1
0.462201,0.600175,0.611708,0.535966,0.263303,1
0.348545,0.4156,0.664277,0.594055,0.487135,1
0.373687,0.331814,0.773795,0.631268,0.496628,1
0.381781,0.688694,0.577658,0.479918,0.276543,0
0.472017,0.518493,0.46356,0.435897,0.255059,0
0.329947,0.296582,0.436878,0.581348,0.686485,0
0.376442,0.423313,0.789327,0.608123,0.437422,0
0.790598,0.180368,0.342692,0.376673,0.30652,0
0.476494,0.320421,0.72959,0.536192,0.258556,1
0.324092,0.396144,0.843688,0.577717,0.218336,0
0.525056,0.686415,0.275388,0.415702,0.430927,0
0.574823,0.534443,0.663481,0.282051,0.280789,0
0.884794,0.308677,0.417762,0.498979,0.281539,0
0.453935,0.625066,0.517921,0.600182,0.423432,0
0.620458,0.372305,0.405018,0.391877,0.301774,0
0.77751,0.360386,0.333732,0.408668,0.298776,0
0.325297,0.325329,0.889885,0.199002,0.416188,0
0.316687,0.343909,0.466149,0.47538,0.684487,1
0.883417,0.328659,0.410593,0.39528,0.392206,0
0.325986,0.296231,0.474711,0.140005,0.714964,0
0.276907,0.164067,0.256073,0.203313,0.320759,1
0.342518,0.384926,0.681004,0.955979,0.121909,1
0.390735,0.391762,0.765034,0.238257,0.264302,1
0.375926,0.394917,0.674632,0.512821,0.235823,1
0.380231,0.774584,0.570092,0.515997,0.257057,1
0.364043,0.662577,0.793907,0.267983,0.267799,1
0.320647,0.356179,0.574074,0.843204,0.170372,0
0.441536,0.702542,0.266627,0.317676,0.290782,0
0.351128,0.396144,0.62724,0.282959,0.272296,0
0.300155,0.280982,0.447232,0.235081,0.320759,0
0.474772,0.571779,0.626842,0.251418,0.275044,1
0.364388,0.357055,0.766029,0.698661,0.17287,1
0.816428,0.31078,0.33871,0.378943,0.339995,0
0.45359,0.761613,0.266627,0.411618,0.465901,0
0.354916,0.546538,0.466945,0.418652,0.353735,0
0.648183,0.347765,0.3409,0.383027,0.339246,0
0.341829,0.419807,0.769614,0.675062,0.209093,0
0.392113,0.724102,0.276384,0.630361,0.233575,0
0.314792,0.337423,0.441458,0.495348,0.649263,1
0.336835,0.290447,0.48646,0.878375,0.136897,0
0.389702,0.577388,0.824373,0.225096,0.245816,0
0.281212,0.182472,0.246515,0.766508,0.149138,1
0.355605,0.324803,0.845679,0.567052,0.55983,1
0.363182,0.726205,0.28176,0.304289,0.27954,0
0.409678,0.34759,0.728395,0.752893,0.532351,1
0.326675,0.382997,0.746117,0.678693,0.200849,0
0.379198,0.612796,0.531262,0.301339,0.281289,0
0.480627,0.383348,0.698726,0.508055,0.255059,1
0.795592,0.31078,0.342095,0.3769,0.308519,0
0.471328,0.654163,0.289725,0.322442,0.295528,0
0.393318,0.48028,0.835125,0.210574,0.252061,1
0.251593,0.355302,0.533851,0.651917,0.591556,1
0.417255,0.511306,0.290522,0.327207,0.345991,0
0.824006,0.192463,0.342294,0.374858,0.336997,0
0.445152,0.290096,0.730785,0.529158,0.417437,1
0.838987,0.368273,0.321784,0.337872,0.30677,0
0.337007,0.423663,0.744723,0.258226,0.262553,0
0.356983,0.460298,0.750299,0.553892,0.651761,1
0.333046,0.403155,0.796296,0.590878,0.232576,0
0.71741,0.369325,0.435484,0.331972,0.305771,0
0.408128,0.556529,0.306651,0.328114,0.302023,0
0.646633,0.435057,0.42274,0.410256,0.304522,0
0.374548,0.296231,0.735564,0.907193,0.150887,1
0.49027,0.337423,0.704898,0.503063,0.259056,1
0.437575,0.535145,0.463361,0.428182,0.243567,0
0.306354,0.289921,0.439865,0.508282,0.320759,0
0.318237,0.290272,0.454401,0.192648,0.698976,0
0.25917,0.395968,0.639387,0.198321,0.567574,1
0.429998,0.451534,0.652927,0.25641,0.277542,1
0.627346,0.409991,0.400438,0.393011,0.354734,0
0.348889,0.312708,0.732577,0.722033,0.690482,1
0.319786,0.345136,0.454401,0.531427,0.320759,1
0.340623,0.398948,0.882517,0.209893,0.242068,0
0.370759,0.408063,0.810434,0.243476,0.268299,0
0.341657,0.43383,0.778176,0.750397,0.320759,0
0.140003,0.401402,0.27718,0.323803,0.301774,0
0.574479,0.61227,0.580844,0.493533,0.277792,0
0.389874,0.437336,0.711868,0.246653,0.263552,1
0.646633,0.437511,0.422939,0.411845,0.304272,0
0.387463,0.537599,0.533055,0.443386,0.368224,0
0.339935,0.42787,0.650936,0.485364,0.224831,0
0.550026,0.358983,0.334528,0.393011,0.348738,0
0.532633,0.593865,0.636201,0.489676,0.280789,1
0.750301,0.309904,0.340104,0.340595,0.337247,0
0.39504,0.576862,0.489646,0.762197,0.193855,0
0.652661,0.340929,0.343489,0.374177,0.311017,0
0.609781,0.392287,0.431103,0.403903,0.24007,0
0.373515,0.319369,0.592593,0.791014,0.320759,1
0.396246,0.558808,0.280566,0.307692,0.320759,0
0.379542,0.736897,0.220231,0.446108,0.28054,0
0.350095,0.520947,0.66826,0.503517,0.320759,0
0.432581,0.778791,0.266826,0.5371,0.264052,0
0.453763,0.528484,0.481083,0.501021,0.269048,1
0.371276,0.695355,0.242732,0.304742,0.290032,0
0.360083,0.391236,0.500199,0.582709,0.320759,1
0.345273,0.397371,0.688969,0.13592,0.716463,1
0.346306,0.594566,0.264835,0.435897,0.320759,0
0.34579,0.397897,0.632218,0.270933,0.262303,0
0.389702,0.43716,0.711868,0.246653,0.263552,1
0.330463,0.392463,0.550378,0.233719,0.541344,1
0.334768,0.331113,0.779172,0.549126,0.470647,1
0.458068,0.308151,0.62047,0.659632,0.550337,1
0.629757,0.465381,0.526284,0.460858,0.256308,0
0.336318,0.385451,0.833532,0.226004,0.239071,1
0.321164,0.399825,0.705098,0.813252,0.320759,0
0.416222,0.439965,0.719434,0.251418,0.222333,1
0.653005,0.439089,0.426324,0.41366,0.304022,0
0.415705,0.460473,0.71824,0.229181,0.269298,0
0.648183,0.564768,0.530068,0.306785,0.361729,0
0.474083,0.619106,0.287535,0.317223,0.291282,0
0.444808,0.620859,0.272999,0.435217,0.26705,0
0.325641,0.339351,0.72262,0.542546,0.598051,0
0.377648,0.419457,0.750697,0.258226,0.255059,0
0.277424,0.192813,0.26583,0.660994,0.638771,0
0.577407,0.360911,0.344086,0.373497,0.332501,0
0.313759,0.359509,0.611908,0.651917,0.196852,1
0.425177,0.616827,0.724612,0.476288,0.272296,1
0.275357,0.167397,0.279172,0.557976,0.783662,0
0.369726,0.521998,0.803067,0.234627,0.248564,0
0.376959,0.824189,0.253485,0.497391,0.273545,0
0.396074,0.624189,0.650139,0.304969,0.282788,0
0.372137,0.567923,0.495818,0.414795,0.297027,0
0.323403,0.434531,0.730585,0.250511,0.270547,0
0.339246,0.615776,0.551971,0.302473,0.375468,0
0.491992,0.62752,0.630227,0.255049,0.281289,1
0.254865,0.776161,0.235564,0.287724,0.27954,0
0.303771,0.323225,0.476703,0.471749,0.320759,0
0.369554,0.336021,0.770808,0.559337,0.487135,1
0.280868,0.18475,0.249502,0.630588,0.639021,1
0.373515,0.543558,0.285145,0.323122,0.295528,0
0.329258,0.448203,0.740342,0.23145,0.320759,0
0.37162,0.394566,0.755277,0.216928,0.718461,1
0.707766,0.283436,0.393469,0.395507,0.305271,0
0.358533,0.539702,0.520709,0.442932,0.275044,0
0.476149,0.628571,0.266428,0.415929,0.406445,0
0.345101,0.434531,0.874353,0.212162,0.161379,1
0.442914,0.61227,0.48188,0.302473,0.663502,0
0.316859,0.335846,0.626444,0.804175,0.165626,0
0.774755,0.456091,0.314616,0.523258,0.261804,0
0.519545,0.376337,0.673636,0.73111,0.195104,1
0.618736,0.313935,0.448626,0.417064,0.393705,0
0.431376,0.477651,0.478096,0.409122,0.372221,0
0.426038,0.41525,0.774393,0.210801,0.51986,1
0.336318,0.303769,0.456193,0.714318,0.738446,0
0.559497,0.648028,0.291119,0.407533,0.469648,0
0.325814,0.283786,0.47272,0.666894,0.565076,1
0.357155,0.468887,0.66587,0.713184,0.196353,1
0.341484,0.826117,0.259259,0.446562,0.481139,0
0.385569,0.676249,0.578057,0.477649,0.272546,0
0.332874,0.490096,0.773596,0.588382,0.599051,0
0.402101,0.767923,0.521505,0.42909,0.370972,0
0.34975,0.436459,0.74313,0.697527,0.5998,1
0.323231,0.450131,0.627439,0.251645,0.268549,0
0.352506,0.611569,0.256272,0.454731,0.27979,0
0.47856,0.597546,0.717642,0.267756,0.277792,1
0.729981,0.451183,0.310633,0.391877,0.387959,0
0.344584,0.651358,0.492035,0.303154,0.380215,0
0.483727,0.722699,0.274791,0.313592,0.390207,0
0.479766,0.415951,0.41358,0.404584,0.298526,0
0.321853,0.360386,0.593787,0.802133,0.129903,1
0.51679,0.673444,0.576065,0.48423,0.279291,0
0.485621,0.512883,0.464954,0.433401,0.252061,0
0.324264,0.395267,0.815611,0.577717,0.320759,0
0.340623,0.548116,0.572282,0.464942,0.273045,0
0.782332,0.293252,0.417364,0.393692,0.300774,0
0.353539,0.377564,0.625448,0.582482,0.202598,1
0.35285,0.536897,0.63859,0.244838,0.396702,0
0.45118,0.433129,0.7955,0.534831,0.438421,1
0.331152,0.364067,0.821983,0.589971,0.638771,1
0.350439,0.716564,0.260454,0.664851,0.238071,1
0.322886,0.316389,0.496217,0.186975,0.777917,0
0.451352,0.526731,0.474313,0.510324,0.320759,1
0.274841,0.367046,0.621067,0.637622,0.486885,1
0.463406,0.414373,0.525687,0.428636,0.382463,0
0.378164,0.572305,0.833931,0.212389,0.238571,0
0.39504,0.330237,0.819196,0.613115,0.459905,1
0.317548,0.385977,0.761051,0.614477,0.187359,0
0.332874,0.300088,0.679411,0.700023,0.846865,1
0.400379,0.732515,0.250896,0.29317,0.276792,0
0.328741,0.327783,0.449024,0.798049,0.135898,1
0.430859,0.562138,0.763242,0.247561,0.320759,0
0.356466,0.323225,0.725607,0.919219,0.129403,1
0.417427,0.659947,0.267622,0.426821,0.248564,0
0.373859,0.456792,0.776384,0.227366,0.22633,0
0.321853,0.360911,0.653923,0.683685,0.2006,1
0.309626,0.299387,0.418558,0.252326,0.320759,0
0.413294,0.658545,0.612107,0.481734,0.517112,1
0.351645,0.675372,0.509757,0.237803,0.320759,0
0.593422,0.514461,0.311828,0.330837,0.303023,0
0.325814,0.323576,0.880327,0.204901,0.420435,0
0.335629,0.33234,0.548785,0.850011,0.062453,1
0.332357,0.359509,0.887296,0.63853,0.48064,1
0.434303,0.716389,0.28873,0.32108,0.289283,0
0.606854,0.337248,0.397451,0.385296,0.350987,0
0.909247,0.319544,0.428116,0.436805,0.291032,0
0.352333,0.394741,0.840104,0.600182,0.425431,0
0.375409,0.321823,0.634608,0.716814,0.076443,1
0.869123,0.31709,0.410195,0.509871,0.275793,0
0.615636,0.615074,0.512744,0.308373,0.358731,0
0.371276,0.456091,0.672441,0.263898,0.229828,0
0.314792,0.294128,0.478893,0.836397,0.164377,0
0.339762,0.595968,0.487853,0.429771,0.320759,0
0.322542,0.303769,0.480088,0.223962,0.320759,0
0.261753,0.176161,0.242732,0.597005,0.320759,0
0.500603,0.508852,0.309638,0.435217,0.662003,0
0.423799,0.522699,0.280765,0.319038,0.301274,0
0.354228,0.506047,0.835325,0.20944,0.320759,0
0.713621,0.280456,0.390681,0.394146,0.305271,0
0.710177,0.188606,0.465153,0.639891,0.240819,0
0.325986,0.599299,0.572083,0.253914,0.320759,0
0.845359,0.371078,0.411191,0.518266,0.250812,0
0.348889,0.521122,0.797093,0.227592,0.249813,0
0.340623,0.343383,0.582636,0.686181,0.164876,0
0.335285,0.504996,0.499801,0.421148,0.361479,0
0.471156,0.652585,0.262843,0.676197,0.22683,0
0.237128,0.350745,0.601354,0.154527,0.136398,1
0.768211,0.281683,0.399841,0.406399,0.302023,0
0.656966,0.571253,0.545998,0.31518,0.357732,0
0.392113,0.389483,0.727599,0.206036,0.686485,1
0.399173,0.331989,0.760454,0.641706,0.630777,1
0.472533,0.670114,0.287535,0.323576,0.294029,0
0.351128,0.503769,0.621466,0.258226,0.320759,0
0.379542,0.484137,0.671844,0.272975,0.261054,1
0.340968,0.352673,0.78634,0.202859,0.43992,1
0.448424,0.340754,0.69554,0.554799,0.4669,0
0.559153,0.439089,0.319594,0.387792,0.338496,0
0.392285,0.690798,0.535444,0.474926,0.61279,0
0.343723,0.361437,0.70231,0.612662,0.489883,0
0.365249,0.350745,0.726603,0.561607,0.698226,1
0.338729,0.468186,0.557746,0.470388,0.280789,0
0.319959,0.298861,0.573875,0.268437,0.444417,1
0.332185,0.373181,0.658702,0.17926,0.710217,1
0.457896,0.364943,0.683791,0.572498,0.695229,1
0.347856,0.376687,0.532059,0.541638,0.526605,1
0.395729,0.603856,0.563122,0.248241,0.709218,0
0.31307,0.330938,0.610514,0.860449,0.320759,0
0.361805,0.050657,0.100757,0.19174,0.233325,0
0.765628,0.329711,0.58861,0.295666,0.284537,0
0.360599,0.70482,0.246316,0.718403,0.206845,1
0.376614,0.511656,0.712266,0.514863,0.218336,0
0.3513,0.307625,0.702111,0.63921,0.575069,0
0.365249,0.420684,0.728992,0.608577,0.320759,1
0.339074,0.415074,0.957985,0.187656,0.233575,0
0.547443,0.386678,0.423935,0.405945,0.297277,0
0.307043,0.282033,0.412386,0.449966,0.320759,0
0.363527,0.415951,0.496217,0.581575,0.237822,1
0.314104,0.302366,0.449024,0.592693,0.320759,0
0.632512,0.49255,0.299482,0.409122,0.295528,0
0.420183,0.653637,0.705695,0.254822,0.278291,1
0.38488,0.386152,0.719036,0.165192,0.622533,1
0.3513,0.348992,0.795898,0.63263,0.761179,1
0.515585,0.441893,0.320191,0.384615,0.344492,0
0.381436,0.609641,0.285743,0.318811,0.297277,0
0.347684,0.41823,0.769016,0.188337,0.632775,1
0.550887,0.606135,0.281561,0.43204,0.521359,0
0.661443,0.369325,0.334329,0.377808,0.342743,0
0.346651,0.454864,0.930904,0.167915,0.209593,0
0.347167,0.34128,0.60912,0.241207,0.320759,1
0.496125,0.46135,0.50219,0.769231,0.196103,0
0.305149,0.29851,0.493827,0.796687,0.176368,1
0.25917,0.382296,0.695739,0.181983,0.201599,1
0.362321,0.412971,0.906611,0.177445,0.236323,0
0.376442,0.438738,0.538033,0.66644,0.175868,1
0.443775,0.37511,0.326364,0.343998,0.337497,0
0.340279,0.39106,0.76822,0.720445,0.320759,0
0.544343,0.505171,0.439466,0.420241,0.357982,0
0.356983,0.497458,0.469534,0.43204,0.320759,0
0.332185,0.648904,0.587017,0.248015,0.265051,0
0.356639,0.41525,0.92035,0.180395,0.320759,0
0.3513,0.449606,0.584827,0.460858,0.184861,0
0.347512,0.350044,0.48626,0.595189,0.595304,0
