@relation yeast-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Mcg numeric
@attribute Gvh numeric
@attribute Alm numeric
@attribute Mit numeric
@attribute Erl numeric
@attribute Pox numeric
@attribute Vac numeric
@attribute Nuc numeric
@attribute Class {MIT,NUC,CYT,ME1,ME2,ME3,EXC,VAC,POX,ERL}

@data
0.280899,0.229885,0.21519,0.15,0,0,0.753425,0.36,ME3
0.41573,0.425287,0.443038,0.11,0,0,0.452055,0.22,CYT
0.269663,0.390805,0.405063,0.19,0,0,0.657534,0.22,CYT
0.550562,0.528736,0.329114,0.47,0,0,0.726027,0.22,MIT
0.202247,0.310345,0.253165,0.48,0,0,0.726027,0.3,NUC
0.52809,0.45977,0.151899,0.26,0,0,0.69863,0.22,ME3
0.393258,0.344828,0.367089,0.24,0,0,0.657534,0.31,CYT
0.359551,0.37931,0.367089,0.21,0,0,0.671233,0.34,CYT
0.561798,0.482759,0.379747,0.26,0,0,0.712329,0.22,CYT
0.438202,0.563218,0.392405,0.3,0,0,0.767123,0.22,MIT
0.426966,0.367816,0.417722,0.4,0,0,0.753425,0.22,MIT
0.595506,0.45977,0.481013,0.14,0,0,0.726027,0.22,MIT
0.516854,0.54023,0.417722,0.17,0,0,0.712329,0.22,MIT
0.303371,0.206897,0.481013,0.19,0,0,0.630137,0.22,MIT
0.640449,0.45977,0.291139,0.31,0,0,0.69863,0.22,MIT
0.146067,0.321839,0.329114,0.16,0,0,0.69863,0.38,NUC
0.561798,0.298851,0.405063,0.14,0,0,0.589041,0.26,NUC
0.314607,0.034483,0.481013,0.08,0,0,0.69863,0.27,NUC
0.247191,0.172414,0.367089,0.4,0,0,0.630137,0.61,NUC
0.449438,0.482759,0.443038,0.18,0,0,0.684932,0.38,NUC
0.359551,0.402299,0.405063,0.18,0,0,0.630137,0.22,NUC
0.404494,0.344828,0.341772,0.16,0,0,0.630137,0.27,NUC
0.460674,0.425287,0.379747,0.2,0,0,0.69863,0.22,NUC
0.247191,0.172414,0.392405,0.15,0,0,0.69863,0.86,NUC
0.280899,0.402299,0.367089,0.13,0,0,0.671233,0.6,NUC
0.382022,0.471264,0.35443,0.29,0,0,0.671233,0.25,NUC
0.494382,0.528736,0.405063,0.15,0,0,0.671233,0.22,NUC
0.224719,0.298851,0.43038,0.28,0,0,0.630137,0.31,NUC
0.359551,0.321839,0.379747,0.34,0,0,0.671233,0.28,NUC
0.595506,0.425287,0.405063,0.1,0,0,0.69863,0.22,NUC
0.337079,0.448276,0.443038,0.26,0,0,0.657534,0.32,NUC
0.41573,0.390805,0.481013,0.41,0,0,0.767123,0.27,NUC
0.426966,0.413793,0.379747,0.29,0,0,0.712329,0.71,NUC
0.337079,0.448276,0.379747,0.22,0,0,0.712329,0.44,NUC
0.449438,0.551724,0.367089,0.23,0,0,0.712329,0.61,NUC
0.539326,0.390805,0.379747,0.53,0,0,0.726027,0.26,CYT
0.325843,0.54023,0.367089,0.16,0,0,0.69863,0.22,CYT
0.483146,0.45977,0.405063,0.17,0,0,0.69863,0.39,NUC
0.47191,0.37931,0.417722,0.37,0,0,0.69863,0.3,NUC
0.52809,0.206897,0.493671,0.12,0,0,0.643836,0.33,NUC
0.426966,0.62069,0.367089,0.28,0,0,0.589041,0.22,NUC
0.370787,0.229885,0.43038,0.16,0,0,0.671233,0.22,NUC
0.370787,0.367816,0.405063,0.19,0,0,0.561644,0.28,NUC
0.516854,0.482759,0.392405,0.16,0,0,0.671233,0.39,NUC
0.382022,0.609195,0.227848,0.11,0,0,0.739726,0.22,ME3
0.235955,0.413793,0.405063,0.28,0,0,0.684932,0.5,NUC
0.393258,0.321839,0.468354,0.1,0,0,0.657534,0.22,NUC
0.516854,0.436782,0.468354,0.22,0,0,0.69863,0.22,NUC
0.258427,0.517241,0.367089,0.26,0,0,0.69863,0.22,NUC
0.494382,0.367816,0.468354,0.25,0,0,0.671233,0.22,NUC
0.325843,0.609195,0.164557,0.21,0,0,0.712329,0.26,NUC
0.348315,0.091954,0.481013,0.3,0,0,0.643836,0.27,NUC
0.595506,0.356322,0.379747,0.35,0,0,0.726027,0.22,CYT
0.269663,0.310345,0.291139,0.25,0,0,0.726027,0.57,NUC
0.494382,0.287356,0.544304,0.42,0,0,0.643836,0.22,MIT
0.382022,0.344828,0.367089,0.25,0,0,0.643836,0.22,MIT
0.382022,0.413793,0.455696,0.25,0,0,0.657534,0.22,NUC
0.382022,0.448276,0.367089,0.12,0,0,0.821918,0.22,CYT
0.505618,0.436782,0.139241,0.49,0,0,0.657534,0.22,NUC
0.292135,0.517241,0.367089,0.22,0,0,0.643836,0.22,NUC
0.404494,0.367816,0.379747,0.33,0,0,0.630137,0.26,NUC
0.438202,0.264368,0.544304,0.37,0,0,0.506849,0.33,NUC
0.359551,0.356322,0.544304,0.19,0,0,0.520548,0.33,NUC
0.303371,0.310345,0.481013,0.25,0,0,0.60274,0.22,CYT
0.314607,0.298851,0.481013,0.25,0,0,0.616438,0.22,CYT
0.483146,0.482759,0.443038,0.14,0,0,0.684932,0.25,CYT
0.382022,0.425287,0.455696,0.29,0,0,0.60274,0.11,CYT
0.561798,0.287356,0.455696,0.36,0,0,0.60274,0.21,CYT
0.561798,0.287356,0.455696,0.36,0,0,0.60274,0.21,CYT
0.359551,0.229885,0.417722,0.37,0,0,0.520548,0.16,CYT
0.359551,0.229885,0.417722,0.37,0,0,0.520548,0.16,CYT
0.449438,0.298851,0.468354,0.19,0,0,0.643836,0.22,CYT
0.685393,0.436782,0.392405,0.08,0,0,0.739726,0.22,NUC
0.269663,0.321839,0.405063,0.27,0,0,0.643836,0.29,NUC
0.505618,0.413793,0.417722,0.15,0,0,0.684932,0.35,NUC
0.516854,0.275862,0.278481,0.27,0,0,0.726027,0.28,NUC
0.516854,0.413793,0.506329,0.26,0,0,0.712329,0.22,NUC
0.41573,0.367816,0.531646,0.19,0,0,0.794521,0.22,NUC
0.258427,0.402299,0.329114,0.19,0,0,0.684932,0.3,NUC
0.483146,0.505747,0.43038,0.18,0,0,0.684932,0.22,NUC
0.303371,0.356322,0.43038,0.44,0,0,0.643836,0.51,NUC
0.325843,0.195402,0.455696,0.13,0,0,0.630137,0.22,NUC
0.179775,0.206897,0.43038,0.13,0,0,0.684932,0.22,NUC
0.460674,0.37931,0.443038,0.25,0,0,0.712329,0.22,NUC
0.370787,0.425287,0.43038,0.24,0,0,0.657534,0.22,NUC
0.258427,0.390805,0.341772,0.32,0,0,0.575342,0.22,NUC
0.438202,0.494253,0.531646,0.25,0,0,0.575342,0.22,NUC
0.224719,0.54023,0.556962,0.18,0,0,0.630137,0.22,NUC
0.516854,0.333333,0.531646,0.22,0,0,0.931507,0.32,NUC
0.292135,0.367816,0.405063,0.14,0,0,0.671233,0.22,NUC
0.280899,0.413793,0.43038,0.21,0,0,0.753425,0.33,NUC
0.202247,0.310345,0.367089,0.16,0,0,0.69863,0.34,NUC
0.292135,0.195402,0.379747,0.15,0,0,0.794521,0.26,NUC
0.269663,0.229885,0.341772,0.42,0,0,0.643836,0.43,CYT
0.393258,0.252874,0.607595,0.18,0,0,0.410959,0.25,CYT
0.393258,0.252874,0.607595,0.18,0,0,0.410959,0.25,CYT
0.516854,0.344828,0.392405,0.3,0,0,0.506849,0.11,CYT
0.516854,0.344828,0.392405,0.3,0,0,0.506849,0.11,CYT
0.539326,0.436782,0.341772,0.12,0,0,0.739726,0.31,CYT
0.539326,0.436782,0.341772,0.12,0,0,0.739726,0.31,CYT
0.561798,0.402299,0.443038,0.19,0,0,0.726027,0.31,CYT
0.561798,0.402299,0.443038,0.19,0,0,0.726027,0.31,CYT
0.370787,0.494253,0.392405,0.18,0,0,0.684932,0.11,CYT
0.280899,0.494253,0.392405,0.18,0,0,0.616438,0.16,CYT
0.292135,0.356322,0.544304,0.48,0,0,0.493151,0.27,CYT
0.685393,0.275862,0.531646,0.38,0,0,0.547945,0.14,CYT
0.685393,0.275862,0.531646,0.38,0,0,0.547945,0.14,CYT
0.370787,0.264368,0.544304,0.45,0,0,0.726027,0.11,CYT
0.52809,0.367816,0.43038,0.27,0,0,0.657534,0.11,CYT
0.58427,0.586207,0.303797,0.26,0,0,0.589041,0.22,CYT
0.58427,0.586207,0.303797,0.26,0,0,0.589041,0.22,CYT
0.359551,0.229885,0.582278,0.12,0,0,0.616438,0.23,CYT
0.359551,0.229885,0.582278,0.12,0,0,0.589041,0.23,CYT
0.52809,0.356322,0.367089,0.26,0,0,0.712329,0.22,CYT
0.303371,0.344828,0.405063,0.22,0,0,0.657534,0.11,CYT
0.325843,0.367816,0.506329,0.29,0,0,0.60274,0.22,CYT
0.325843,0.367816,0.506329,0.29,0,0,0.60274,0.22,CYT
0.258427,0.241379,0.556962,0.4,0,0,0.438356,0.16,CYT
0.359551,0.103448,0.734177,0.79,0,0,0.30137,0,CYT
0.269663,0.091954,1,0.8,0,0,0.178082,0.01,CYT
0.269663,0.091954,1,0.8,0,0,0.178082,0.01,CYT
0.505618,0.252874,0.329114,0.41,0,0,0.684932,0.22,CYT
0.505618,0.252874,0.329114,0.35,0,0,0.712329,0.22,CYT
0.483146,0.356322,0.43038,0.48,0,0,0.643836,0.22,CYT
0.269663,0.298851,0.443038,0.2,0,0,0.671233,0.41,CYT
0.41573,0.37931,0.468354,0.16,0,0,0.616438,0.22,CYT
0.41573,0.482759,0.341772,0.1,0,0,0.753425,0.22,CYT
0.651685,0.471264,0.43038,0.23,0,0,1,0.22,CYT
0.696629,0.54023,0.329114,0.2,0,0,0.986301,0.22,CYT
0.752809,0.793103,0.443038,0.21,0,0,0.945205,0.22,CYT
0.348315,0.413793,0.35443,0.36,0,0,0.780822,0.26,MIT
0.370787,0.563218,0.405063,0.27,0,0,0.671233,0.22,NUC
0.505618,0.551724,0.392405,0.19,0,0,0.712329,0.32,NUC
0.404494,0.494253,0.316456,0.5,0,0,0.69863,0.22,MIT
0.393258,0.229885,0.303797,0.22,0,0,0.561644,0.37,CYT
0.460674,0.344828,0.506329,0.22,0,0,0.616438,0.22,CYT
0.460674,0.344828,0.506329,0.22,0,0,0.616438,0.22,CYT
0.235955,0.356322,0.417722,0.21,0,0,0.547945,0.19,CYT
0.235955,0.356322,0.417722,0.21,0,0,0.547945,0.19,CYT
0.41573,0.321839,0.392405,0.33,0,0,0.69863,0.26,CYT
0.393258,0.298851,0.417722,0.22,0,0,0.657534,0.25,CYT
0.393258,0.298851,0.417722,0.22,0,0,0.657534,0.25,CYT
0.348315,0.425287,0.544304,0.13,0,0,0.671233,0.22,CYT
0.393258,0.471264,0.481013,0.41,0,0,0.726027,0.21,CYT
0.393258,0.471264,0.481013,0.41,0,0,0.726027,0.21,CYT
0.303371,0.425287,0.392405,0.44,0,0,0.739726,0.11,CYT
0.303371,0.425287,0.392405,0.44,0,0,0.739726,0.11,CYT
0.449438,0.448276,0.468354,0.17,0,0,0.643836,0.28,CYT
0.438202,0.425287,0.518987,0.23,0,0,0.479452,0.11,CYT
0.47191,0.505747,0.493671,0.36,0,0,0.684932,0.22,CYT
0.47191,0.505747,0.493671,0.36,0,0,0.684932,0.22,CYT
0.292135,0.195402,0.518987,0.43,0,0,0.60274,0.39,CYT
0.292135,0.195402,0.518987,0.43,0,0,0.60274,0.39,CYT
0.550562,0.505747,0.392405,0.14,0,0,0.630137,0.48,NUC
0.348315,0.287356,0.392405,0.29,0,0,0.575342,0.22,NUC
0.337079,0.37931,0.468354,0.08,0,0,0.69863,0.28,NUC
0.426966,0.310345,0.468354,0.23,0,0,0.643836,0.27,CYT
0.292135,0.275862,0.379747,0.38,0,0,0.60274,0.22,CYT
0.516854,0.425287,0.240506,0.08,0,0,0.643836,0.22,ME3
0.449438,0.310345,0.367089,0.28,0,0,0.657534,0.27,CYT
0.258427,0.137931,0.43038,0.28,0,0,0.69863,0.49,CYT
0.741573,0.83908,0.291139,0.27,0,0,0.657534,0.22,ME1
0.539326,0.471264,0.405063,0.14,0,0,0.657534,0.22,CYT
0.438202,0.402299,0.341772,0.23,0,0,0.726027,0.68,CYT
0.314607,1,0.21519,0.41,0,0,0.684932,0.27,MIT
0.505618,0.333333,0.392405,0.14,0,0,0.69863,0.22,CYT
0.314607,0.37931,0.151899,0.18,0,0,0.726027,0.22,ME3
0.460674,0.471264,0.329114,0.49,0,0,0.739726,0.22,MIT
0.393258,0.413793,0.43038,0.18,0,0,0.767123,0.22,NUC
0.505618,0.597701,0.35443,0.56,0,0,0.671233,0.22,MIT
0.47191,0.436782,0.43038,0.57,0,0,0.630137,0.22,MIT
0.483146,0.586207,0.240506,0.56,0,0,0.69863,0.22,MIT
0.404494,0.517241,0.329114,0.52,0,0,0.739726,0.22,MIT
0.393258,0.333333,0.379747,0.16,0,0,0.767123,0.22,CYT
0.550562,0.436782,0.35443,0.18,0,0,0.726027,0.38,CYT
0.494382,0.448276,0.291139,0.2,0,0,0.767123,0.22,ME2
0.426966,0.287356,0.443038,0.09,0,0,0.630137,0.22,CYT
0.303371,0.310345,0.405063,0.12,0,0,0.753425,0.22,CYT
0.494382,0.482759,0.392405,0.13,0,0,0.726027,0.25,CYT
0.393258,0.356322,0.468354,0.17,0,0,0.753425,0.22,CYT
0.258427,0.37931,0.392405,0.19,0,0,0.726027,0.26,CYT
0.52809,0.494253,0.316456,0.14,0,0,0.69863,0.22,CYT
0.393258,0.390805,0.291139,0.18,1,0,0.630137,0.22,ME2
0.370787,0.666667,0.367089,0.21,0,0,0.739726,0.27,CYT
0.505618,0.413793,0.139241,0.22,0,0,0.684932,0.22,ME2
0.337079,0.413793,0.329114,0.09,0,0,0.671233,0.22,CYT
0.370787,0.436782,0.405063,0.3,0,0,0.726027,0.22,CYT
0.483146,0.436782,0.443038,0.15,0,0,0.739726,0.31,CYT
0.449438,0.436782,0.139241,0.27,0,0,0.739726,0.22,ME3
0.393258,0.287356,0.379747,0.2,0,0,0.69863,0.22,CYT
0.494382,0.678161,0.177215,0.26,0,0,0.671233,0.22,ME3
0.606742,0.609195,0.202532,0.12,0,0,0.712329,0.27,ME3
0.337079,0.310345,0.443038,0.17,0,0,0.767123,0.22,CYT
0.314607,0.666667,0.21519,0.14,0,0,0.684932,0.22,ME2
0.292135,0.333333,0.316456,0.15,0,0,0.69863,0.31,ME2
0.539326,0.482759,0.455696,0.18,0,0,0.69863,0.22,CYT
0.41573,0.436782,0.367089,0.24,0,0,0.739726,0.38,CYT
0.314607,0.195402,0.531646,0.2,0,0,0.589041,0.47,CYT
0.404494,0.448276,0.417722,0.25,0,0,0.739726,0.29,MIT
0.741573,0.793103,0.240506,0.36,0,0,0.520548,0.22,ME1
0.460674,0.482759,0.227848,0.09,1,0,0.753425,0.25,ME3
0.348315,0.172414,0.151899,0.23,0,0,0.534247,0.26,ME3
0.404494,0.275862,0.316456,0.28,0,0,0.712329,0.99,NUC
0.41573,0.425287,0.329114,0.29,0,0,0.630137,0.27,NUC
0.426966,0.413793,0.392405,0.18,0,0,0.69863,0.25,NUC
0.483146,0.528736,0.455696,0.34,0,0,0.671233,0.22,NUC
0.662921,0.747126,0.405063,0.24,0,0,0.657534,0.22,VAC
0.831461,0.643678,0.164557,0.31,0,0,0.780822,0.3,ME1
0.505618,0.528736,0.303797,0.15,0,0,0.739726,0.22,MIT
0.404494,0.494253,0.405063,0.44,0,0,0.726027,0.22,MIT
0.47191,0.413793,0.329114,0.21,0,0,0.726027,0.22,CYT
0.662921,0.505747,0.164557,0.19,0,0,0.726027,0.27,ME2
0.348315,0.344828,0.582278,0.7,0,0,0.575342,0.25,CYT
0.404494,0.356322,0.405063,0.18,0,0,0.643836,0.29,NUC
0.325843,0.413793,0.405063,0.23,0,0,0.60274,0.26,NUC
0.382022,0.597701,0.379747,0.17,0,0,0.671233,0.22,NUC
0.348315,0.333333,0.43038,0.31,0,0,0.589041,0.22,NUC
0.382022,0.321839,0.405063,0.49,0,0,0.671233,0.31,NUC
0.348315,0.172414,0.35443,0.22,0,0,0.753425,0.34,NUC
0.404494,0.425287,0.329114,0.22,0,0,0.726027,0.45,NUC
0.505618,0.482759,0.455696,0.15,0,0,0.739726,0.25,CYT
0.292135,0.390805,0.35443,0.12,0,0,0.643836,0.31,NUC
0.235955,0.54023,0.341772,0.13,0,0,0.726027,0.22,NUC
0.303371,0.333333,0.126582,0.35,0,0,0.712329,0.22,ME3
0.393258,0.494253,0.443038,0.25,0,0,0.589041,0.22,NUC
0.292135,0.482759,0.392405,0.13,0,0,0.575342,0.8,CYT
0.393258,0.402299,0.21519,0.22,0,0,0.534247,0.45,ME3
0.775281,0.643678,0.405063,0.33,0,0,0.69863,0.22,ME2
0.460674,0.597701,0.189873,0.37,0,0,0.712329,0.34,ME3
0.089888,0.034483,0.594937,0.36,0,0,0.671233,0.21,NUC
0.404494,0.494253,0.379747,0.2,0,0,0.712329,0.59,NUC
0.325843,0.712644,0.291139,0.12,0,0,0.671233,0.22,NUC
0.41573,0.482759,0.468354,0.18,0,0,0.520548,0.69,NUC
0.516854,0.436782,0.164557,0.13,0,0,0.726027,0.27,MIT
0.483146,0.425287,0.379747,0.26,0,0,0.712329,0.22,CYT
0.550562,0.586207,0.443038,0.36,0,0,0.630137,0.27,CYT
0.179775,0.321839,0.037975,0.2,0,0,0.671233,0.22,ME3
0.157303,0.252874,0.012658,0.18,0,0,0.630137,0.22,ME3
0.314607,0.367816,0.379747,0.29,0,0,0.739726,0.22,CYT
0.247191,0.390805,0.43038,0.24,0,0,0.616438,0.67,NUC
0.359551,0.390805,0.329114,0.18,0,0,0.643836,0.22,CYT
0.617978,0.344828,0.455696,0.6,0,0,0.260274,0.33,NUC
0.494382,0.310345,0.518987,0.22,0,0,0.506849,0.28,NUC
0.247191,0.37931,0.493671,0.18,0,0,0.69863,0.26,NUC
0.449438,0.425287,0.417722,0.11,0,0,0.821918,0.22,NUC
0.483146,0.54023,0.455696,0.17,0,0,0.60274,0.22,NUC
0.382022,0.505747,0.21519,0.28,0,0,0.726027,0.31,ME3
0.483146,0.390805,0.468354,0.4,0,0,0.630137,0.27,MIT
0.280899,0.218391,0.43038,0.27,0,0,0.643836,0.43,NUC
0.393258,0.321839,0.303797,0.23,0,0,0.657534,0.22,NUC
0.325843,0.298851,0.493671,0.23,0,0,0.712329,0.31,NUC
0.460674,0.390805,0.468354,0.18,0,0,0.465753,0.11,CYT
0.460674,0.390805,0.468354,0.18,0,0,0.465753,0.11,CYT
0.438202,0.367816,0.379747,0.19,0,0,0.726027,0.25,CYT
0.516854,0.482759,0.379747,0.18,0,0,0.69863,0.43,NUC
0.370787,0.344828,0.316456,0.28,0,0,0.616438,0.29,NUC
0.393258,0.425287,0.367089,0.28,0,0,0.684932,0.37,NUC
0.741573,0.689655,0.35443,0.46,0,0,0.520548,0.22,EXC
0.303371,0.517241,0.316456,0.21,0,0,0.712329,0.22,NUC
0.235955,0.632184,0.379747,0.16,0,1,0.753425,0.22,POX
0.179775,0.37931,0.392405,0.17,0,0,0.671233,0.44,NUC
0.460674,0.367816,0.303797,0.13,0,0,0.657534,0.22,NUC
0.292135,0.183908,0.303797,0.15,0,0,0.671233,0.22,NUC
0.292135,0.402299,0.582278,0.37,0,0,0.767123,0.62,NUC
0.370787,0.528736,0.417722,0.18,0,0,0.671233,0.22,NUC
0.41573,0.597701,0.189873,0.24,0,0,0.739726,0.31,NUC
0.539326,0.413793,0.303797,0.22,0,0,0.616438,0.31,NUC
0.696629,0.448276,0.481013,0.25,0,0,0.69863,0.22,NUC
0.134831,0,0.379747,0.16,0,0,0.726027,0.51,NUC
0.426966,0.54023,0.417722,0.35,0,0,0.726027,0.46,NUC
0.460674,0.206897,0.443038,0.16,0,0,0.753425,0.22,NUC
0.426966,0.402299,0.379747,0.21,0,0,0.726027,0.22,NUC
0.426966,0.54023,0.265823,0.18,0,0,0.794521,0.28,NUC
0.550562,0.563218,0.417722,0.11,0,0,0.69863,0.22,NUC
0.494382,0.390805,0.405063,0.2,0,0,0.547945,0.22,NUC
0.404494,0.218391,0.379747,0.24,0,0,0.739726,0.27,NUC
0.47191,0.137931,0.481013,0.27,0,0,0.616438,0.26,NUC
0.224719,0.425287,0.417722,0.32,0,0,0.726027,0.31,NUC
0.157303,0.229885,0.341772,0.18,0,0,0.575342,0.33,NUC
0.494382,0.37931,0.329114,0.15,0,0,0.643836,0.22,ME3
0.561798,0.425287,0.506329,0.21,0,0,0.753425,0.54,CYT
0.438202,0.448276,0.379747,0.22,0,0,0.630137,0.37,CYT
0.573034,0.229885,0.35443,0.24,0,0,0.69863,0.42,CYT
0.505618,0.448276,0.316456,0.17,0,0,0.671233,0.73,CYT
0.460674,0.494253,0.43038,0.16,0,0,0.726027,0.39,CYT
0.47191,0.402299,0.379747,0.18,0,0,0.712329,0.27,CYT
0.449438,0.402299,0.379747,0.19,0,0,0.69863,0.27,CYT
0.449438,0.402299,0.379747,0.26,0,0,0.69863,0.27,CYT
0.47191,0.402299,0.379747,0.18,0,0,0.69863,0.27,CYT
0.550562,0.37931,0.379747,0.1,0,0,0.657534,0.31,CYT
0.550562,0.37931,0.379747,0.1,0,0,0.657534,0.31,CYT
0.370787,0.298851,0.531646,0.11,0,0,0.671233,0.26,NUC
0.449438,0.425287,0.35443,0.45,0,0,0.657534,0.22,MIT
0.303371,0.333333,0.329114,0.12,0,0,0.643836,0.53,NUC
0.337079,0.333333,0.025316,0.16,0,0,0.547945,0.22,ME3
0.157303,0.333333,0,0.14,0,0,0.561644,0.22,ME3
0.662921,0.517241,0.405063,0.39,0,0,0.808219,0.22,EXC
0.426966,0.206897,0.278481,0.24,0,0,0.739726,0.22,ME3
0.393258,0.321839,0.278481,0.18,0,0,0.739726,0.22,ME3
0.808989,0.781609,0.303797,0.38,0,0,0.547945,0.26,EXC
0.303371,0.436782,0.443038,0.21,0,0,0.657534,0.31,NUC
0.235955,0.264368,0.088608,0.38,0,0,0.684932,0.4,ME3
0.325843,0.597701,0.21519,0.17,0,0,0.780822,0.22,ME3
0.280899,0.275862,0.531646,0.25,0,0,0.410959,0.22,CYT
0.426966,0.482759,0.253165,0.19,0,0,0.657534,0.31,ME3
0.213483,0.367816,0.43038,0.19,0,0,0.726027,0.4,CYT
0.865169,0.678161,0.139241,0.3,0,0,0.712329,0.33,ME1
0.370787,0.310345,0.405063,0.19,0,0,0.657534,0.27,CYT
0.382022,0.505747,0.392405,0.21,0,0,0.739726,0.38,NUC
0.494382,0.321839,0.582278,0.61,0,0,0.671233,0.14,MIT
0.191011,0.057471,0.64557,0.26,0,0,0.671233,0.25,MIT
0.617978,0.597701,0.405063,0.17,0,0,0.643836,0.66,NUC
0.41573,0.471264,0.443038,0.29,0,0,0.69863,0.43,NUC
0.247191,0.275862,0.35443,0.22,0,0,0.753425,0.22,CYT
0.52809,0.344828,0.139241,0.11,0,0,0.671233,0.22,VAC
0.52809,0.586207,0.265823,0.3,0,0,0.739726,0.22,NUC
0.707865,0.793103,0.316456,0.24,0,0,0.684932,0.31,EXC
0.707865,0.793103,0.316456,0.24,0,0,0.657534,0.22,EXC
0.719101,0.724138,0.468354,0.22,0,0,0.671233,0.22,EXC
0.52809,0.275862,0.468354,0.16,0,0,0.69863,0.22,NUC
0.314607,0.298851,0.556962,0.16,0,0,0.616438,0.22,CYT
0.449438,0.528736,0.43038,0.21,0,0,0.712329,0.22,CYT
0.337079,0.252874,0.493671,0.22,0,0,0.767123,0.79,CYT
0.359551,0.172414,0.253165,0.32,0,0,0.712329,0.22,ME3
0.337079,0.413793,0.43038,0.13,0,0,0.753425,0.22,CYT
0.134831,0.183908,0.316456,0,0,0,0.589041,0.31,CYT
0.303371,0.241379,0.43038,0.44,0,0,0.657534,0.26,CYT
0.561798,0.471264,0.417722,0.38,0,0,0.739726,0.29,MIT
0.404494,0.390805,0.367089,0.19,0,0,0.69863,0.26,NUC
0.494382,0.287356,0.392405,0.16,0,0,0.671233,0.64,NUC
0.337079,0.298851,0.506329,0.17,0,0,0.684932,0.61,NUC
0.337079,0.494253,0.405063,0.16,0,0,0.753425,0.26,NUC
0.752809,0.689655,0.075949,0.28,0,0,0.767123,0.22,ME1
0.224719,0.436782,0.21519,0.18,0,0,0.630137,0.31,ME3
0.58427,0.586207,0.35443,0.2,0,0,0.712329,0.25,CYT
0.224719,0.310345,0.126582,0.17,0,0,0.712329,0.22,ME3
0.370787,0.597701,0.35443,0.16,0,0,0.657534,0.31,NUC
0.41573,0.356322,0.316456,0.37,0,0,0.630137,0.36,CYT
0.438202,0.413793,0.316456,0.22,0,0,0.726027,0.25,CYT
0.573034,0.333333,0.329114,0.16,0,0,0.712329,0.22,CYT
0.438202,0.367816,0.392405,0.18,0,0,0.712329,0.22,CYT
0.539326,0.436782,0.329114,0.21,0,0,0.643836,0.22,CYT
0.314607,0.390805,0.35443,0.2,0,0,0.726027,0.26,CYT
0.426966,0.402299,0.392405,0.24,0,0,0.684932,0.22,CYT
0.539326,0.402299,0.35443,0.42,0,0,0.712329,0.22,CYT
0.516854,0.252874,0.367089,0.43,0,0,0.726027,0.22,CYT
0.561798,0.448276,0.367089,0.44,0,0,0.726027,0.22,CYT
0.426966,0.436782,0.392405,0.13,0,0,0.69863,0.33,NUC
0.382022,0.310345,0.443038,0.15,0,0,0.712329,0.22,NUC
0.58427,0.344828,0.341772,0.11,0,0,0.69863,0.22,CYT
0.58427,0.344828,0.341772,0.11,0,0,0.69863,0.22,CYT
0.460674,0.367816,0.405063,0.34,0,0,0.712329,0.44,CYT
0.483146,0.402299,0.43038,0.33,0,0,0.753425,0.4,CYT
0.494382,0.758621,0.303797,0.25,0,0,0.69863,0.22,NUC
0.52809,0.436782,0.531646,0.2,0,0,0.684932,0.42,NUC
0.58427,0.517241,0.455696,0.1,0,0,0.712329,0.33,NUC
0.483146,0.62069,0.443038,0.15,0,0,0.780822,0.33,NUC
0.337079,0.528736,0.556962,0.14,0,0,0.671233,0.33,NUC
0.404494,0.287356,0.367089,0.15,0,0,0.671233,0.47,NUC
0.247191,0.045977,0.392405,0.13,0,0,0.69863,0.75,NUC
0.348315,0.425287,0.481013,0.17,0,0,0.69863,0.22,CYT
0.483146,0.482759,0.43038,0.4,0,0,0.726027,0.22,CYT
0.224719,0.206897,0.455696,0.15,0,0,0.684932,0.22,CYT
0.303371,0.333333,0.367089,0.19,0,0,0.60274,0.22,CYT
0.247191,0.264368,0.518987,0.26,0,0,0.753425,0.22,CYT
0.303371,0.333333,0.367089,0.19,0,0,0.60274,0.22,CYT
0.404494,0.494253,0.468354,0.19,0,0,0.60274,0.64,CYT
0.235955,0.218391,0.392405,0.18,0,0,0.657534,0.34,CYT
0.191011,0.16092,0.367089,0.14,0,0,0.684932,0.28,CYT
0.337079,0.37931,0.455696,0.25,0,0,0.780822,0.38,CYT
0.370787,0.471264,0.379747,0.16,0,0,0.794521,0.22,CYT
0.370787,0.482759,0.379747,0.16,0,0,0.821918,0.22,CYT
0.741573,0.655172,0.291139,0.29,0,0,0.767123,0.22,ME1
0.325843,0.494253,0.405063,0.15,0,0,0.671233,0.22,CYT
0.764045,0.758621,0.265823,0.26,0,0,0.821918,0.22,ME1
0.775281,0.804598,0.278481,0.24,0,0,0.739726,0.22,ME1
0.52809,0.482759,0.379747,0.13,0,0,0.712329,0.22,CYT
0.494382,0.643678,0.379747,0.12,0,0,0.69863,0.22,CYT
0.404494,0.37931,0.405063,0.12,0,0,0.69863,0.25,NUC
0.516854,0.183908,0.531646,0.22,0,0,0.671233,0.27,NUC
0.460674,0.413793,0.481013,0.21,0,0,0.643836,0.22,NUC
0.337079,0.333333,0.405063,0.17,0,0,0.657534,0.58,NUC
0.426966,0.425287,0.265823,0.43,0,0,0.684932,0.36,VAC
0.370787,0.413793,0.35443,0.27,0,0,0.712329,0.22,CYT
