@relation banana-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute At1 numeric
@attribute At2 numeric
@attribute Class {-1.0,1.0}

@data
0.417966,0.741935,-1.0
0.286441,0.641577,-1.0
0.318644,0.492294,1.0
0.544576,0.206093,-1.0
0.694915,0.508244,-1.0
0.410847,0.188172,-1.0
0.384915,0.259319,-1.0
0.557966,0.218638,-1.0
0.65,0.550358,-1.0
0.445593,0.236559,-1.0
0.629153,0.330466,1.0
0.267797,0.179211,1.0
0.701695,0.501613,-1.0
0.651017,0.537276,-1.0
0.332203,0.457706,1.0
0.918644,0.645161,1.0
0.668644,0.380824,1.0
0.519542,0.291219,-1.0
0.559322,0.202509,-1.0
0.240678,0.390323,1.0
0.456949,0.367742,1.0
0.457797,0.213262,-1.0
0.711864,0.666667,1.0
0.313559,0.486201,1.0
0.504068,0.207885,-1.0
0.58678,0.715054,-1.0
0.315254,0.283871,1.0
0.745763,0.120072,1.0
0.480678,0.182796,-1.0
0.328814,0.312366,1.0
0.728814,0.111111,1.0
0.524449,0.716846,-1.0
0.410169,0.646953,-1.0
0.789831,0.636201,1.0
0.482881,0.589068,1.0
0.7,0.594982,-1.0
0.759322,0.518638,-1.0
0.855932,0.301254,-1.0
0.689492,0.189964,1.0
0.240678,0.427507,1.0
0.434068,0.24552,-1.0
0.500508,0.68638,-1.0
0.20678,0.28853,1.0
0.7,0.385305,1.0
0.318644,0.287634,1.0
0.659322,0.546953,-1.0
0.546271,0.795699,-1.0
0.750847,0.105735,1.0
0.55339,0.545161,1.0
0.716949,0.413459,-1.0
0.416271,0.654122,-1.0
0.419153,0.28638,-1.0
0.283051,0.558781,-1.0
0.675763,0.56129,-1.0
0.509932,0.818996,1.0
0.738983,0.715054,1.0
0.395085,0.493907,1.0
0.380169,0.267742,-1.0
0.732203,0.287634,1.0
0.380847,0.224014,-1.0
0.584237,0.544265,-1.0
0.29322,0.382079,1.0
0.689322,0.535305,-1.0
0.701695,0.344624,1.0
0.402203,0.648746,-1.0
0.685593,0.425484,-1.0
0.794915,0.39552,-1.0
0.318644,0.296953,1.0
0.42322,0.657706,-1.0
0.716949,0.574194,-1.0
0.422542,0.469892,1.0
0.621186,0.394265,1.0
0.29661,0.37276,1.0
0.501864,0.417384,1.0
0.599492,0.59319,-1.0
0.587627,0.313082,1.0
0.262712,0.543548,-1.0
0.311864,0.304839,1.0
0.920339,0.639785,1.0
0.465932,0.706093,-1.0
0.738983,0.443405,-1.0
0.230508,0.529032,-1.0
0.685932,0.445986,-1.0
0.415424,0.241935,-1.0
0.575085,0.18638,-1.0
0.449322,0.673835,-1.0
0.475085,0.236559,-1.0
0.771186,0.544982,-1.0
0.685932,0.287455,1.0
0.521915,0.256272,-1.0
0.728814,0.437491,-1.0
0.541525,0.129032,-1.0
0.656949,0.582258,-1.0
0.340678,0.492115,1.0
0.539136,0.179211,-1.0
0.29661,0.572581,-1.0
0.414068,0.621864,-1.0
0.722034,0.177419,1.0
0.386271,0.18638,-1.0
0.360847,0.410036,1.0
0.359661,0.387814,1.0
0.469153,0.524194,1.0
0.310169,0.336022,1.0
0.628814,0.251613,1.0
0.130508,0.443746,-1.0
0.728814,0.663082,1.0
0.556949,0.621864,-1.0
0.769492,0.666667,1.0
0.546949,0.38405,1.0
0.358644,0.172043,-1.0
0.466949,0.125448,-1.0
0.506797,0.781362,1.0
0.569831,0.574014,-1.0
0.618644,0.639785,-1.0
0.514797,0.294624,-1.0
0.491864,0.249462,-1.0
0.461186,0.55233,1.0
0.485424,0.238351,-1.0
0.601356,0.301254,1.0
0.310169,0.264875,-1.0
0.298305,0.358065,1.0
0.418475,0.700717,-1.0
0.396102,0.625448,-1.0
0.45,0.234767,-1.0
0.579322,0.657706,-1.0
0.562203,0.734767,1.0
0.402542,0.44371,1.0
0.661017,0.774194,-1.0
0.585424,0.783154,1.0
0.629492,0.625448,-1.0
0.68,0.594982,-1.0
0.45322,0.259677,-1.0
0.291525,0.601792,-1.0
0.569322,0.718638,1.0
0.583559,0.71147,-1.0
0.542373,0.527419,1.0
0.776271,0.497312,-1.0
0.620508,0.154122,-1.0
0.552712,0.713262,1.0
0.593051,0.418065,1.0
0.850847,0.277419,-1.0
0.677458,0.462545,-1.0
0.530729,0.490143,1.0
0.605763,0.195341,-1.0
0.518559,0.232975,-1.0
0.69322,0.41224,-1.0
0.708475,0.4819,-1.0
0.431695,0.424659,1.0
0.635424,0.591935,-1.0
0.431864,0.295878,-1.0
0.350847,0.702509,-1.0
0.247458,0.480824,-1.0
0.776271,0.540681,-1.0
0.424915,0.240143,-1.0
0.386949,0.629032,-1.0
0.407966,0.675627,-1.0
0.536169,0.399283,1.0
0.589492,0.722222,-1.0
0.671864,0.749104,-1.0
0.622712,0.55,-1.0
0.764407,0.495341,-1.0
0.391695,0.549462,1.0
0.638644,0.488351,-1.0
0.558305,0.238351,-1.0
0.766102,0.517563,-1.0
0.391695,0.213262,-1.0
0.30339,0.53172,-1.0
0.698305,0.434247,-1.0
0.433559,0.218638,-1.0
0.543898,0.198925,-1.0
0.783051,0.240143,1.0
0.442203,0.266308,-1.0
0.669153,0.499821,-1.0
0.545085,0.57509,-1.0
0.374576,0.200717,-1.0
0.548305,0.316129,1.0
0.614237,0.761649,1.0
0.867797,0.625448,1.0
0.431186,0.507527,1.0
0.764407,0.750896,1.0
0.762712,0.053763,1.0
0.427797,0.327419,1.0
0.358814,0.517025,1.0
0.681695,0.684588,1.0
0.603729,0.673835,-1.0
0.649153,0.437814,1.0
0.487458,0.743728,-1.0
0.433898,0.25914,-1.0
0.365085,0.159498,-1.0
0.586441,0.419122,1.0
0.641525,0.544982,-1.0
0.672881,0.477599,-1.0
0.428305,0.398925,1.0
0.738983,0.307348,1.0
0.3,0.402151,1.0
0.811864,0.340681,-1.0
0.664746,0.507527,-1.0
0.618814,0.740143,1.0
0.628305,0.62724,-1.0
0.284746,0.632616,-1.0
0.813559,0.387993,-1.0
0.603898,0.489068,1.0
0.378814,0.68638,-1.0
0.232203,0.354839,1.0
0.554237,0.417079,1.0
0.644407,0.578315,-1.0
0.559492,0.734767,1.0
0.395763,0.292294,1.0
0.635763,0.643369,-1.0
0.67661,0.598029,-1.0
0.615932,0.277419,1.0
0.80678,0.602867,1.0
0.514051,0.159498,-1.0
0.250847,0.358423,1.0
0.479492,0.200717,-1.0
0.828814,0.702509,1.0
0.546441,0.216846,-1.0
0.476441,0.238351,-1.0
0.592373,0.328853,1.0
0.245763,0.327599,1.0
0.498983,0.756272,1.0
0.608305,0.218638,-1.0
0.494746,0.232975,-1.0
0.494068,0.258781,-1.0
0.784746,0.3681,-1.0
0.749153,0.501075,-1.0
0.664915,0.545341,-1.0
0.640678,0.709677,-1.0
0.431864,0.592832,-1.0
0.725424,0.371147,1.0
0.816949,0.654122,1.0
0.183051,0.506989,-1.0
0.577288,0.684588,1.0
0.681864,0.555735,-1.0
0.935593,0.58405,1.0
0.443729,0.22043,-1.0
0.325424,0.450896,1.0
0.9,0.062724,-1.0
0.705085,0.50681,-1.0
0.502542,0.521685,1.0
0.668983,0.585125,-1.0
0.620169,0.274552,-1.0
0.63322,0.26129,1.0
0.357119,0.625448,-1.0
0.38322,0.61828,-1.0
0.561017,0.272939,-1.0
0.169492,0.209677,1.0
0.245763,0.255914,1.0
0.533966,0.722222,-1.0
0.798305,0.22043,1.0
0.520169,0.232975,-1.0
0.335593,0.31129,1.0
0.715254,0.426237,-1.0
0.381695,0.218638,-1.0
0.541017,0.243728,-1.0
0.621356,0.240143,1.0
0.631356,0.727599,1.0
0.580678,0.537814,1.0
0.577966,0.249462,-1.0
0.255932,0.139785,1.0
0.501864,0.125448,-1.0
0.481525,0.518817,1.0
0.35661,0.200717,-1.0
0.580508,0.341756,1.0
0.546271,0.326523,1.0
0.70678,0.24552,1.0
0.441356,0.269355,-1.0
0.876271,0.670251,1.0
0.631864,0.62724,-1.0
0.540085,0.231183,-1.0
0.698305,0.359857,1.0
0.404237,0.451434,1.0
0.752542,0.625448,1.0
0.50678,0.240143,-1.0
0.59678,0.148746,-1.0
0.291525,0.406272,1.0
0.355085,0.279211,-1.0
0.357458,0.241935,-1.0
0.201695,0.191756,1.0
0.690169,0.347312,1.0
0.44,0.299462,-1.0
0.692373,0.51828,-1.0
0.437797,0.492294,1.0
0.538186,0.569713,1.0
0.512559,0.189964,-1.0
0.267797,0.378853,1.0
0.349153,0.550358,-1.0
0.725424,0.204301,1.0
0.271186,0.469176,1.0
0.593051,0.743728,-1.0
0.421017,0.405197,1.0
0.723729,0.535305,-1.0
0.542034,0.373835,1.0
0.594576,0.267563,1.0
0.588305,0.706093,-1.0
0.362542,0.195341,-1.0
0.503559,0.797491,1.0
0.716949,0.454839,-1.0
0.745763,0.718638,1.0
0.646441,0.503047,-1.0
0.505593,0.386738,1.0
0.257627,0.590502,-1.0
0.487458,0.71147,-1.0
0.487797,0.400538,1.0
0.512153,0.355914,1.0
0.362542,0.189964,-1.0
0.614068,0.525269,1.0
0.29322,0.587276,-1.0
0.689831,0.279211,1.0
0.305085,0.700717,-1.0
0.70678,0.428169,-1.0
0.498814,0.759857,-1.0
0.500847,0.440986,1.0
0.577627,0.272401,-1.0
0.630847,0.740143,-1.0
0.281356,0.65233,-1.0
0.439153,0.193548,-1.0
0.573898,0.698925,-1.0
0.594237,0.446237,1.0
0.46661,0.693548,-1.0
0.30339,0.279749,1.0
0.518661,0.538889,1.0
0.222034,0.27724,1.0
0.576949,0.204301,-1.0
0.387966,0.747312,-1.0
0.540407,0.541039,1.0
0.238983,0.333692,1.0
0.595424,0.535484,1.0
0.524229,0.405914,1.0
0.434237,0.207885,-1.0
0.552542,0.299462,-1.0
0.557966,0.182796,-1.0
0.614407,0.784946,-1.0
0.440508,0.646953,-1.0
0.298305,0.378853,1.0
0.624576,0.526165,1.0
0.48661,0.522222,1.0
0.526814,0.729391,-1.0
0.37,0.502867,1.0
0.838983,0.363799,-1.0
0.399492,0.188172,-1.0
0.288136,0.370609,1.0
0.533525,0.191756,-1.0
0.235593,0.58405,-1.0
0.495593,0.457885,1.0
0.388136,0.181004,-1.0
0.350847,0.402151,1.0
0.499153,0.179211,-1.0
0.449322,0.487634,1.0
0.54678,0.689964,1.0
0.410339,0.519713,1.0
0.271186,0.423548,1.0
0.589153,0.249642,-1.0
0.661356,0.401434,1.0
0.472373,0.270072,-1.0
0.418475,0.636201,-1.0
0.177966,0.253047,1.0
0.392881,0.59552,-1.0
0.344068,0.274194,1.0
0.53922,0.516667,1.0
0.325424,0.4681,1.0
0.617458,0.399821,1.0
0.652373,0.434194,1.0
0.347458,0.206093,-1.0
0.688814,0.257885,1.0
0.579661,0.163082,-1.0
0.541525,0.74552,-1.0
0.350847,0.373656,1.0
0.416102,0.775986,1.0
0.598305,0.636201,-1.0
0.359322,0.141577,-1.0
0.9,0.663082,1.0
0.323729,0.406452,1.0
0.771186,0.440233,-1.0
0.560847,0.713262,1.0
0.708475,0.573835,-1.0
0.718644,0.729391,1.0
0.685593,0.387097,1.0
0.506271,0.434928,1.0
0.628644,0.724014,-1.0
0.281356,0.364337,1.0
0.394068,0.225806,-1.0
0.411186,0.639785,-1.0
0.338983,0.480108,1.0
0.393898,0.61828,-1.0
0.449831,0.575448,1.0
0.625424,0.360215,1.0
0.502712,0.460753,1.0
0.698305,0.413351,-1.0
0.233898,0.200717,1.0
0.276271,0.396237,1.0
0.750847,0.673835,1.0
0.772881,0.531183,-1.0
0.645085,0.515591,-1.0
0.529441,0.225806,-1.0
0.450508,0.188172,-1.0
0.582034,0.695341,-1.0
0.742373,0.401254,-1.0
0.837288,0.328315,-1.0
0.529136,0.677419,-1.0
0.854237,0.623656,1.0
0.381525,0.448208,1.0
0.361695,0.290323,-1.0
0.70678,0.578674,-1.0
0.534305,0.240143,-1.0
0.344068,0.206093,-1.0
0.461695,0.155914,-1.0
0.247458,0.363262,1.0
0.701695,0.620072,-1.0
0.444068,0.227599,-1.0
0.277966,0.495878,-1.0
0.259322,0.240143,1.0
0.678305,0.804659,-1.0
0.79661,0.532616,-1.0
0.558983,0.21147,-1.0
0.681186,0.266667,1.0
0.242373,0.155914,1.0
0.210169,0.366129,1.0
0.350847,0.422796,1.0
0.620169,0.3319,1.0
0.766102,0.362724,-1.0
0.772881,0.417957,-1.0
0.549831,0.541039,1.0
0.254237,0.459857,-1.0
0.659492,0.632616,-1.0
0.269492,0.279749,1.0
0.569661,0.438978,1.0
0.555593,0.592115,-1.0
0.458305,0.697133,-1.0
0.69661,0.438011,-1.0
0.662712,0.336201,1.0
0.66,0.535842,-1.0
0.289831,0.229391,1.0
0.352542,0.400538,1.0
0.639492,0.715054,1.0
0.249153,0.267742,1.0
0.522856,0.741935,-1.0
0.283051,0.198925,1.0
0.218644,0.202509,1.0
0.225424,0.315054,1.0
0.507492,0.130824,-1.0
0.443559,0.150538,-1.0
0.470169,0.184588,-1.0
0.371356,0.204301,-1.0
0.483729,0.15233,-1.0
0.616271,0.227599,-1.0
0.720339,0.195341,1.0
0.52529,0.426812,1.0
0.8,0.351254,-1.0
0.383729,0.550538,-1.0
0.58661,0.207885,-1.0
0.384576,0.27509,1.0
0.576102,0.243728,-1.0
0.369153,0.341577,1.0
0.585593,0.541577,-1.0
0.718644,0.125448,1.0
0.402712,0.184588,-1.0
0.444576,0.66129,-1.0
0.553729,0.236559,-1.0
0.623559,0.528136,1.0
0.210169,0.365591,1.0
0.638305,0.588172,-1.0
0.271186,0.339068,1.0
0.30678,0.557348,-1.0
0.551864,0.204301,-1.0
0.599661,0.555556,-1.0
0.201695,0.166667,1.0
0.367458,0.523835,-1.0
0.575763,0.449821,1.0
0.579322,0.527419,-1.0
0.380169,0.272222,-1.0
0.70678,0.506631,-1.0
0.553051,0.351613,1.0
0.385085,0.304659,1.0
0.424915,0.295161,-1.0
0.393559,0.425341,1.0
0.177966,0.451792,-1.0
0.327119,0.247312,-1.0
0.692373,0.451792,1.0
0.747458,0.317921,1.0
0.692034,0.499462,1.0
0.421017,1,-1.0
0.661186,0.429948,1.0
0.445424,0.301613,-1.0
0.575254,0.427611,1.0
0.194915,0.535484,-1.0
0.460678,0.704301,-1.0
0.581525,0.172043,-1.0
0.391525,0.351254,1.0
0.565593,0.386559,1.0
0.428644,0.513082,1.0
0.434915,0.232975,-1.0
0.186441,0.264875,1.0
0.184746,0.417133,-1.0
0.617627,0.641577,-1.0
0.676102,0.679211,1.0
0.658305,0.609319,-1.0
0.594407,0.490681,1.0
0.422542,0.141577,-1.0
0.813559,0.376523,-1.0
0.445593,0.489785,1.0
0.350847,0.344265,1.0
0.450169,0.783154,-1.0
0.473051,0.177419,-1.0
0.240678,0.271505,1.0
0.491186,0.614695,-1.0
0.542034,0.290502,-1.0
0.425424,0.668459,-1.0
0.325424,0.258065,1.0
0.502712,0.258065,-1.0
0.571695,0.148746,-1.0
0.594576,0.300896,1.0
0.727119,0.47957,-1.0
0.573729,0.379391,1.0
0.291525,0.266308,1.0
0.526695,0.691756,-1.0
0.801695,0.520251,-1.0
0.618136,0.675627,-1.0
0.374915,0.546416,-1.0
0.56678,0.862007,-1.0
0.68661,0.509677,-1.0
0.355254,0.462724,1.0
0.342373,0.316846,1.0
0.854237,0.702509,1.0
0.571356,0.356631,1.0
0.742373,0.479032,-1.0
0.623051,0.379391,1.0
0.519119,0.761649,1.0
0.244068,0.415914,1.0
0.730508,0.366487,-1.0
0.264407,0.451971,1.0
0.267797,0.383871,1.0
0.320339,0.241935,-1.0
0.574407,0.700717,-1.0
0.407288,0.609319,-1.0
0.604915,0.281183,-1.0
0.70678,0.40448,-1.0
0.37322,0.143369,-1.0
0.266102,0.517384,-1.0
0.557288,0.175627,-1.0
0.487966,0.340143,1.0
0.534695,0.209677,-1.0
0.30678,0.236559,1.0
0.510525,0.255018,-1.0
0.586271,0.731183,-1.0
0.383729,0.255197,-1.0
0.456949,0.715054,-1.0
0.727119,0.306452,1.0
0.68339,0.767025,1.0
0.385254,0.229391,-1.0
0.592373,0.774194,-1.0
0.63661,0.155914,-1.0
0.549492,0.255556,-1.0
0.384746,0.292115,1.0
0.645763,0.371685,1.0
0.489661,0.535125,1.0
0.423051,0.21147,-1.0
0.342373,0.436487,1.0
0.701695,0.499462,-1.0
0.333898,0.213262,-1.0
0.777966,0.360215,-1.0
0.174576,0.207885,1.0
0.65678,0.456631,1.0
0.670678,0.215054,1.0
0.629492,0.193548,-1.0
0.437458,0.26129,-1.0
0.427966,0.275448,-1.0
0.534949,0.718638,-1.0
0.538169,0.275627,-1.0
0.591356,0.163082,-1.0
0.738983,0.505914,-1.0
0.448983,0.168459,-1.0
0.69322,0.479391,1.0
0.352542,0.164875,-1.0
0.671695,0.243728,1.0
0.499322,0.243728,-1.0
0.735593,0.137993,1.0
0.498475,0.574552,1.0
0.675085,0.552151,-1.0
0.500678,0.175627,-1.0
0.620169,0.68638,-1.0
0.19661,0.412975,1.0
0.417797,0.724014,-1.0
0.327119,0.37724,1.0
0.370678,0.251254,-1.0
0.606102,0.616487,-1.0
0.521271,0.222222,-1.0
0.408814,0.191756,-1.0
0.742373,0.338889,-1.0
0.504068,0.654122,-1.0
0.710169,0.36129,1.0
0.70339,0.591935,-1.0
0.555932,0.601971,1.0
0.441186,0.215054,-1.0
0.220339,0.166667,1.0
0.517153,0.251971,-1.0
0.675085,0.369713,1.0
0.757627,0.384588,-1.0
0.694915,0.227599,1.0
0.255932,0.365233,1.0
0.781356,0.227599,1.0
0.54678,0.16129,-1.0
0.614915,0.179211,-1.0
0.438475,0.670251,-1.0
0.355763,0.448746,1.0
0.638136,0.154122,-1.0
0.425254,0.188172,-1.0
0.289831,0.234767,1.0
0.47322,0.280824,-1.0
0.539305,0.400717,1.0
0.352542,0.645161,-1.0
0.20339,0.353405,1.0
0.9,0.639785,1.0
0.534034,0.207885,-1.0
0.638475,0.612903,-1.0
0.632373,0.736559,1.0
0.432373,0.544444,1.0
0.682034,0.492473,-1.0
0.525508,0.202509,-1.0
0.377966,0.200717,-1.0
0.67339,0.249104,1.0
0.916949,0.66129,1.0
0.427797,0.137993,-1.0
0.311864,0.224014,1.0
0.979661,0.629032,1.0
0.434068,0.209677,-1.0
0.759322,0.700717,1.0
0.728814,0.404659,-1.0
0.545085,0.234767,-1.0
0.359831,0.646953,-1.0
0.50322,0.339068,1.0
0.761017,0.505376,-1.0
0.692203,0.490681,-1.0
0.491017,0.376703,1.0
0.431356,0.193548,-1.0
0.70339,0.386738,-1.0
0.70339,0.565054,-1.0
0.63322,0.648746,-1.0
0.637797,0.620072,-1.0
0.436949,0.257348,-1.0
0.404915,0.637993,-1.0
0.361525,0.580287,1.0
0.409153,0.571147,-1.0
0.772881,0.41328,-1.0
0.610847,0.556452,-1.0
0.447288,0.188172,-1.0
0.441695,0.53853,1.0
0.722034,0.583871,-1.0
0.727119,0.485305,-1.0
0.388983,0.477778,1.0
0.523612,0.786738,1.0
0.174576,0.368817,-1.0
0.764407,0.231183,1.0
0.705085,0.544086,-1.0
0.475424,0.677419,-1.0
0.53261,0.275448,-1.0
0.830508,0.418513,-1.0
0.459492,0.542652,1.0
0.330508,0.636201,-1.0
0.672542,0.27491,1.0
0.340678,0.641577,-1.0
0.545763,0.344265,1.0
0.561695,0.709677,1.0
0.884746,0.636201,1.0
0.421356,0.213262,-1.0
0.505254,0.191756,-1.0
0.537339,0.222222,-1.0
0.588644,0.251434,-1.0
0.659153,0.278853,1.0
0.670508,0.537993,-1.0
0.675763,0.481004,-1.0
0.940678,0.645161,1.0
0.478475,0.673835,-1.0
0.869492,0.34552,-1.0
0.325424,0.328674,1.0
0.271186,0.527778,-1.0
0.70678,0.112903,1.0
0.867797,0.604659,1.0
0.722034,0.657706,-1.0
0.447797,0.591398,-1.0
0.705085,0.531004,-1.0
0.701695,0.567384,-1.0
0.727119,0.440699,-1.0
0.358814,0.555914,-1.0
0.530492,0.198925,-1.0
0.435254,0.465233,1.0
0.771186,0.139785,1.0
0.369153,0.668459,-1.0
0.460169,0.179211,-1.0
0.503898,0.691756,-1.0
0.589492,0.582975,-1.0
0.264407,0.432814,1.0
0.757627,0.655914,-1.0
0.563898,0.202509,-1.0
0.8,0.041219,1.0
0.498644,0.715054,-1.0
0.550678,0.533333,1.0
0.568136,0.3319,1.0
0.213559,0.255556,1.0
0.244068,0.297312,1.0
0.648644,0.39552,1.0
0.644237,0.569355,-1.0
0.685254,0.632616,1.0
0.475593,0.24552,-1.0
0.772881,0.197133,1.0
0.372881,0.216846,1.0
0.811864,0.456452,-1.0
0.447288,0.557885,1.0
0.439153,0.274552,-1.0
0.436441,0.540323,1.0
0.720339,0.567384,-1.0
0.261017,0.404659,1.0
0.468644,0.497849,1.0
0.58678,0.283333,-1.0
0.580508,0.784946,-1.0
0.422881,0.540323,1.0
0.349153,0.258065,1.0
0.600339,0.777778,1.0
0.634915,0.65233,-1.0
0.375932,0.345699,1.0
0.595763,0.436452,1.0
0.313559,0.569534,-1.0
0.612542,0.479032,1.0
0.664407,0.55233,-1.0
0.582542,0.384946,1.0
0.742373,0.539785,-1.0
0.505763,0.52724,1.0
0.463898,0.278495,-1.0
0.30678,0.42743,1.0
0.494576,0.307168,1.0
0.575085,0.216846,-1.0
0.600847,0.272581,1.0
0.360339,0.218638,-1.0
0.210169,0.344624,1.0
0.630847,0.688172,1.0
0.617288,0.392652,1.0
0.886441,0.347133,-1.0
0.407119,0.555376,1.0
0.511729,0.506989,1.0
0.553729,0.182796,-1.0
0.500847,0.452688,1.0
0.474915,0.497312,1.0
0.358644,0.28172,1.0
0.437119,0.296774,-1.0
0.599831,0.544444,-1.0
0.267797,0.393728,1.0
0.619492,0.707885,1.0
0.725424,0.462366,-1.0
0.332203,0.316846,1.0
0.634068,0.234767,-1.0
0.431864,0.629032,-1.0
0.789831,0.458961,-1.0
0.708475,0.3319,1.0
0.456102,0.66129,-1.0
0.754237,0.238351,1.0
0.627797,0.301971,1.0
0.66322,0.383871,1.0
0.675254,0.250538,1.0
0.399831,0.26595,-1.0
0.52661,0.202509,-1.0
0.441186,0.225806,-1.0
0.349153,0.477957,1.0
0.662034,0.564875,-1.0
0.698305,0.716846,-1.0
0.674407,0.326882,1.0
0.727119,0.25914,1.0
0.460169,0.672043,-1.0
0.771186,0.731183,1.0
0.62322,0.486022,1.0
0.690678,0.636201,-1.0
0.711864,0.343011,1.0
0.723729,0.286918,-1.0
0.589153,0.772401,-1.0
0.305085,0.243728,1.0
0.679831,0.482079,-1.0
0.382203,0.241935,-1.0
0.347458,0.173835,-1.0
0.46339,0.22043,-1.0
0.649153,0.464695,1.0
0.374746,0.253584,-1.0
0.421525,0.66129,-1.0
0.345763,0.356631,1.0
0.438814,0.172043,-1.0
0.608644,0.432814,1.0
0.430508,0.236559,-1.0
0.546271,0.793907,1.0
0.777966,0.525269,-1.0
0.398136,0.603763,-1.0
0.65322,0.496595,1.0
0.69661,0.329928,1.0
0.732203,0.820789,-1.0
0.591525,0.179211,-1.0
0.495424,0.314875,1.0
0.692373,0.136201,1.0
0.595254,0.845878,-1.0
0.6,0.715054,-1.0
0.54322,0.681004,1.0
0.525278,0.505556,1.0
0.355593,0.679211,-1.0
0.362712,0.454122,1.0
0.574068,0.229391,1.0
0.685254,0.557168,-1.0
0.407966,0.503405,1.0
0.598305,0.288889,-1.0
0.390678,0.229391,-1.0
0.554576,0.413566,1.0
0.747458,0.207885,1.0
0.394576,0.229391,-1.0
0.689322,0.247312,1.0
0.590678,0.241935,-1.0
0.327119,0.612903,-1.0
0.656949,0.59767,-1.0
0.519203,0.232975,-1.0
0.288136,0.623656,-1.0
0.842373,0.403047,-1.0
0.216949,0.4419,1.0
0.507949,0.700717,-1.0
0.512254,0.357706,1.0
0.431525,0.289785,-1.0
0.55339,0.366487,1.0
0.342373,0.346595,1.0
0.614237,0.291577,1.0
0.398814,0.317742,-1.0
0.474407,0.274552,-1.0
0.396102,0.204301,-1.0
0.672034,0.75448,1.0
0.611525,0.681004,-1.0
0.532644,0.193548,-1.0
0.520373,0.209677,-1.0
0.571186,0.505197,1.0
0.725424,0.189964,1.0
0.36678,0.552688,-1.0
0.744068,0.198925,1.0
0.771186,0.191756,1.0
0.604237,0.360036,1.0
0.639831,0.526165,-1.0
0.298305,0.420125,1.0
0.363898,0.202509,-1.0
0.562034,0.24552,-1.0
0.688305,0.543011,-1.0
0.60678,0.419767,1.0
0.465593,0.179211,-1.0
0.574746,0.262007,-1.0
0.581864,0.224014,-1.0
0.417797,0.224014,-1.0
0.89661,0.595878,1.0
0.451017,0.630824,-1.0
0.394746,0.170251,-1.0
0.454407,0.49086,1.0
0.705085,0.181004,1.0
0.559153,0.346774,1.0
0.612034,0.49552,1.0
0.621186,0.682796,1.0
0.315254,0.222222,1.0
0.711864,0.605556,-1.0
0.422881,0.623656,-1.0
0.727119,0.493011,-1.0
0.417119,0.573297,1.0
0.718644,0.247312,1.0
0.564068,0.32957,1.0
0.350847,0.501613,1.0
0.511136,0.181004,-1.0
0.590339,0.722222,-1.0
0.502373,0.129032,-1.0
0.716949,0.146953,1.0
0.215254,0.30914,1.0
0.631525,0.563799,-1.0
0.330508,0.592294,-1.0
0.320339,0.5,1.0
0.789831,0.414229,-1.0
0.556949,0.121864,-1.0
0.283051,0.477599,-1.0
0.844068,0.384767,-1.0
0.245763,0.565771,-1.0
0.710169,0.363082,1.0
0.504576,0.540502,1.0
0.442373,0.437401,1.0
0.45339,0.195341,-1.0
0.740678,0.367204,1.0
0.591356,0.321864,1.0
0.694915,0.391577,1.0
0.455932,0.182796,-1.0
0.48322,0.317384,-1.0
0.264407,0.120072,1.0
0.536356,0.319534,1.0
0.783051,0.443333,-1.0
0.989831,0.691756,1.0
0.567797,0.218638,-1.0
0.70678,0.612903,-1.0
0.48322,0.218638,-1.0
0.708475,0.645161,-1.0
0.322034,0.249104,1.0
0.742373,0.40681,-1.0
0.66678,0.356272,1.0
0.561695,0.741935,1.0
0.283051,0.630824,-1.0
0.745763,0.234767,1.0
0.477119,0.700717,1.0
0.684407,0.681004,-1.0
0.354407,0.590681,-1.0
0.247458,0.478315,1.0
0.715254,0.698925,1.0
0.733898,0.573297,-1.0
0.539678,0.68638,-1.0
0.415932,0.736559,-1.0
0.310169,0.346416,1.0
0.565932,0.166667,-1.0
0.350847,0.549283,-1.0
0.223729,0.609319,-1.0
0.474237,0.664875,-1.0
0.59,0.173835,-1.0
0.587627,0.736559,1.0
0.383729,0.129032,-1.0
0.434237,0.481362,1.0
0.522314,0.743728,-1.0
0.801695,0.401075,-1.0
0.577458,0.225806,-1.0
0.69322,0.422097,-1.0
0.184746,0.051971,1.0
0.530407,0.18638,-1.0
0.416441,0.216846,-1.0
0.539441,0.24552,-1.0
0.457797,0.191756,-1.0
0.664407,0.727599,1.0
0.713559,0.609319,-1.0
0.553559,0.648746,-1.0
0.691695,0.534767,-1.0
0.514492,0.168459,-1.0
0.680847,0.227599,1.0
0.222034,0.57509,-1.0
0.52022,0.224014,-1.0
0.678814,0.537814,-1.0
0.018644,0.399642,-1.0
0.216949,0.21147,1.0
0.507085,0.499104,1.0
0.689831,0.565591,-1.0
0.60339,0.291219,1.0
0.762712,0.589606,-1.0
0.261017,0.616487,-1.0
0.264407,0.498208,-1.0
0.628983,0.693548,1.0
0.60339,0.645161,-1.0
0.660169,0.645161,-1.0
0.286441,0.35914,1.0
0.161017,0.143369,1.0
0.688814,0.589247,-1.0
0.327119,0.313441,-1.0
0.684237,0.269176,1.0
0.781356,0.275986,1.0
0.589831,0.213262,-1.0
0.215254,0.267204,1.0
0.283051,0.317742,1.0
0.36661,0.355556,1.0
0.632203,0.670251,-1.0
0.489831,0.24552,-1.0
0.513373,0.177419,-1.0
0.344068,0.460753,1.0
